metro_area,community_name,builder,phase,street_name,full_address,bedrooms,sqft,list_price,price,status_bucket,status_raw,input_date,closed_date,last_checked_date,status_changed
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,20 Sarah Alyse Lane,4,1613,213000,213000,sold,SLD,2/3/2025 4:20 PM,4/11/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6009 Croft Avenue,4,1496,217550,214000,sold,SLD,3/14/2025 5:16 PM,5/28/2025,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8209 Stacey Lane,4,1459,214155,214155,sold,SLD,6/16/2025 2:14 PM,7/22/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,125 Kyndall Lauren Lane,4,1613,214490,214490,sold,SLD,12/27/2024 4:37 PM,4/28/2025,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8208 Stacey Lane,4,1459,215500,214500,sold,SLD,6/16/2025 3:04 PM,9/30/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6008 Croft Avenue,4,1470,214535,214535,sold,SLD,2/25/2025 1:27 PM,4/23/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Nona Ruth Lane,70 Nona Ruth Lane,3,1612,214900,214900,under_contract,UCT,4/29/2026 1:41 PM,7/9/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Olympic Drive,4567 Olympic Drive,4,1640,214900,214900,sold,SLD,1/31/2025 4:21 PM,3/21/2025,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,814 Gussy Lane,3,1442,214900,214900,sold,SLD,4/2/2026 1:10 PM,5/6/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2337 Bassett Street,3,1422,216400,215100,sold,SLD,5/6/2026 2:13 PM,7/30/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3133 Ted Craig Drive,3,1381,219125,215125,sold,SLD,12/30/2025 1:44 PM,3/17/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,60 Sarah Alyse Lane,4,1699,215185,215185,sold,SLD,2/3/2025 4:04 PM,4/25/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,220 Sarah Alyse Lane,4,1699,215275,215275,sold,SLD,8/25/2025 11:44 AM,11/25/2025,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1040 Raven Walk Drive,4,1496,215400,215400,sold,SLD,3/27/2026 11:09 AM,6/26/2026,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,123 Powder River Drive,4,1852,215600,215600,sold,SLD,1/12/2026 3:01 PM,3/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6648 Hollywood Avenue,4,1470,217600,215600,sold,SLD,3/10/2026 2:01 PM,5/28/2026,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,209 Flat Wood Avenue,3,1290,215900,215900,for_sale,ACT,7/21/2026 4:26 PM,,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,E Concord Road,103 E Concord Road,3,1413,215900,215900,for_sale,ACT,6/24/2026 3:53 PM,,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,834 Gussy Lane,3,1442,215900,215900,sold,SLD,4/7/2026 3:22 PM,5/18/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6673 Hollywood Avenue,4,1470,217900,215900,sold,SLD,4/8/2026 11:27 AM,5/28/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,75 Maddison Rachael,3,1612,215900,215900,sold,SLD,4/29/2026 1:50 PM,6/29/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6040 Croft Avenue,3,1523,216235,216000,sold,SLD,1/12/2025 11:39 PM,3/31/2025,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3109 Ted Craig Drive,3,1355,219825,216000,sold,SLD,1/6/2026 2:06 PM,3/18/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1036 Raven Walk Drive,4,1459,216295,216295,sold,SLD,3/31/2026 3:08 PM,6/30/2026,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,119 Powder River Drive,4,1840,216900,216325,sold,SLD,1/5/2026 3:06 PM,5/22/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1612 Rambling Brook Drive,4,1459,218700,216700,sold,SLD,5/22/2026 11:33 AM,7/29/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Kyndall Lauren Lane,120 Kyndall Lauren Lane,4,1699,216700,216700,sold,SLD,4/3/2025 3:45 PM,7/28/2025,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1044 Raven Walk Drive,3,1651,216900,216900,under_contract,UCT,4/7/2026 11:46 AM,8/28/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1016 Raven Walk Drive,3,1651,216900,216900,under_contract,UCT,4/7/2026 11:41 AM,8/18/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1004 Raven Walk Drive,3,1612,216900,216900,under_contract,UCT,5/22/2026 11:30 AM,8/31/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,786 Gussy Lane,4,1459,219900,216900,sold,SLD,4/2/2026 1:16 PM,6/29/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1600 Rambling Brook Drive,4,1442,216900,216900,sold,SBL,7/17/2026 4:22 PM,7/16/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1613 Rambling Brook Drive,3,1441,216900,216900,for_sale,ACT,7/23/2026 9:59 AM,,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,Cabernet Way,12 Cabernet Way,3,1413,216900,216900,for_sale,ACT,7/23/2026 3:03 PM,,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8205 Fitzgerald Lane,4,1459,216925,216925,sold,SLD,3/19/2025 1:20 PM,7/22/2025,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1052 Raven Walk Drive,4,1699,231900,217000,sold,SLD,4/7/2026 12:25 PM,4/24/2026,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,260 Sarah Alyse Lane,4,1699,213925,217000,sold,SLD,10/16/2025 11:10 AM,12/1/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Cobblefield Cove,5016 Cobblefield Cove,4,1496,214900,217000,sold,SLD,12/30/2025 5:25 PM,4/17/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6642 Hollywood Avenue,3,1523,218900,217000,sold,SLD,1/23/2026 3:23 PM,5/26/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,830 Gussy Lane,4,1459,217400,217400,sold,SLD,3/6/2026 10:29 AM,4/29/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8201 Fitzgerald Lane,3,1402,217475,217475,sold,SLD,3/19/2025 1:26 PM,7/23/2025,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3132 Ted Craig Drive,3,1381,217500,217500,sold,SLD,12/30/2025 1:54 PM,5/18/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,779 Gussy Lane,3,1633,217600,217600,sold,SLD,3/5/2026 12:05 PM,4/22/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8016 Kim Drive,3,1362,217775,217775,sold,SLD,4/11/2025 3:31 PM,6/24/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Sarah Alyse Lane,280 Sarah Alyse Lane,4,1699,217800,217800,sold,SLD,11/13/2025 1:30 PM,12/12/2025,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,107 Powder River Drive,4,1852,222165,217815,sold,SLD,1/12/2026 10:01 AM,1/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6680 Hollywood Avenue,3,1523,220500,217850,sold,SLD,3/10/2026 1:55 PM,5/28/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8300 Kim Drive,4,1470,217900,217900,sold,SBL,7/31/2026 11:56 AM,7/30/2026,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,141 Flat Wood Avenue,4,1500,217900,217900,for_sale,ACT,7/21/2026 4:58 PM,,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Remington Lane,48 Remington Lane,4,1652,219180,217900,sold,SLD,10/2/2025 3:40 PM,12/22/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6633 Hollywood Avenue,4,1470,217980,217980,sold,SBL,4/1/2026 1:59 PM,3/30/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3148 Ted Craig Drive,3,1381,218475,218475,sold,SLD,12/30/2025 1:50 PM,5/22/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3117 Ted Craig Drive,4,1439,218500,218500,sold,SLD,1/6/2026 2:02 PM,3/27/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Ten Point Lane,36 Ten Point Lane,3,1425,218675,218675,withdrawn,WITH,6/30/2025 3:36 PM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2361 Bassett Street,4,1470,218900,218900,under_contract,UCT,6/10/2026 12:31 PM,8/27/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1032 Raven Walk Drive,3,1612,218900,218900,sold,SLD,3/27/2026 11:14 AM,6/22/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1605 Rambling Brook Drive,4,1496,218900,218900,for_sale,ACT,4/24/2026 1:29 PM,,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,778 Gussy Lane,3,1523,221900,218900,sold,SLD,5/6/2026 12:26 PM,7/30/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Cobblefield Cove,5009 Cobblefield Cove,4,1652,219900,218900,sold,SLD,3/10/2026 2:24 PM,4/28/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8020 Kim Drive,3,1402,221035,219035,sold,SLD,4/11/2025 3:44 PM,6/30/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8100 Kim Drive,4,1459,219120,219120,sold,SLD,2/5/2025 5:05 PM,5/29/2025,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,Cabernet Way,5 Cabernet Way,3,1569,219200,219200,under_contract,UCT,6/25/2026 9:07 AM,8/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2360 Bassett Street,4,1496,219400,219400,other,PCHG,7/23/2026 1:12 PM,,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Maddison Rachael,125 Maddison Rachael,4,1699,219450,219450,for_sale,ACT,6/23/2026 1:58 PM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6048 Croft Avenue,4,1652,219535,219535,sold,SLD,1/12/2025 11:29 PM,4/16/2025,2026-08-03,
"Little Rock, AR",Stagecoach Meadows,Lennar,,Nona Ruth Lane,10 Nona Ruth Lane,4,1613,219775,219775,sold,SLD,4/8/2026 10:55 AM,5/11/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,750 Gussy Lane,3,1442,223400,219900,sold,SLD,5/20/2026 12:39 PM,6/18/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1608 Rambling Brook Drive,4,1496,219900,219900,under_contract,UCT,5/22/2026 11:26 AM,8/7/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,113 Sofia Drive,3,1402,221900,219900,sold,SLD,3/5/2026 9:45 AM,4/29/2026,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,221 Flat Wood Avenue,3,1413,219900,219900,for_sale,ACT,7/21/2026 4:46 PM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6112 Croft Avenue,4,1496,219900,219900,for_sale,ACT,7/23/2026 1:17 PM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2220 Sam Tillery Drive,3,1446,219900,219900,sold,SLD,2/3/2026 12:00 PM,6/9/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1616 Rambling Brook Drive,3,1472,224700,220000,sold,SLD,5/22/2026 11:41 AM,7/17/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,106 Sofia Drive,3,1402,221055,220055,sold,SLD,1/6/2026 1:01 PM,4/17/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2329 Bassett Street,3,1523,220400,220400,under_contract,UCT,4/8/2026 11:37 AM,8/14/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,110 Sofia Drive,3,1373,220710,220710,sold,SLD,12/24/2025 12:55 PM,3/27/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,140 Jonathan Drive,3,1248,220900,220900,sold,SLD,4/24/2026 2:03 PM,7/22/2026,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,201 Flat Wood Avenue,3,1413,220900,220900,for_sale,ACT,7/21/2026 4:43 PM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6104 Croft Avenue,3,1523,220900,220900,under_contract,UCT,7/23/2026 12:42 PM,9/23/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6096 Croft Avenue,3,1523,220900,220900,for_sale,ACT,7/23/2026 12:44 PM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2405 Sam Tillery Drive,4,1470,221750,221000,sold,SLD,1/30/2026 1:55 PM,4/29/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1080 Raven Walk Drive,4,1699,221067,221067,sold,SLD,3/27/2026 11:41 AM,4/30/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1471 Meadows Drive,4,1852,221330,221330,sold,SLD,7/2/2025 12:03 PM,8/26/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2320 Bassett Street,4,1470,221400,221400,under_contract,UCT,6/10/2026 12:34 PM,8/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2344 Bassett Street,3,1523,221800,221800,for_sale,ACT,6/10/2026 12:25 PM,,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,120 Powder River Drive,4,1852,221815,221815,sold,SLD,3/10/2026 10:38 AM,5/15/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Lori Kaye Drive,10200 Lori Kaye Drive,4,1470,221900,221900,sold,SBL,7/31/2026 12:01 PM,7/30/2026,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,Cabernet Way,8 Cabernet Way,3,1569,221900,221900,for_sale,ACT,6/25/2026 9:04 AM,,2026-08-03,
"Little Rock, AR",Southfork Ranch,Lennar,,Powder River Drive,114 Powder River Drive,4,1852,221900,221900,sold,SBL,5/18/2026 11:35 AM,5/15/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8024 Kim Drive,3,1402,223980,222000,sold,SLD,2/5/2025 5:17 PM,4/30/2025,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2397 Sam Tillery Drive,3,1355,219900,222125,sold,SLD,3/3/2026 12:32 PM,6/17/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1020 Raven Walk Drive,4,1442,215900,222700,sold,SLD,3/27/2026 11:28 AM,7/15/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,783 Gussy Lane,4,1613,224900,222900,sold,SLD,4/7/2026 3:50 PM,4/13/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,790 Gussy Lane,4,1613,234965,222900,sold,SLD,4/7/2026 3:52 PM,5/27/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,802 Gussy Lane,4,1459,222900,222900,under_contract,UCT,4/2/2026 1:18 PM,8/14/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2356 Sam Tillery Drive,3,1446,225900,222900,sold,SLD,5/4/2026 10:20 AM,6/29/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2180 Sam Tillery Drive,3,1355,222900,222900,under_contract,UCT,7/23/2026 10:56 AM,9/28/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6113 Croft Avenue,3,1523,222900,222900,for_sale,ACT,7/23/2026 12:46 PM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2228 Sam Tillery Drive,3,1355,225100,222900,sold,SLD,1/21/2026 11:28 AM,5/29/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Remington Lane,45 Remington Lane,4,1613,223105,223105,withdrawn,WITH,10/21/2025 1:39 PM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2389 Sam Tillery Drive,4,1470,226050,223900,sold,SLD,3/3/2026 12:28 PM,6/9/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8304 Kim Drive,3,1523,223900,223900,under_contract,UCT,7/29/2026 12:17 PM,8/27/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2349 Sam Tillery Drive,3,1446,226900,223900,sold,SLD,4/2/2026 11:25 AM,6/30/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2396 Sam Tillery Drive,3,1446,225900,224000,sold,SLD,4/7/2026 2:41 PM,6/25/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1088 Raven Walk Drive,3,1651,224000,224000,sold,SLD,3/27/2026 12:52 PM,6/11/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Court,1410 Manor Court,4,1470,224400,224400,under_contract,UCT,7/6/2026 10:25 AM,8/28/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,775 Gussy Lane,4,1852,224650,224650,sold,SLD,3/6/2026 10:20 AM,5/14/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Court,1408 Manor Court,3,1523,224750,224750,under_contract,UCT,7/17/2026 12:05 PM,8/21/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1376 Meadows Drive,4,1652,224870,224870,sold,SLD,1/19/2025 10:25 PM,1/31/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Lucy Lane,105 Lucy Lane,3,1373,224900,224900,under_contract,UCT,6/18/2026 12:24 PM,9/10/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2309 Sam Tillery Drive,4,1439,224900,224900,sold,SLD,6/18/2026 12:48 PM,7/30/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,810 Gussy Lane,4,1613,224900,224900,sold,SLD,4/7/2026 4:04 PM,5/29/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Oaks Blvd,1406 Manor Oaks Boulevard,3,1355,224900,224900,for_sale,ACT,7/23/2026 10:35 AM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2365 Sam Tillery Drive,4,1470,227900,224900,sold,SLD,4/2/2026 11:19 AM,6/29/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1621 Rambling Brook Drive,3,1612,224900,224900,for_sale,ACT,7/23/2026 9:54 AM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6033 Croft Avenue,4,1652,224970,224970,sold,SLD,2/25/2025 1:59 PM,5/15/2025,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1519 Meadows Drive,4,1652,229600,225000,sold,SLD,6/11/2025 12:15 PM,9/4/2025,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1601 Rambling Brook Drive,3,1612,225000,225000,for_sale,ACT,4/24/2026 1:31 PM,,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,144 Jonathan Drive,3,1402,229150,225150,sold,SLD,5/22/2026 11:56 AM,7/31/2026,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,205 Flat Wood Avenue,3,1569,225900,225900,for_sale,ACT,7/21/2026 4:40 PM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Meadows Drive,1495 Meadows Drive,4,1652,225980,225980,sold,SLD,6/27/2025 1:51 PM,11/3/2025,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1008 Raven Walk Drive,4,1699,228900,226000,sold,SLD,5/22/2026 11:38 AM,6/18/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3125 Ted Craig Drive,3,1446,228530,226000,sold,SLD,1/6/2026 1:54 PM,4/29/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8104 Kim Drive,3,1362,226455,226455,sold,SLD,2/3/2025 9:21 AM,3/31/2025,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2373 Sam Tillery Drive,3,1355,226500,226500,under_contract,UCT,4/2/2026 11:30 AM,7/28/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2364 Sam Tillery Drive,4,1470,226900,226900,sold,SBL,7/1/2026 3:42 PM,6/30/2026,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,217 Flat Wood Avenue,3,1569,226900,226900,for_sale,ACT,7/21/2026 4:37 PM,,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1024 Raven Walk Drive,4,1699,229900,226900,sold,SLD,4/7/2026 11:57 AM,6/17/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,146 Jonathan Drive,3,1373,226900,226900,sold,SBL,6/30/2026 3:53 PM,6/30/2026,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,Cabernet Way,3 Cabernet Way,4,1732,226900,226900,under_contract,UCT,6/24/2026 4:44 PM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2245 Sam Tillery Drive,3,1381,226900,226900,for_sale,ACT,7/23/2026 11:05 AM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2341 Sam Tillery Drive,4,1439,226900,226900,sold,SLD,5/22/2026 12:29 PM,7/31/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2333 Sam Tillery Drive,3,1472,228900,226900,sold,SLD,5/22/2026 12:36 PM,7/30/2026,2026-08-03,
"Little Rock, AR",Deerfield,Lennar,,Sig Cove,20 Sig Cove,4,1652,226935,226935,sold,SLD,6/2/2025 3:25 PM,6/12/2025,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,762 Gussy Lane,4,1633,227900,227900,sold,SBL,6/30/2026 5:07 PM,6/26/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2236 Sam Tillery Drive,4,1470,229900,227900,sold,SLD,2/3/2026 11:57 AM,4/24/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2328 Bassett Street,4,1652,227900,227900,under_contract,UCT,6/10/2026 12:17 PM,8/21/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2345 Bassett Street,4,1652,228900,228900,under_contract,UCT,5/6/2026 2:22 PM,8/14/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3108 Ted Craig Drive,3,1523,228900,228900,sold,SLD,4/7/2026 2:55 PM,4/24/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,150 Jonathan Drive,3,1402,228900,228900,sold,SLD,4/7/2026 1:12 PM,7/17/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,112 Sofia Drive,3,1402,241585,229000,sold,SLD,4/7/2026 1:07 PM,4/24/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Raven Walk Dr,1096 Raven Walk Drive,3,1612,229220,229220,sold,SLD,4/7/2026 12:20 PM,5/22/2026,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,Cabernet Way,10 Cabernet Way,4,1810,229900,229900,for_sale,ACT,6/24/2026 3:40 PM,,2026-08-03,
"Little Rock, AR",The Vineyard,Lennar,,E Concord Road,6 E Concord Road,4,1732,229900,229900,for_sale,ACT,6/24/2026 4:36 PM,,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Magnolia Springs Drive,906 Magnolia Springs Drive,3,1446,229900,229900,for_sale,ACT,7/6/2026 10:29 AM,,2026-08-03,
"Little Rock, AR",Rosemary Fields,Lennar,,Flat Wood Ave,213 Flat Wood Avenue,4,1732,229900,229900,for_sale,ACT,7/21/2026 4:31 PM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2317 Sam Tillery Drive,3,1472,229900,229900,under_contract,UCT,5/22/2026 12:39 PM,8/12/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Red Maple Lane,4101 Red Maple Lane,3,1523,235900,230000,sold,SLD,5/4/2026 10:25 AM,7/27/2026,2026-08-03,
