listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event
"5813 Heritage Heights Dr, Benton, AR 72019",5813 Heritage Heights Dr,Benton,AR,,forRent,4,1792,,1695,111,https://www.zillow.com/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,,199000,2026-08-27T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-07-15T00:00:00.000Z,Price change,2026-06-04T00:00:00.000Z,Listed for rent,2024-04-06T00:00:00.000Z,Listing removed
"6056 Orange Valley Cv, Mabelvale, AR 72103",6056 Orange Valley Cv,Mabelvale,AR,,forRent,4,1537,,1675,16,https://www.zillow.com/homedetails/6056-Orange-Valley-Cv-Mabelvale-AR-72103/463591455_zpid/,,,2026-07-01T00:00:00.000Z,Listed for rent,,,,,,,,,,
"1105 River Oaks Dr, Benton, AR 72019",1105 River Oaks Dr,Benton,AR,,forRent,4,2350,,2600,50,https://www.zillow.com/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,,,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Listing removed,2025-07-04T00:00:00.000Z,Price change,2025-06-21T00:00:00.000Z,Price change,2025-06-12T00:00:00.000Z,Listed for rent,,
"351 Meadow Creek Dr, Haskell, AR 72015",351 Meadow Creek Dr,Haskell,AR,,forRent,3,1625,,1650,47,https://www.zillow.com/homedetails/351-Meadow-Creek-Dr-Haskell-AR-72015/92428597_zpid/,,139900,2026-08-07T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-17T00:00:00.000Z,Listed for rent,2022-10-26T00:00:00.000Z,Listing removed,2022-10-15T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change
"2925 Gillis Dr, Benton, AR 72015",2925 Gillis Dr,Benton,AR,,forRent,4,2021,,2350,16,https://www.zillow.com/homedetails/2925-Gillis-Dr-Benton-AR-72015/2068772088_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-07T00:00:00.000Z,Listed for rent,2021-10-21T00:00:00.000Z,Listing removed,2021-08-19T00:00:00.000Z,Listed for sale,,
"1021 Circle Dr, Benton, AR 72015",1021 Circle Dr,Benton,AR,,forRent,3,1256,,1350,3,https://www.zillow.com/homedetails/1021-Circle-Dr-Benton-AR-72015/386718_zpid/,,50000,2026-09-20T00:00:00.000Z,Listed for rent,2023-03-06T00:00:00.000Z,Listing removed,2023-02-25T00:00:00.000Z,Listed for rent,2020-07-30T00:00:00.000Z,Sold,,,,
"13900 Ridgecrest Dr, Alexander, AR 72002",13900 Ridgecrest Dr,Alexander,AR,,forRent,3,1088,,1595,29,https://www.zillow.com/homedetails/13900-Ridgecrest-Dr-Alexander-AR-72002/49814165_zpid/,,100000,2026-08-31T00:00:00.000Z,Sold,2026-08-25T00:00:00.000Z,Listed for rent,,,,,,,,
"13808 Cherry Hill Dr, Alexander, AR 72002",13808 Cherry Hill Dr,Alexander,AR,,forRent,3,1247,,1550,6,https://www.zillow.com/homedetails/13808-Cherry-Hill-Dr-Alexander-AR-72002/49814136_zpid/,,91000,2026-09-17T00:00:00.000Z,Listed for rent,2008-05-22T00:00:00.000Z,Sold,2007-01-05T00:00:00.000Z,Sold,,,,,,
"911 James Madison Dr, Benton, AR 72019",911 James Madison Dr,Benton,AR,,forRent,3,2014,,1700,7,https://www.zillow.com/homedetails/911-James-Madison-Dr-Benton-AR-72019/82278084_zpid/,,175000,2026-09-16T00:00:00.000Z,Listed for rent,2024-07-26T00:00:00.000Z,Sold,2021-07-01T00:00:00.000Z,Sold,2014-03-12T00:00:00.000Z,Sold,,,,
"6634 Hollywood Ave, Benton, AR 72019",6634 Hollywood Ave,Benton,AR,,forRent,3,1051,,1195,15,https://www.zillow.com/homedetails/6634-Hollywood-Ave-Benton-AR-72019/459936342_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-28T00:00:00.000Z,Price change
"2714 Gage Dr, Benton, AR 72019",2714 Gage Dr,Benton,AR,,forRent,3,1303,,1500,23,https://www.zillow.com/homedetails/2714-Gage-Dr-Benton-AR-72019/92431557_zpid/,,122580,2026-08-31T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2018-05-12T00:00:00.000Z,Listing removed,2018-04-07T00:00:00.000Z,Listed for rent,2018-02-11T00:00:00.000Z,Listing removed,2018-01-21T00:00:00.000Z,Price change
"2933 Gillis Dr, Benton, AR 72015",2933 Gillis Dr,Benton,AR,,forRent,5,2500,,2500,16,https://www.zillow.com/homedetails/2933-Gillis-Dr-Benton-AR-72015/443098023_zpid/,,,2026-09-07T00:00:00.000Z,Listed for rent,2025-02-28T00:00:00.000Z,Listing removed,2025-02-18T00:00:00.000Z,Listed for rent,,,,,,
"2906 Pamela, Benton, AR 72015",2906 Pamela,Benton,AR,,forRent,3,1372,,1495,29,https://www.zillow.com/homedetails/2906-Pamela-Benton-AR-72015/385308_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-08T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-02-27T00:00:00.000Z,Listing removed
"3369 Garden Club Dr, Benton, AR 72022",3369 Garden Club Dr,Benton,AR,,forRent,3,1305,,1700,10,https://www.zillow.com/homedetails/3369-Garden-Club-Dr-Benton-AR-72022/118174164_zpid/,,172500,2026-09-14T00:00:00.000Z,Listed for rent,2025-06-21T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Listed for rent,2025-02-04T00:00:00.000Z,Listing removed,2025-01-07T00:00:00.000Z,Listed for rent,2024-09-03T00:00:00.000Z,Listing removed
"1411 Oak Glenn Ct, Bryant, AR 72022",1411 Oak Glenn Ct,Bryant,AR,,forRent,3,1400,,1650,8,https://www.zillow.com/homedetails/1411-Oak-Glenn-Ct-Bryant-AR-72022/199778685_zpid/,,,2026-09-15T00:00:00.000Z,Listed for rent,2026-05-28T00:00:00.000Z,Listing removed,2026-05-06T00:00:00.000Z,Listed for rent,2025-11-06T00:00:00.000Z,Listing removed,2025-09-18T00:00:00.000Z,Listed for rent,2024-02-16T00:00:00.000Z,Listing removed
"1602 Harmon Dr, Benton, AR 72015",1602 Harmon Dr,Benton,AR,,forRent,4,1881,,1595,5,https://www.zillow.com/homedetails/1602-Harmon-Dr-Benton-AR-72015/384937_zpid/,,100000,2026-09-18T00:00:00.000Z,Listed for rent,2025-09-12T00:00:00.000Z,Listing removed,2025-06-03T00:00:00.000Z,Listed for rent,2025-05-27T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for sale,2025-05-13T00:00:00.000Z,Sold
"605 Valley Vista Dr, Benton, AR 72019",605 Valley Vista Dr,Benton,AR,,forRent,4,1942,,1875,78,https://www.zillow.com/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,,,2026-07-07T00:00:00.000Z,Listed for rent,,,,,,,,,,
"2225 Redwood, Benton, AR 72015",2225 Redwood,Benton,AR,,forRent,3,1758,,1800,114,https://www.zillow.com/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,,132000,2026-09-03T00:00:00.000Z,Price change,2026-08-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Listed for rent,2025-05-31T00:00:00.000Z,Listing removed,2025-05-17T00:00:00.000Z,Listed for rent
"4903 Natalie Dr, Bryant, AR 72022",4903 Natalie Dr,Bryant,AR,,forRent,4,1990,,1860,30,https://www.zillow.com/homedetails/4903-Natalie-Dr-Bryant-AR-72022/82281136_zpid/,,38000,2026-08-24T00:00:00.000Z,Listed for rent,2007-08-22T00:00:00.000Z,Sold,,,,,,,,
"3509 Terrace Hill Ct, Benton, AR 72019",3509 Terrace Hill Ct,Benton,AR,,forRent,3,1500,,1400,23,https://www.zillow.com/homedetails/3509-Terrace-Hill-Ct-Benton-AR-72019/124735446_zpid/,,122580,2026-09-08T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Listed for rent,2023-07-09T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2014-09-04T00:00:00.000Z,Sold
"416 Jackman St, Benton, AR 72015",416 Jackman St,Benton,AR,,forRent,3,1200,,1600,4,https://www.zillow.com/homedetails/416-Jackman-St-Benton-AR-72015/389112_zpid/,,140000,2026-09-19T00:00:00.000Z,Listed for rent,2025-10-31T00:00:00.000Z,Sold,2025-10-13T00:00:00.000Z,Contingent,2025-10-04T00:00:00.000Z,Price change,2025-09-26T00:00:00.000Z,Listed for sale,2017-01-05T00:00:00.000Z,Sold
"1116 Kenwood Cv, Bryant, AR 72022",1116 Kenwood Cv,Bryant,AR,,forRent,4,1931,,2100,34,https://www.zillow.com/homedetails/1116-Kenwood-Cv-Bryant-AR-72022/52934559_zpid/,,120000,2026-08-20T00:00:00.000Z,Listed for rent,2025-07-26T00:00:00.000Z,Listing removed,2025-07-22T00:00:00.000Z,Listed for rent,2024-01-18T00:00:00.000Z,Listing removed,2023-10-26T00:00:00.000Z,Listed for rent,2022-06-08T00:00:00.000Z,Listing removed
"14457 Skyline Dr, Alexander, AR 72002",14457 Skyline Dr,Alexander,AR,,forRent,3,1974,,1950,8,https://www.zillow.com/homedetails/14457-Skyline-Dr-Alexander-AR-72002/120792053_zpid/,,210000,2026-09-15T00:00:00.000Z,Listed for rent,2021-11-05T00:00:00.000Z,Sold,2015-12-17T00:00:00.000Z,Sold,,,,,,
"1519 Mulberry Salem Rd, Benton, AR 72019",1519 Mulberry Salem Rd,Benton,AR,,forRent,3,1712,,1700,22,https://www.zillow.com/homedetails/1519-Mulberry-Salem-Rd-Benton-AR-72019/376849_zpid/,,340000,2026-09-05T00:00:00.000Z,Listed for rent,2026-02-25T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Listed for rent,2025-11-07T00:00:00.000Z,Sold,2024-09-15T00:00:00.000Z,Listing removed,2024-06-17T00:00:00.000Z,Listed for sale
"154 Roman Heights Ave, Alexander, AR 72002",154 Roman Heights Ave,Alexander,AR,,forRent,,,,,,https://www.zillow.com/b/154-roman-heights-ave-alexander-ar-Cdzchh/,,,,,,,,,,,,,,
"830 Gussy Ln, Benton, AR 72019",830 Gussy Ln,Benton,AR,,forRent,,,,,,https://www.zillow.com/b/830-gussy-ln-benton-ar-CqYvFB/,,,,,,,,,,,,,,
"5096 Woodstream Dr, Alexander, AR 72002",5096 Woodstream Dr,Alexander,AR,,forRent,3,1594,,2600,19,https://www.zillow.com/homedetails/5096-Woodstream-Dr-Alexander-AR-72002/2077881150_zpid/,,180150,2026-09-05T00:00:00.000Z,Listed for rent,2024-10-14T00:00:00.000Z,Listing removed,2023-08-19T00:00:00.000Z,Listing removed,2023-07-23T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Listing removed,2023-02-12T00:00:00.000Z,Listed for rent
"5137 Woodstream Dr, Alexander, AR 72002",5137 Woodstream Dr,Alexander,AR,,forRent,3,1460,,1600,5,https://www.zillow.com/homedetails/5137-Woodstream-Dr-Alexander-AR-72002/2078172293_zpid/,,167825,2026-09-18T00:00:00.000Z,Listed for rent,2026-04-27T00:00:00.000Z,Listing removed,2026-04-01T00:00:00.000Z,Listed for rent,2022-11-20T00:00:00.000Z,Listing removed,2022-10-04T00:00:00.000Z,Listed for rent,2020-12-04T00:00:00.000Z,Sold
"6316 Warwick Dr, Alexander, AR 72002",6316 Warwick Dr,Alexander,AR,,forRent,4,1884,,2300,54,https://www.zillow.com/homedetails/6316-Warwick-Dr-Alexander-AR-72002/461049113_zpid/,,277000,2026-09-18T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-06-29T00:00:00.000Z,Sold,2026-05-29T00:00:00.000Z,Contingent,2026-05-29T00:00:00.000Z,Price change,2026-03-14T00:00:00.000Z,Listed for sale
"7125 Anderson St, Alexander, AR 72002",7125 Anderson St,Alexander,AR,,forRent,3,1906,,1650,0,https://www.zillow.com/homedetails/7125-Anderson-St-Alexander-AR-72002/368443_zpid/,,167000,2026-09-23T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-07-24T00:00:00.000Z,Price change,2023-07-21T00:00:00.000Z,Listed for rent,2022-08-08T00:00:00.000Z,Listing removed,2022-07-27T00:00:00.000Z,Listed for rent
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,Benton,AR,,forRent,3,1680,,1550,62,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,,127500,2026-09-19T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed
"2615 Stivers Blvd, Bryant, AR 72022",2615 Stivers Blvd,Bryant,AR,,forRent,3,1736,,1700,11,https://www.zillow.com/homedetails/2615-Stivers-Blvd-Bryant-AR-72022/391919_zpid/,,190000,2026-09-16T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Listed for rent,2025-04-04T00:00:00.000Z,Sold,2025-03-05T00:00:00.000Z,Contingent,2025-03-01T00:00:00.000Z,Listed for sale,2022-06-13T00:00:00.000Z,Listing removed
"14611 Parkway Meadows Dr, Alexander, AR 72002",14611 Parkway Meadows Dr,Alexander,AR,,forRent,3,1500,,1625,6,https://www.zillow.com/homedetails/14611-Parkway-Meadows-Dr-Alexander-AR-72002/112089546_zpid/,,192000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-08T00:00:00.000Z,Listing removed,2025-08-28T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-05T00:00:00.000Z,Listed for rent,2024-07-24T00:00:00.000Z,Listing removed
"2248 Centennial Valley Dr, Benton, AR 72019",2248 Centennial Valley Dr,Benton,AR,,forRent,3,1480,,1595,0,https://www.zillow.com/homedetails/2248-Centennial-Valley-Dr-Benton-AR-72019/2071964933_zpid/,,203315,2026-09-23T00:00:00.000Z,Listed for rent,2025-09-12T00:00:00.000Z,Listing removed,2025-09-10T00:00:00.000Z,Price change,2025-08-18T00:00:00.000Z,Listed for rent,2021-10-28T00:00:00.000Z,Sold,2021-07-30T00:00:00.000Z,Pending sale
"6065 Discovery Trl, Bauxite, AR 72011",6065 Discovery Trl,Bauxite,AR,,forRent,4,1459,,1595,8,https://www.zillow.com/homedetails/6065-Discovery-Trl-Bauxite-AR-72011/442588179_zpid/,,192660,2026-09-15T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Listing removed,2025-05-23T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Sold
"22930 Sam Tillery Dr, Alexander, AR 72002",22930 Sam Tillery Dr,Alexander,AR,,forRent,4,1640,,2000,30,https://www.zillow.com/homedetails/22930-Sam-Tillery-Dr-Alexander-AR-72002/464786376_zpid/,,,2026-09-10T00:00:00.000Z,Price change,2026-09-08T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Listed for rent,,,,,,
"2705 Timbermist Cir, Benton, AR 72015",2705 Timbermist Cir,Benton,AR,,forRent,3,1200,,1575,6,https://www.zillow.com/homedetails/2705-Timbermist-Cir-Benton-AR-72015/386796_zpid/,,151000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-02T00:00:00.000Z,Listing removed,2025-08-27T00:00:00.000Z,Price change,2025-08-14T00:00:00.000Z,Price change,2025-06-30T00:00:00.000Z,Listed for rent,2022-08-30T00:00:00.000Z,Listing removed
"4541 Western Woods Dr, Benton, AR 72015",4541 Western Woods Dr,Benton,AR,,forRent,4,2000,,1895,8,https://www.zillow.com/homedetails/4541-Western-Woods-Dr-Benton-AR-72015/2061302075_zpid/,,313100,2026-09-15T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,2022-11-05T00:00:00.000Z,Listing removed,2022-09-30T00:00:00.000Z,Listed for rent,,,,
"6413 Amalie Dr, Alexander, AR 72002",6413 Amalie Dr,Alexander,AR,,forRent,3,1485,,1675,15,https://www.zillow.com/homedetails/6413-Amalie-Dr-Alexander-AR-72002/247595729_zpid/,,198000,2026-09-08T00:00:00.000Z,Listed for rent,2025-08-18T00:00:00.000Z,Listing removed,2025-08-06T00:00:00.000Z,Listed for rent,2022-05-12T00:00:00.000Z,Listing removed,2022-05-04T00:00:00.000Z,Price change,2022-04-27T00:00:00.000Z,Price change
"8512 Highway 5 N, Benton, AR 72019",8512 Highway 5 N,Benton,AR,,forRent,4,1533,,1895,9,https://www.zillow.com/homedetails/8512-Highway-5-N-Benton-AR-72019/394628139_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-15T00:00:00.000Z,Listed for rent,,,,,,
"402 Stone Creek Dr, Benton, AR 72015",402 Stone Creek Dr,Benton,AR,,forRent,4,1762,,1895,15,https://www.zillow.com/homedetails/402-Stone-Creek-Dr-Benton-AR-72015/71716020_zpid/,,178000,2026-09-08T00:00:00.000Z,Listed for rent,2023-09-17T00:00:00.000Z,Listing removed,2023-07-18T00:00:00.000Z,Listing removed,2023-06-14T00:00:00.000Z,Price change,2023-06-06T00:00:00.000Z,Listed for rent,2021-09-16T00:00:00.000Z,Sold
"1008 Santa Fe Trl, Bauxite, AR 72011",1008 Santa Fe Trl,Bauxite,AR,,forRent,,,,,,https://www.zillow.com/b/1008-santa-fe-trl-bauxite-ar-BqKjfx/,,,,,,,,,,,,,,
"6688 Hollywood Ave, Benton, AR 72019",6688 Hollywood Ave,Benton,AR,,forRent,3,1051,,1595,19,https://www.zillow.com/homedetails/6688-Hollywood-Ave-Benton-AR-72019/460744960_zpid/,,183900,2026-09-04T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-10T00:00:00.000Z,Contingent,2026-06-25T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Price change
"821 Church, Benton, AR 72015",821 Church,Benton,AR,,forRent,4,1540,,1675,19,https://www.zillow.com/homedetails/821-Church-Benton-AR-72015/387634_zpid/,,155000,2026-09-04T00:00:00.000Z,Listed for rent,2021-08-04T00:00:00.000Z,Listing removed,2021-07-27T00:00:00.000Z,Listed for rent,2021-06-04T00:00:00.000Z,Sold,2020-12-14T00:00:00.000Z,Sold,2020-10-24T00:00:00.000Z,Listed for sale
"227 Iris St, Haskell, AR 72015",227 Iris St,Haskell,AR,,forRent,3,1420,,1625,58,https://www.zillow.com/homedetails/227-Iris-St-Haskell-AR-72015/2060765172_zpid/,,195000,2026-09-23T00:00:00.000Z,Price change,2026-09-10T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Listed for rent,2023-02-16T00:00:00.000Z,Listing removed,2023-02-08T00:00:00.000Z,Price change
"3002 Forest Dr, Bryant, AR 72022",3002 Forest Dr,Bryant,AR,,forRent,3,1409,,1650,14,https://www.zillow.com/homedetails/3002-Forest-Dr-Bryant-AR-72022/390575_zpid/,,213000,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-24T00:00:00.000Z,Sold,2026-06-30T00:00:00.000Z,Listed for sale,2018-03-05T00:00:00.000Z,Sold,2011-03-18T00:00:00.000Z,Sold,2011-02-13T00:00:00.000Z,Listed for sale
"14095 Magnolia Glen Dr, Alexander, AR 72002",14095 Magnolia Glen Dr,Alexander,AR,,forRent,3,1228,,1530,22,https://www.zillow.com/homedetails/14095-Magnolia-Glen-Dr-Alexander-AR-72002/88906053_zpid/,,119500,2026-09-01T00:00:00.000Z,Listed for rent,2020-12-08T00:00:00.000Z,Listing removed,2020-12-02T00:00:00.000Z,Listed for rent,2016-09-27T00:00:00.000Z,Sold,2016-06-29T00:00:00.000Z,Price change,2016-06-06T00:00:00.000Z,Listed for sale
"3001 Wild Berry Dr, Benton, AR 72015",3001 Wild Berry Dr,Benton,AR,,forRent,3,1486,,1725,33,https://www.zillow.com/homedetails/3001-Wild-Berry-Dr-Benton-AR-72015/71716346_zpid/,,184900,2026-08-21T00:00:00.000Z,Listed for rent,2024-07-31T00:00:00.000Z,Listing removed,2024-07-05T00:00:00.000Z,Listed for rent,2023-04-21T00:00:00.000Z,Listing removed,2023-04-19T00:00:00.000Z,Listed for rent,2022-03-28T00:00:00.000Z,Listing removed
"4825 Coronell Way, Bryant, AR 72022",4825 Coronell Way,Bryant,AR,,forRent,4,2060,,3050,37,https://www.zillow.com/homedetails/4825-Coronell-Way-Bryant-AR-72022/453104565_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,
"2721 Timbermist Dr, Benton, AR 72015",2721 Timbermist Dr,Benton,AR,,forRent,3,1200,,1600,24,https://www.zillow.com/homedetails/2721-Timbermist-Dr-Benton-AR-72015/386806_zpid/,,83000,2026-08-30T00:00:00.000Z,Listed for rent,2025-09-01T00:00:00.000Z,Listing removed,2025-06-30T00:00:00.000Z,Price change,2025-03-03T00:00:00.000Z,Price change,2024-12-20T00:00:00.000Z,Listed for rent,2024-12-06T00:00:00.000Z,Listing removed
"2064 Fern Valley Dr, Alexander, AR 72002",2064 Fern Valley Dr,Alexander,AR,,forRent,3,1394,,1595,7,https://www.zillow.com/homedetails/2064-Fern-Valley-Dr-Alexander-AR-72002/247595904_zpid/,,169000,2026-09-16T00:00:00.000Z,Listed for rent,2025-12-24T00:00:00.000Z,Listing removed,2025-11-13T00:00:00.000Z,Listed for rent,2023-05-30T00:00:00.000Z,Listing removed,2023-05-15T00:00:00.000Z,Listed for rent,2021-06-30T00:00:00.000Z,Listing removed
"508 SW 4th St, Bryant, AR 72022",508 SW 4th St,Bryant,AR,,forRent,3,1510,,1950,16,https://www.zillow.com/homedetails/508-SW-4th-St-Bryant-AR-72022/391129_zpid/,,231000,2026-09-07T00:00:00.000Z,Listed for rent,2026-07-02T00:00:00.000Z,Listing removed,2026-06-18T00:00:00.000Z,Sold,2026-06-18T00:00:00.000Z,Listed for rent,2026-05-27T00:00:00.000Z,Contingent,2026-05-22T00:00:00.000Z,Price change
"307 S 4th St, Benton, AR 72015",307 S 4th St,Benton,AR,,forRent,3,1051,,1550,24,https://www.zillow.com/homedetails/307-S-4th-St-Benton-AR-72015/386521_zpid/,,161000,2026-09-21T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-05-20T00:00:00.000Z,Sold,2025-05-20T00:00:00.000Z,Listed for rent,2025-04-19T00:00:00.000Z,Contingent
"21051 Natalie Ln, Little Rock, AR 72206",21051 Natalie Ln,Little Rock,AR,,forRent,3,1550,,1700,13,https://www.zillow.com/homedetails/21051-Natalie-Ln-Little-Rock-AR-72206/64691031_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,,,,,,,,,,
"418 S Main, Benton, AR 72015",418 S Main,Benton,AR,,forRent,3,1096,,1300,37,https://www.zillow.com/homedetails/418-S-Main-Benton-AR-72015/71708118_zpid/,,99500,2026-09-08T00:00:00.000Z,Listed for rent,2026-09-01T00:00:00.000Z,Listing removed,2026-08-17T00:00:00.000Z,Listed for rent,2018-08-10T00:00:00.000Z,Sold,2018-06-20T00:00:00.000Z,Sold,2018-04-03T00:00:00.000Z,Listed for sale
"153 Harwill, Hensley, AR 72065",153 Harwill,Hensley,AR,,forRent,4,2359,,2500,44,https://www.zillow.com/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,,,2026-08-10T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-30T00:00:00.000Z,Listing removed,2025-06-09T00:00:00.000Z,Listed for rent,2019-11-13T00:00:00.000Z,Listing removed
"1961 Auburn Hills Dr, Benton, AR 72015",1961 Auburn Hills Dr,Benton,AR,,forRent,3,1470,,1850,51,https://www.zillow.com/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,,210000,2026-08-04T00:00:00.000Z,Sold,2026-08-04T00:00:00.000Z,Listed for rent,2026-08-04T00:00:00.000Z,Contingent,2026-06-22T00:00:00.000Z,Price change,2026-05-30T00:00:00.000Z,Price change,2026-05-06T00:00:00.000Z,Price change
"721 S Richards, Benton, AR 72015",721 S Richards,Benton,AR,,forRent,3,1544,,1650,40,https://www.zillow.com/homedetails/721-S-Richards-Benton-AR-72015/389133_zpid/,,29900,2026-08-14T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-07-28T00:00:00.000Z,Sold,2023-07-09T00:00:00.000Z,Contingent
"6099 Meridian Dr, Alexander, AR 72002",6099 Meridian Dr,Alexander,AR,,forRent,4,1824,,2195,13,https://www.zillow.com/homedetails/6099-Meridian-Dr-Alexander-AR-72002/456178536_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,2026-01-22T00:00:00.000Z,Listing removed,2025-12-23T00:00:00.000Z,Listed for rent,2025-11-27T00:00:00.000Z,Listing removed,2025-08-22T00:00:00.000Z,Listed for sale,,
"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,Haskell,AR,,forRent,3,1088,,1150,35,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,
"5845 Heritage Heights Dr, Benton, AR 72019",5845 Heritage Heights Dr,Benton,AR,,forRent,4,1725,,1700,37,https://www.zillow.com/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,,,2026-09-21T00:00:00.000Z,Price change,2026-08-17T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Listed for rent,,,,
"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,Benton,AR,,forRent,3,1280,,1000,202,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,,,2025-06-07T00:00:00.000Z,Listed for rent,,,,,,,,,,
"14815 Parkway Meadows Dr, Alexander, AR 72002",14815 Parkway Meadows Dr,Alexander,AR,,forRent,3,1243,,1495,25,https://www.zillow.com/homedetails/14815-Parkway-Meadows-Dr-Alexander-AR-72002/114165875_zpid/,,187500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Listed for rent,2025-08-21T00:00:00.000Z,Listing removed,2025-08-07T00:00:00.000Z,Price change,2025-07-31T00:00:00.000Z,Price change,2025-07-24T00:00:00.000Z,Listed for rent
