listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"400 Apricot St, Austin, AR 72007",400 Apricot St,Austin,AR,72007,,forRent,3,1200,,1470,23,https://www.zillow.com/homedetails/400-Apricot-St-Austin-AR-72007/82250818_zpid/,,280000,2026-09-14T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Price change,2026-05-16T00:00:00.000Z,Price change,2026-05-08T00:00:00.000Z,Listed for rent,2025-09-09T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Listed for rent,2025-08-21T00:00:00.000Z,Sold,2024-07-10T00:00:00.000Z,Listing removed,2024-06-24T00:00:00.000Z,Listed for rent,2024-06-10T00:00:00.000Z,Listing removed,2024-06-02T00:00:00.000Z,Listed for rent,2024-02-08T00:00:00.000Z,Sold,2023-06-11T00:00:00.000Z,Listing removed,2023-06-02T00:00:00.000Z,Price change,2022-11-16T00:00:00.000Z,Listed for rent,2022-10-07T00:00:00.000Z,Sold,2022-08-15T00:00:00.000Z,Listed for sale,2015-03-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,
"15 Applewood Cv, Cabot, AR 72023",15 Applewood Cv,Cabot,AR,72023,,forRent,3,1588,,1600,61,https://www.zillow.com/homedetails/15-Applewood-Cv-Cabot-AR-72023/35732370_zpid/,,226000,2026-07-17T00:00:00.000Z,Listed for rent,2024-05-04T00:00:00.000Z,Listing removed,2024-04-27T00:00:00.000Z,Listed for rent,2024-04-19T00:00:00.000Z,Sold,2024-03-14T00:00:00.000Z,Listed for sale,2022-10-31T00:00:00.000Z,Sold,2022-08-02T00:00:00.000Z,Listed for sale,2019-10-28T00:00:00.000Z,Sold,2019-09-18T00:00:00.000Z,Listed for sale,2014-01-02T00:00:00.000Z,Sold,2013-11-23T00:00:00.000Z,Price change,2013-10-17T00:00:00.000Z,Price change,2013-09-20T00:00:00.000Z,Listed for sale,2012-03-08T00:00:00.000Z,Listing removed,2011-09-23T00:00:00.000Z,Listed for sale,2011-05-07T00:00:00.000Z,Listing removed,2011-01-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
"1609 Moon Rd, Ward, AR 72176",1609 Moon Rd,Ward,AR,72176,,forRent,3,1026,,1095,16,https://www.zillow.com/homedetails/1609-Moon-Rd-Ward-AR-72176/99444948_zpid/,,125000,2026-08-31T00:00:00.000Z,Listed for rent,2024-05-16T00:00:00.000Z,Listing removed,2024-05-09T00:00:00.000Z,Listed for rent,2021-10-19T00:00:00.000Z,Sold,2021-09-23T00:00:00.000Z,Pending sale,2021-09-23T00:00:00.000Z,Contingent,2021-09-20T00:00:00.000Z,Listed for sale,2017-10-19T00:00:00.000Z,Sold,2017-07-13T00:00:00.000Z,Listed for sale,2011-10-22T00:00:00.000Z,Listing removed,2011-05-29T00:00:00.000Z,Price change,2011-05-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72 Branchwood Ln, Austin, AR 72007",72 Branchwood Ln,Austin,AR,72007,,forRent,3,1216,,1200,20,https://www.zillow.com/homedetails/72-Branchwood-Ln-Austin-AR-72007/252707_zpid/,,1710000,2026-08-27T00:00:00.000Z,Price change,2022-12-04T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-08-27T00:00:00.000Z,Listing removed,2020-08-03T00:00:00.000Z,Listed for rent,2019-06-08T00:00:00.000Z,Listing removed,2019-06-05T00:00:00.000Z,Listed for rent,2018-11-12T00:00:00.000Z,Listing removed,2018-11-09T00:00:00.000Z,Listed for rent,2015-01-30T00:00:00.000Z,Sold,2009-07-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"454 Maple Tree Cv, Lonoke, AR 72086",454 Maple Tree Cv,Lonoke,AR,72086,,forRent,3,1344,,1400,2,https://www.zillow.com/homedetails/454-Maple-Tree-Cv-Lonoke-AR-72086/67448696_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,Cabot,AR,72023,,forRent,3,1521,,1850,6,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,,196500,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change,2025-04-03T00:00:00.000Z,Price change,2025-03-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Applewood Dr, Cabot, AR 72023",12 Applewood Dr,Cabot,AR,72023,,forRent,3,1348,,1600,1,https://www.zillow.com/homedetails/12-Applewood-Dr-Cabot-AR-72023/35732364_zpid/,,192000,2026-09-15T00:00:00.000Z,Listed for rent,2026-08-31T00:00:00.000Z,Sold,2026-08-31T00:00:00.000Z,Contingent,2026-07-24T00:00:00.000Z,Listed for sale,2022-08-05T00:00:00.000Z,Sold,2019-04-30T00:00:00.000Z,Sold,2019-04-23T00:00:00.000Z,Pending sale,2019-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,Cabot,AR,72023,,forRent,3,1252,,1350,33,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed,2026-05-15T00:00:00.000Z,Listed for rent,2020-06-03T00:00:00.000Z,Sold,2020-02-28T00:00:00.000Z,Sold,2013-03-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29 Mattie Lene Dr, Ward, AR 72176",29 Mattie Lene Dr,Ward,AR,72176,,forRent,3,1301,,1350,6,https://www.zillow.com/homedetails/29-Mattie-Lene-Dr-Ward-AR-72176/35732499_zpid/,,80000,2026-09-10T00:00:00.000Z,Listed for rent,2026-03-20T00:00:00.000Z,Listing removed,2026-01-05T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-16T00:00:00.000Z,Listed for rent,2009-05-16T00:00:00.000Z,Listing removed,2009-01-18T00:00:00.000Z,Listed for sale,2005-09-22T00:00:00.000Z,Sold,2004-02-23T00:00:00.000Z,Sold,2003-01-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140 Dolphin Rd, Humnoke, AR 72072",140 Dolphin Rd,Humnoke,AR,72072,,forRent,3,1577,,900,0,https://www.zillow.com/homedetails/140-Dolphin-Rd-Humnoke-AR-72072/2077399951_zpid/,,,2026-09-17T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-03-04T00:00:00.000Z,Listed for rent,2025-09-10T00:00:00.000Z,Listing removed,2025-08-12T00:00:00.000Z,Listed for rent,2023-08-28T00:00:00.000Z,Listing removed,2023-08-14T00:00:00.000Z,Listed for rent,2023-08-04T00:00:00.000Z,Listing removed,2023-06-20T00:00:00.000Z,Listed for rent,2022-07-10T00:00:00.000Z,Listing removed,2022-07-01T00:00:00.000Z,Price change,2022-06-25T00:00:00.000Z,Listed for rent,2020-10-29T00:00:00.000Z,Listing removed,2020-10-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,Cabot,AR,72023,,forRent,3,1487,,1525,23,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049,2026-08-24T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2013-02-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17 Farrah St, Ward, AR 72176",17 Farrah St,Ward,AR,72176,,forRent,3,1563,,1250,99,https://www.zillow.com/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,,,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-24T00:00:00.000Z,Listing removed,2025-05-06T00:00:00.000Z,Price change,2025-04-20T00:00:00.000Z,Listed for rent,2017-02-23T00:00:00.000Z,Listing removed,2017-02-17T00:00:00.000Z,Listed for rent,2014-02-28T00:00:00.000Z,Listing removed,2014-02-05T00:00:00.000Z,Price change,2014-01-29T00:00:00.000Z,Price change,2013-12-14T00:00:00.000Z,Price change,2013-11-30T00:00:00.000Z,Listed for sale,2013-10-25T00:00:00.000Z,Listing removed,2013-09-19T00:00:00.000Z,Price change,2013-09-18T00:00:00.000Z,Price change,2013-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"77 Huntington Ct, Austin, AR 72007",77 Huntington Ct,Austin,AR,72007,,forRent,3,1355,,1650,7,https://www.zillow.com/homedetails/77-Huntington-Ct-Austin-AR-72007/243365450_zpid/,,175000,2026-09-09T00:00:00.000Z,Listed for rent,2023-09-04T00:00:00.000Z,Listing removed,2021-09-07T00:00:00.000Z,Listing removed,2021-09-03T00:00:00.000Z,Sold,2021-08-05T00:00:00.000Z,Listed for sale,2017-06-29T00:00:00.000Z,Sold,2017-01-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117 Logan Dr, Maumelle, AR 72113",117 Logan Dr,Maumelle,AR,72113,,forRent,3,1472,,1835,71,https://www.zillow.com/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,,,2026-07-07T00:00:00.000Z,Listed for rent,2023-07-30T00:00:00.000Z,Listing removed,2023-07-29T00:00:00.000Z,Listed for rent,2023-07-29T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106 Jo Park Ln, Maumelle, AR 72113",106 Jo Park Ln,Maumelle,AR,72113,,forRent,4,1640,,2000,41,https://www.zillow.com/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,,,2026-08-06T00:00:00.000Z,Listed for rent,2023-10-04T00:00:00.000Z,Listing removed,2023-10-03T00:00:00.000Z,Listed for rent,2023-10-03T00:00:00.000Z,Listing removed,2023-06-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2400 SW Ednruance Way, Maumelle, AR 72113",2400 SW Ednruance Way,Maumelle,AR,72113,,other,,,,,,"https://www.zillow.com/b/2400-sw-ednruance-way-maumelle-ar/34.87126275998,-92.450398671503_ll/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"203 Logan Dr, Maumelle, AR 72113",203 Logan Dr,Maumelle,AR,72113,,forRent,3,1472,,1835,47,https://www.zillow.com/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-08-27T00:00:00.000Z,Listing removed,2024-08-01T00:00:00.000Z,Listed for rent,2023-06-19T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"205 Logan Dr, Maumelle, AR 72113",205 Logan Dr,Maumelle,AR,72113,,forRent,3,1472,,1835,61,https://www.zillow.com/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,2025-09-03T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-07-15T00:00:00.000Z,Listed for rent,2023-09-10T00:00:00.000Z,Listing removed,2023-09-09T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"124 Im Dr, Maumelle, AR 72113",124 Im Dr,Maumelle,AR,72113,,forRent,4,1500,,1850,72,https://www.zillow.com/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,,222925,2026-09-10T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Listed for rent,2025-08-27T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 River Valley Loop, Maumelle, AR 72113",110 River Valley Loop,Maumelle,AR,72113,,forRent,4,2670,,2600,7,https://www.zillow.com/homedetails/110-River-Valley-Loop-Maumelle-AR-72113/79782764_zpid/,,340000,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-06-10T00:00:00.000Z,Listed for sale,2021-06-15T00:00:00.000Z,Sold,2014-12-02T00:00:00.000Z,Sold,2014-11-16T00:00:00.000Z,Listed for sale,2014-09-09T00:00:00.000Z,Listing removed,2014-07-17T00:00:00.000Z,Price change,2014-04-29T00:00:00.000Z,Price change,2014-03-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 Southland Dr, Maumelle, AR 72113",7 Southland Dr,Maumelle,AR,72113,,forRent,2,925,,850,78,https://www.zillow.com/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,,,2026-06-30T00:00:00.000Z,Listed for rent,2018-07-15T00:00:00.000Z,Listing removed,2018-06-28T00:00:00.000Z,Listed for rent,2016-06-28T00:00:00.000Z,Listing removed,2014-12-12T00:00:00.000Z,Listing removed,2014-07-29T00:00:00.000Z,Listed for rent,2013-12-30T00:00:00.000Z,Listing removed,2013-11-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9 Oak Forest Dr, Maumelle, AR 72113",9 Oak Forest Dr,Maumelle,AR,72113,,forRent,3,1176,,1675,1,https://www.zillow.com/homedetails/9-Oak-Forest-Dr-Maumelle-AR-72113/326498_zpid/,,785000,2026-09-15T00:00:00.000Z,Listed for rent,2026-01-10T00:00:00.000Z,Listing removed,2025-12-01T00:00:00.000Z,Listed for rent,2015-05-29T00:00:00.000Z,Sold,2008-09-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"158 Ridgeland Dr, Maumelle, AR 72113",158 Ridgeland Dr,Maumelle,AR,72113,,forRent,3,1835,,1975,8,https://www.zillow.com/homedetails/158-Ridgeland-Dr-Maumelle-AR-72113/325729_zpid/,,188900,2026-09-08T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Listing removed,2024-12-03T00:00:00.000Z,Listed for rent,2023-01-20T00:00:00.000Z,Listing removed,2023-01-06T00:00:00.000Z,Listed for rent,2019-11-19T00:00:00.000Z,Listing removed,2019-09-17T00:00:00.000Z,Listed for rent,2018-03-09T00:00:00.000Z,Sold,2018-01-24T00:00:00.000Z,Listed for sale,2014-07-14T00:00:00.000Z,Sold,2014-05-25T00:00:00.000Z,Price change,2014-05-10T00:00:00.000Z,Price change,2014-04-14T00:00:00.000Z,Price change,2014-03-29T00:00:00.000Z,Listed for sale,2013-06-27T00:00:00.000Z,Sold,2001-02-05T00:00:00.000Z,Sold,2000-07-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"11 Page Cv, Maumelle, AR 72113",11 Page Cv,Maumelle,AR,72113,,forRent,3,1294,,1695,14,https://www.zillow.com/homedetails/11-Page-Cv-Maumelle-AR-72113/326629_zpid/,,222125,2026-09-02T00:00:00.000Z,Listed for rent,2019-05-21T00:00:00.000Z,Listing removed,2019-02-11T00:00:00.000Z,Listed for rent,2017-11-18T00:00:00.000Z,Listing removed,2017-10-06T00:00:00.000Z,Price change,2017-09-16T00:00:00.000Z,Price change,2017-08-12T00:00:00.000Z,Listed for rent,2017-04-01T00:00:00.000Z,Listing removed,2017-02-23T00:00:00.000Z,Listed for rent,2016-01-29T00:00:00.000Z,Listing removed,2016-01-13T00:00:00.000Z,Listed for rent,2014-01-01T00:00:00.000Z,Sold,1983-10-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61 Pin Oak Loop, Maumelle, AR 72113",61 Pin Oak Loop,Maumelle,AR,72113,,forRent,3,1173,,1495,75,https://www.zillow.com/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,,175000,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2024-04-09T00:00:00.000Z,Listed for rent,2023-02-09T00:00:00.000Z,Listing removed,2022-12-28T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-30T00:00:00.000Z,Sold,2022-08-28T00:00:00.000Z,Contingent,2022-08-26T00:00:00.000Z,Listed for sale,2018-04-24T00:00:00.000Z,Sold,2018-03-07T00:00:00.000Z,Price change,2018-02-07T00:00:00.000Z,Listed for sale,2017-06-08T00:00:00.000Z,Listing removed,2017-05-10T00:00:00.000Z,Listed for sale,2014-05-05T00:00:00.000Z,Sold,2011-07-04T00:00:00.000Z,Listing removed,2011-06-09T00:00:00.000Z,Listed for sale,2006-08-02T00:00:00.000Z,Sold,2003-05-01T00:00:00.000Z,Sold,2000-09-22T00:00:00.000Z,Sold,,,,,,,,,,,,
"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,Maumelle,AR,72113,,forRent,3,1480,,1800,77,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,,,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,2025-04-04T00:00:00.000Z,Listed for rent,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"127 Chambery Dr, Maumelle, AR 72113",127 Chambery Dr,Maumelle,AR,72113,,forRent,4,1651,,2500,13,https://www.zillow.com/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,,,2026-09-03T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Listed for rent,2019-06-07T00:00:00.000Z,Listing removed,2019-03-21T00:00:00.000Z,Price change,2019-02-14T00:00:00.000Z,Listed for rent,2017-11-15T00:00:00.000Z,Listing removed,2017-08-30T00:00:00.000Z,Price change,2017-08-08T00:00:00.000Z,Price change,2017-04-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Pin Oak Loop, Maumelle, AR 72113",21 Pin Oak Loop,Maumelle,AR,72113,,forRent,3,1270,,1500,0,https://www.zillow.com/homedetails/21-Pin-Oak-Loop-Maumelle-AR-72113/326790_zpid/,,177000,2026-09-16T00:00:00.000Z,Listed for rent,2025-06-29T00:00:00.000Z,Listing removed,2025-06-19T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Sold,2025-04-11T00:00:00.000Z,Contingent,2025-02-24T00:00:00.000Z,Price change,2025-01-22T00:00:00.000Z,Price change,2025-01-03T00:00:00.000Z,Listed for sale,2023-03-17T00:00:00.000Z,Sold,2023-02-13T00:00:00.000Z,Contingent,2023-02-10T00:00:00.000Z,Listed for sale,2012-07-26T00:00:00.000Z,Sold,2012-03-29T00:00:00.000Z,Listing removed,2011-10-07T00:00:00.000Z,Price change,2011-04-16T00:00:00.000Z,Listed for sale,2009-03-04T00:00:00.000Z,Sold,1998-11-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"2 Corbet Ln, Maumelle, AR 72113",2 Corbet Ln,Maumelle,AR,72113,,forRent,3,1523,,2300,26,https://www.zillow.com/homedetails/2-Corbet-Ln-Maumelle-AR-72113/122005820_zpid/,,,2026-08-21T00:00:00.000Z,Listed for rent,2025-04-21T00:00:00.000Z,Listing removed,2025-03-25T00:00:00.000Z,Price change,2025-03-04T00:00:00.000Z,Listed for rent,2025-01-27T00:00:00.000Z,Listing removed,2025-01-14T00:00:00.000Z,Price change,2025-01-13T00:00:00.000Z,Listed for rent,2022-11-11T00:00:00.000Z,Listing removed,2022-10-11T00:00:00.000Z,Listed for rent,2017-10-06T00:00:00.000Z,Listing removed,2017-08-30T00:00:00.000Z,Price change,2017-08-08T00:00:00.000Z,Price change,2017-06-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"111 Miramar Dr, Maumelle, AR 72113",111 Miramar Dr,Maumelle,AR,72113,,forRent,3,2404,,2390,12,https://www.zillow.com/homedetails/111-Miramar-Dr-Maumelle-AR-72113/328081_zpid/,,240000,2026-09-04T00:00:00.000Z,Listed for rent,2025-04-03T00:00:00.000Z,Listing removed,2025-03-18T00:00:00.000Z,Listed for rent,2024-02-23T00:00:00.000Z,Listing removed,2024-01-18T00:00:00.000Z,Listed for rent,2022-02-23T00:00:00.000Z,Listing removed,2022-01-06T00:00:00.000Z,Listed for rent,2022-01-04T00:00:00.000Z,Sold,2021-11-29T00:00:00.000Z,Price change,2021-11-01T00:00:00.000Z,Price change,2021-10-13T00:00:00.000Z,Price change,2021-09-28T00:00:00.000Z,Price change,2021-08-25T00:00:00.000Z,Listed for sale,2015-07-22T00:00:00.000Z,Sold,2012-09-27T00:00:00.000Z,Sold,2012-06-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
"57 Stoneledge Dr, Maumelle, AR 72113",57 Stoneledge Dr,Maumelle,AR,72113,,forRent,4,1961,,1950,27,https://www.zillow.com/homedetails/57-Stoneledge-Dr-Maumelle-AR-72113/326028_zpid/,,145000,2026-08-21T00:00:00.000Z,Listed for rent,2024-06-09T00:00:00.000Z,Listing removed,2024-05-08T00:00:00.000Z,Listed for rent,2024-04-23T00:00:00.000Z,Sold,2024-04-06T00:00:00.000Z,Listed for sale,2013-09-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Undisclosed Address), Maumelle, AR 72113",(Undisclosed Address),Maumelle,AR,72113,,forRent,3,1430,,1700,25,https://www.zillow.com/homedetails/Maumelle-AR-72113/326296_zpid/,,295000,2026-08-22T00:00:00.000Z,Listed for rent,2025-10-31T00:00:00.000Z,Listing removed,2025-09-27T00:00:00.000Z,Price change,2025-08-03T00:00:00.000Z,Price change,2025-07-20T00:00:00.000Z,Listed for rent,2023-04-29T00:00:00.000Z,Listing removed,2023-04-28T00:00:00.000Z,Listed for rent,2023-04-20T00:00:00.000Z,Listing removed,2023-04-19T00:00:00.000Z,Listed for rent,2021-08-07T00:00:00.000Z,Listing removed,2021-08-05T00:00:00.000Z,Listed for rent,2021-07-28T00:00:00.000Z,Listing removed,2021-07-26T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-07-23T00:00:00.000Z,Listing removed,2020-07-22T00:00:00.000Z,Price change,2020-07-20T00:00:00.000Z,Listed for rent,2019-10-31T00:00:00.000Z,Listing removed,2019-10-21T00:00:00.000Z,Price change,2019-10-01T00:00:00.000Z,Listed for rent,2018-08-19T00:00:00.000Z,Listing removed,2018-08-06T00:00:00.000Z,Listed for rent,2017-11-14T00:00:00.000Z,Listing removed,2017-10-11T00:00:00.000Z,Listed for rent,2014-05-06T00:00:00.000Z,Sold,2003-07-08T00:00:00.000Z,Sold,1998-12-11T00:00:00.000Z,Sold,1997-10-24T00:00:00.000Z,Sold
"263 Lake Valley Dr, Maumelle, AR 72113",263 Lake Valley Dr,Maumelle,AR,72113,,forRent,5,3100,,2600,20,https://www.zillow.com/homedetails/263-Lake-Valley-Dr-Maumelle-AR-72113/89031838_zpid/,,308200,2026-08-28T00:00:00.000Z,Listed for rent,2025-08-11T00:00:00.000Z,Listing removed,2025-07-23T00:00:00.000Z,Price change,2025-07-05T00:00:00.000Z,Listed for rent,2024-09-12T00:00:00.000Z,Listing removed,2024-08-20T00:00:00.000Z,Listed for rent,2024-08-14T00:00:00.000Z,Listing removed,2024-08-12T00:00:00.000Z,Listed for rent,2023-06-29T00:00:00.000Z,Listing removed,2023-06-08T00:00:00.000Z,Listed for rent,2019-09-12T00:00:00.000Z,Sold,2019-08-27T00:00:00.000Z,Pending sale,2019-08-02T00:00:00.000Z,Price change,2019-07-11T00:00:00.000Z,Price change,2019-06-07T00:00:00.000Z,Price change,2019-05-23T00:00:00.000Z,Price change,2019-04-25T00:00:00.000Z,Price change,2019-04-11T00:00:00.000Z,Price change,2019-03-27T00:00:00.000Z,Price change,2019-03-06T00:00:00.000Z,Price change,2019-02-07T00:00:00.000Z,Price change,2019-01-16T00:00:00.000Z,Price change,2018-12-17T00:00:00.000Z,Listed for sale,2018-10-23T00:00:00.000Z,Listing removed,2013-04-17T00:00:00.000Z,Sold,2010-03-01T00:00:00.000Z,Sold,2008-08-04T00:00:00.000Z,Sold,2008-03-04T00:00:00.000Z,Sold
