listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event
"754 Gussy Ln, Benton, AR 72019",754 Gussy Ln,Benton,AR,,forRent,3,1523,,1600,11,https://www.zillow.com/homedetails/754-Gussy-Ln-Benton-AR-72019/464376472_zpid/,,220900,2026-09-11T00:00:00.000Z,Listed for rent,2026-08-27T00:00:00.000Z,Sold,,,,,,,,
"14457 Skyline Dr, Alexander, AR 72002",14457 Skyline Dr,Alexander,AR,,forRent,3,1974,,1950,8,https://www.zillow.com/homedetails/14457-Skyline-Dr-Alexander-AR-72002/120792053_zpid/,,210000,2026-09-15T00:00:00.000Z,Listed for rent,2021-11-05T00:00:00.000Z,Sold,2015-12-17T00:00:00.000Z,Sold,,,,,,
"263 Lake Valley Dr, Maumelle, AR 72113",263 Lake Valley Dr,Maumelle,AR,,forRent,5,3100,,2600,25,https://www.zillow.com/homedetails/263-Lake-Valley-Dr-Maumelle-AR-72113/89031838_zpid/,,308200,2026-08-28T00:00:00.000Z,Listed for rent,2025-08-11T00:00:00.000Z,Listing removed,2025-07-23T00:00:00.000Z,Price change,2025-07-05T00:00:00.000Z,Listed for rent,2024-09-12T00:00:00.000Z,Listing removed,2024-08-20T00:00:00.000Z,Listed for rent
"1930 College Ave, Conway, AR 72034",1930 College Ave,Conway,AR,,forRent,3,1926,,3100,20,https://www.zillow.com/homedetails/1930-College-Ave-Conway-AR-72034/237634_zpid/,,160268,2026-09-02T00:00:00.000Z,Listed for rent,2026-03-18T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Price change,2026-02-05T00:00:00.000Z,Listed for rent,2026-01-28T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent
"5137 Woodstream Dr, Alexander, AR 72002",5137 Woodstream Dr,Alexander,AR,,forRent,3,1460,,1600,4,https://www.zillow.com/homedetails/5137-Woodstream-Dr-Alexander-AR-72002/2078172293_zpid/,,167825,2026-09-18T00:00:00.000Z,Listed for rent,2026-04-27T00:00:00.000Z,Listing removed,2026-04-01T00:00:00.000Z,Listed for rent,2022-11-20T00:00:00.000Z,Listing removed,2022-10-04T00:00:00.000Z,Listed for rent,2020-12-04T00:00:00.000Z,Sold
"905 Pheasant Cv, Benton, AR 72019",905 Pheasant Cv,Benton,AR,,forRent,3,1415,,1595,19,https://www.zillow.com/homedetails/905-Pheasant-Cv-Benton-AR-72019/385747_zpid/,,158000,2026-09-03T00:00:00.000Z,Listed for rent,2022-05-16T00:00:00.000Z,Listing removed,2022-04-20T00:00:00.000Z,Price change,2022-04-14T00:00:00.000Z,Price change,2022-04-06T00:00:00.000Z,Price change,2022-03-22T00:00:00.000Z,Listed for rent
"32 Cinderwood Cv, Maumelle, AR 72113",32 Cinderwood Cv,Maumelle,AR,,forRent,3,2467,,1895,23,https://www.zillow.com/homedetails/32-Cinderwood-Cv-Maumelle-AR-72113/343619_zpid/,,505000,2026-08-30T00:00:00.000Z,Listed for rent,2025-10-09T00:00:00.000Z,Listing removed,2025-09-04T00:00:00.000Z,Price change,2025-08-30T00:00:00.000Z,Listed for rent,2016-07-22T00:00:00.000Z,Listing removed,2016-07-21T00:00:00.000Z,Price change
"2169 Bentwood Dr, Alexander, AR 72002",2169 Bentwood Dr,Alexander,AR,,forRent,4,1477,,1900,1,https://www.zillow.com/homedetails/2169-Bentwood-Dr-Alexander-AR-72002/2064742947_zpid/,,223785,2026-09-21T00:00:00.000Z,Listed for rent,2025-07-24T00:00:00.000Z,Listing removed,2025-06-30T00:00:00.000Z,Price change,2025-05-23T00:00:00.000Z,Listed for rent,2025-05-21T00:00:00.000Z,Listing removed,2025-05-19T00:00:00.000Z,Listed for rent
"1425 Ola St, Conway, AR 72032",1425 Ola St,Conway,AR,,forRent,3,1268,,3100,20,https://www.zillow.com/homedetails/1425-Ola-St-Conway-AR-72032/63265054_zpid/,,115000,2026-09-02T00:00:00.000Z,Listed for rent,2026-02-22T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-12-29T00:00:00.000Z,Listing removed,2025-11-07T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed
"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,Maumelle,AR,,forRent,3,1300,,1700,64,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,,145000,2026-07-20T00:00:00.000Z,Listed for rent,2021-01-15T00:00:00.000Z,Sold,2012-10-11T00:00:00.000Z,Sold,1997-04-16T00:00:00.000Z,Sold,,,,
"63 Autumn Hills Rd, Greenbrier, AR 72058",63 Autumn Hills Rd,Greenbrier,AR,,forRent,3,1420,,1450,7,https://www.zillow.com/homedetails/63-Autumn-Hills-Rd-Greenbrier-AR-72058/82246957_zpid/,,,2026-09-15T00:00:00.000Z,Listed for rent,2025-01-21T00:00:00.000Z,Listing removed,2025-01-17T00:00:00.000Z,Listed for rent,,,,,,
"414 Newcomb Cv, Benton, AR 72015",414 Newcomb Cv,Benton,AR,,forRent,3,1384,,1600,3,https://www.zillow.com/homedetails/414-Newcomb-Cv-Benton-AR-72015/384931_zpid/,,65531,2026-07-17T00:00:00.000Z,Listed for rent,2010-11-30T00:00:00.000Z,Sold,2005-03-03T00:00:00.000Z,Sold,,,,,,
"1294 Ridge Rd, Benton, AR 72015",1294 Ridge Rd,Benton,AR,,forRent,3,1108,,1145,16,https://www.zillow.com/homedetails/1294-Ridge-Rd-Benton-AR-72015/114182952_zpid/,,2000,2026-09-06T00:00:00.000Z,Listed for rent,2022-08-12T00:00:00.000Z,Listing removed,2022-08-01T00:00:00.000Z,Price change,2022-07-27T00:00:00.000Z,Listed for rent,2013-02-01T00:00:00.000Z,Sold,,
"1067 Huntington Dr, Benton, AR 72019",1067 Huntington Dr,Benton,AR,,forRent,4,1459,,1495,40,https://www.zillow.com/homedetails/1067-Huntington-Dr-Benton-AR-72019/2061767452_zpid/,,,2026-09-17T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Listed for rent,2024-11-08T00:00:00.000Z,Listing removed,2024-11-05T00:00:00.000Z,Listed for rent,2024-03-22T00:00:00.000Z,Listing removed,2024-02-27T00:00:00.000Z,Listed for rent
"6065 Discovery Trl, Bauxite, AR 72011",6065 Discovery Trl,Bauxite,AR,,forRent,4,1459,,1595,7,https://www.zillow.com/homedetails/6065-Discovery-Trl-Bauxite-AR-72011/442588179_zpid/,,192660,2026-09-15T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Listing removed,2025-05-23T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Sold
"4326 Glenda Ln, Benton, AR 72019",4326 Glenda Ln,Benton,AR,,forRent,3,1398,,1495,49,https://www.zillow.com/homedetails/4326-Glenda-Ln-Benton-AR-72019/68021994_zpid/,,157000,2026-09-17T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-11T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-26T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Price change
"22930 Sam Tillery Dr, Alexander, AR 72002",22930 Sam Tillery Dr,Alexander,AR,,forRent,4,1640,,2000,29,https://www.zillow.com/homedetails/22930-Sam-Tillery-Dr-Alexander-AR-72002/464786376_zpid/,,,2026-09-10T00:00:00.000Z,Price change,2026-09-08T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Listed for rent,,,,,,
"5096 Woodstream Dr, Alexander, AR 72002",5096 Woodstream Dr,Alexander,AR,,forRent,3,1594,,2600,18,https://www.zillow.com/homedetails/5096-Woodstream-Dr-Alexander-AR-72002/2077881150_zpid/,,180150,2026-09-05T00:00:00.000Z,Listed for rent,2024-10-14T00:00:00.000Z,Listing removed,2023-08-19T00:00:00.000Z,Listing removed,2023-07-23T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Listing removed,2023-02-12T00:00:00.000Z,Listed for rent
"4540 Thompson St, Conway, AR 72034",4540 Thompson St,Conway,AR,,forRent,3,1195,,1450,27,https://www.zillow.com/homedetails/4540-Thompson-St-Conway-AR-72034/52392329_zpid/,,110000,2026-08-26T00:00:00.000Z,Listed for rent,2024-05-02T00:00:00.000Z,Listing removed,2024-04-25T00:00:00.000Z,Listed for rent,2022-08-10T00:00:00.000Z,Listing removed,2022-07-30T00:00:00.000Z,Listed for rent,2021-08-09T00:00:00.000Z,Listing removed
"127 Rolling Oaks Dr, Maumelle, AR 72113",127 Rolling Oaks Dr,Maumelle,AR,,forRent,3,1240,,1475,22,https://www.zillow.com/homedetails/127-Rolling-Oaks-Dr-Maumelle-AR-72113/326438_zpid/,,79500,2026-08-31T00:00:00.000Z,Listed for rent,2024-06-10T00:00:00.000Z,Listing removed,2024-06-07T00:00:00.000Z,Listed for rent,2024-06-06T00:00:00.000Z,Listing removed,2024-06-05T00:00:00.000Z,Listed for rent,2019-10-17T00:00:00.000Z,Listing removed
"89 Solomon Grove Rd, Damascus, AR 72039",89 Solomon Grove Rd,Damascus,AR,,forRent,3,1456,,1025,13,https://www.zillow.com/homedetails/89-Solomon-Grove-Rd-Damascus-AR-72039/244831_zpid/,,241000,2026-09-09T00:00:00.000Z,Listed for rent,2023-11-27T00:00:00.000Z,Listing removed,2023-11-20T00:00:00.000Z,Price change,2023-10-24T00:00:00.000Z,Listed for rent,2014-10-30T00:00:00.000Z,Sold,,
"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,Maumelle,AR,,forRent,3,1755,,1795,39,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,,240000,2026-09-19T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2025-02-06T00:00:00.000Z,Sold,2024-11-23T00:00:00.000Z,Listing removed
"4420 Oregon Trl, Conway, AR 72034",4420 Oregon Trl,Conway,AR,,forRent,3,1300,,1600,3,https://www.zillow.com/homedetails/4420-Oregon-Trl-Conway-AR-72034/35730660_zpid/,,149100,2026-09-19T00:00:00.000Z,Listed for rent,2025-09-09T00:00:00.000Z,Listing removed,2025-08-11T00:00:00.000Z,Price change,2025-08-08T00:00:00.000Z,Listed for rent,2024-07-04T00:00:00.000Z,Listing removed,2024-06-29T00:00:00.000Z,Listed for rent
"2705 Timbermist Cir, Benton, AR 72015",2705 Timbermist Cir,Benton,AR,,forRent,3,1200,,1575,5,https://www.zillow.com/homedetails/2705-Timbermist-Cir-Benton-AR-72015/386796_zpid/,,151000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-02T00:00:00.000Z,Listing removed,2025-08-27T00:00:00.000Z,Price change,2025-08-14T00:00:00.000Z,Price change,2025-06-30T00:00:00.000Z,Listed for rent,2022-08-30T00:00:00.000Z,Listing removed
"17024 Congo Ferndale Rd, Little Rock, AR 72210",17024 Congo Ferndale Rd,Little Rock,AR,,forRent,4,1590,,1675,104,https://www.zillow.com/homedetails/17024-Congo-Ferndale-Rd-Little-Rock-AR-72210/370120_zpid/,,279500,2026-06-10T00:00:00.000Z,Listed for rent,2020-09-11T00:00:00.000Z,Listing removed,2020-07-23T00:00:00.000Z,Listed for rent,2018-05-13T00:00:00.000Z,Listing removed,2018-01-31T00:00:00.000Z,Listed for rent,2017-03-29T00:00:00.000Z,Sold
"640 Cherub Dr, Conway, AR 72034",640 Cherub Dr,Conway,AR,,forRent,3,1144,,1500,9,https://www.zillow.com/homedetails/640-Cherub-Dr-Conway-AR-72034/242932_zpid/,,180000,2026-09-13T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-27T00:00:00.000Z,Contingent,2026-07-26T00:00:00.000Z,Listed for sale,2018-04-26T00:00:00.000Z,Sold,2013-10-04T00:00:00.000Z,Sold
"14611 Parkway Meadows Dr, Alexander, AR 72002",14611 Parkway Meadows Dr,Alexander,AR,,forRent,3,1500,,1625,5,https://www.zillow.com/homedetails/14611-Parkway-Meadows-Dr-Alexander-AR-72002/112089546_zpid/,,192000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-08T00:00:00.000Z,Listing removed,2025-08-28T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-05T00:00:00.000Z,Listed for rent,2024-07-24T00:00:00.000Z,Listing removed
"2804 Bruce St, Conway, AR 72034",2804 Bruce St,Conway,AR,,forRent,3,1232,,1375,15,https://www.zillow.com/homedetails/2804-Bruce-St-Conway-AR-72034/238249_zpid/,,115000,2026-09-07T00:00:00.000Z,Listed for rent,2017-11-12T00:00:00.000Z,Listing removed,2017-11-01T00:00:00.000Z,Listed for rent,2016-07-19T00:00:00.000Z,Listing removed,2016-07-19T00:00:00.000Z,Listed for sale,2016-07-18T00:00:00.000Z,Sold
"2255 Rainbow Rd, Conway, AR 72032",2255 Rainbow Rd,Conway,AR,,forRent,3,1254,,1600,6,https://www.zillow.com/homedetails/2255-Rainbow-Rd-Conway-AR-72032/240098_zpid/,,203000,2026-09-16T00:00:00.000Z,Listed for rent,2026-09-15T00:00:00.000Z,Sold,2026-08-14T00:00:00.000Z,Contingent,2026-08-12T00:00:00.000Z,Listed for sale,2024-08-23T00:00:00.000Z,Listing removed,2024-07-31T00:00:00.000Z,Listed for rent
"175 Southerland Rd, Conway, AR 72032",175 Southerland Rd,Conway,AR,,forRent,3,1532,,1650,20,https://www.zillow.com/homedetails/175-Southerland-Rd-Conway-AR-72032/35730518_zpid/,,165000,2026-09-02T00:00:00.000Z,Listed for rent,2025-07-03T00:00:00.000Z,Listing removed,2025-06-23T00:00:00.000Z,Listed for rent,2024-06-07T00:00:00.000Z,Listing removed,2024-05-25T00:00:00.000Z,Listed for rent,2022-05-09T00:00:00.000Z,Listing removed
"3225 Jean Cv, Alexander, AR 72002",3225 Jean Cv,Alexander,AR,,forRent,3,2827,,2600,168,https://www.zillow.com/homedetails/3225-Jean-Cv-Alexander-AR-72002/378862_zpid/,,,2026-07-27T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Listed for rent,,,,,,,,
"2230 Linda Dr, Conway, AR 72032",2230 Linda Dr,Conway,AR,,forRent,3,1348,,1650,1,https://www.zillow.com/homedetails/2230-Linda-Dr-Conway-AR-72032/102994419_zpid/,,205000,2026-09-21T00:00:00.000Z,Listed for rent,2023-11-10T00:00:00.000Z,Listing removed,2023-10-17T00:00:00.000Z,Listed for rent,2023-10-03T00:00:00.000Z,Sold,2021-03-24T00:00:00.000Z,Listing removed,2017-09-25T00:00:00.000Z,Listing removed
"8072 Chesapeake Trl, Bauxite, AR 72011",8072 Chesapeake Trl,Bauxite,AR,,forRent,4,1492,,1650,11,https://www.zillow.com/homedetails/8072-Chesapeake-Trl-Bauxite-AR-72011/457082278_zpid/,,208600,2026-09-12T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Sold,2026-07-09T00:00:00.000Z,Contingent,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change
"225 Shiloh Dr, Conway, AR 72032",225 Shiloh Dr,Conway,AR,,forRent,3,1228,,1450,13,https://www.zillow.com/homedetails/225-Shiloh-Dr-Conway-AR-72032/82281664_zpid/,,125000,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-22T00:00:00.000Z,Listing removed,2026-08-07T00:00:00.000Z,Listed for rent,2026-02-26T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Price change,2026-02-13T00:00:00.000Z,Listed for rent
"3008 Emerald Park Trl, Bauxite, AR 72011",3008 Emerald Park Trl,Bauxite,AR,,forRent,3,1528,,1500,22,https://www.zillow.com/homedetails/3008-Emerald-Park-Trl-Bauxite-AR-72011/2070250448_zpid/,,181875,2026-09-05T00:00:00.000Z,Listed for rent,2026-03-14T00:00:00.000Z,Listing removed,2026-02-26T00:00:00.000Z,Listed for rent,2026-02-16T00:00:00.000Z,Listing removed,2026-01-22T00:00:00.000Z,Price change,2026-01-12T00:00:00.000Z,Price change
"8057 Chesapeake Trl, Bauxite, AR 72011",8057 Chesapeake Trl,Bauxite,AR,,forRent,4,1496,,1545,14,https://www.zillow.com/homedetails/8057-Chesapeake-Trl-Bauxite-AR-72011/462191990_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change
"8056 Chesapeake Trl, Bauxite, AR 72011",8056 Chesapeake Trl,Bauxite,AR,,forRent,3,1651,,1545,14,https://www.zillow.com/homedetails/8056-Chesapeake-Trl-Bauxite-AR-72011/457082351_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change
"103 Pope Dr, Benton, AR 72015",103 Pope Dr,Benton,AR,,forRent,3,1559,,1625,83,https://www.zillow.com/homedetails/103-Pope-Dr-Benton-AR-72015/82243468_zpid/,,115000,2026-07-01T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Price change,2024-05-31T00:00:00.000Z,Listed for rent,2017-07-19T00:00:00.000Z,Listing removed,2017-06-17T00:00:00.000Z,Listed for rent
"8040 Chesapeake Trl, Bauxite, AR 72011",8040 Chesapeake Trl,Bauxite,AR,,forRent,4,1496,,1495,14,https://www.zillow.com/homedetails/8040-Chesapeake-Trl-Bauxite-AR-72011/457082335_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change
"8016 Chesapeake Trl, Bauxite, AR 72011",8016 Chesapeake Trl,Bauxite,AR,,forRent,3,1442,,1495,14,https://www.zillow.com/homedetails/8016-Chesapeake-Trl-Bauxite-AR-72011/457082295_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed
"4056 Kings River Trl, Bauxite, AR 72011",4056 Kings River Trl,Bauxite,AR,,forRent,3,1480,,1345,56,https://www.zillow.com/homedetails/4056-Kings-River-Trl-Bauxite-AR-72011/2062403626_zpid/,,200660,2026-09-22T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for rent,2023-02-11T00:00:00.000Z,Listing removed
"8000 Chesapeake Trl, Bauxite, AR 72011",8000 Chesapeake Trl,Bauxite,AR,,forRent,3,1373,,1445,14,https://www.zillow.com/homedetails/8000-Chesapeake-Trl-Bauxite-AR-72011/464083308_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,,,,
"8049 Chesapeake Trl, Bauxite, AR 72011",8049 Chesapeake Trl,Bauxite,AR,,forRent,3,1301,,1395,14,https://www.zillow.com/homedetails/8049-Chesapeake-Trl-Bauxite-AR-72011/463059708_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Price change
"2064 Fern Valley Dr, Alexander, AR 72002",2064 Fern Valley Dr,Alexander,AR,,forRent,3,1394,,1595,6,https://www.zillow.com/homedetails/2064-Fern-Valley-Dr-Alexander-AR-72002/247595904_zpid/,,169000,2026-09-16T00:00:00.000Z,Listed for rent,2025-12-24T00:00:00.000Z,Listing removed,2025-11-13T00:00:00.000Z,Listed for rent,2023-05-30T00:00:00.000Z,Listing removed,2023-05-15T00:00:00.000Z,Listed for rent,2021-06-30T00:00:00.000Z,Listing removed
"4541 Western Woods Dr, Benton, AR 72015",4541 Western Woods Dr,Benton,AR,,forRent,4,2000,,1895,7,https://www.zillow.com/homedetails/4541-Western-Woods-Dr-Benton-AR-72015/2061302075_zpid/,,313100,2026-09-15T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,2022-11-05T00:00:00.000Z,Listing removed,2022-09-30T00:00:00.000Z,Listed for rent,,,,
"8073 Chesapeake Trl, Bauxite, AR 72011",8073 Chesapeake Trl,Bauxite,AR,,forRent,3,1442,,1495,14,https://www.zillow.com/homedetails/8073-Chesapeake-Trl-Bauxite-AR-72011/460744961_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Listed for sale
"1955 Bellingrath Gdns, Conway, AR 72034",1955 Bellingrath Gdns,Conway,AR,,forRent,3,1752,,2000,21,https://www.zillow.com/homedetails/1955-Bellingrath-Gdns-Conway-AR-72034/119403911_zpid/,,199900,2026-09-01T00:00:00.000Z,Listed for rent,2025-09-17T00:00:00.000Z,Listing removed,2025-09-05T00:00:00.000Z,Price change,2025-08-27T00:00:00.000Z,Listed for rent,2025-05-28T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent
"8024 Chesapeake Trl, Bauxite, AR 72011",8024 Chesapeake Trl,Bauxite,AR,,forRent,3,1248,,1345,14,https://www.zillow.com/homedetails/8024-Chesapeake-Trl-Bauxite-AR-72011/457082320_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale
"1315 Fairlane Dr, Conway, AR 72034",1315 Fairlane Dr,Conway,AR,,forRent,3,1288,,1300,1,https://www.zillow.com/homedetails/1315-Fairlane-Dr-Conway-AR-72034/234174_zpid/,,77000,2026-09-21T00:00:00.000Z,Listed for rent,2021-06-18T00:00:00.000Z,Sold,2014-11-12T00:00:00.000Z,Sold,1999-09-27T00:00:00.000Z,Sold,,,,
"7001 Potomac Trl, Bauxite, AR 72011",7001 Potomac Trl,Bauxite,AR,,forRent,3,1051,,1295,14,https://www.zillow.com/homedetails/7001-Potomac-Trl-Bauxite-AR-72011/461516494_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change
"100 Nona Ruth Ln, Cabot, AR 72023",100 Nona Ruth Ln,Cabot,AR,,forRent,4,1459,,1460,14,https://www.zillow.com/homedetails/100-Nona-Ruth-Ln-Cabot-AR-72023/463333811_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale
"155 Maddison Dr, Cabot, AR 72023",155 Maddison Dr,Cabot,AR,,forRent,4,1600,,1535,8,https://www.zillow.com/homedetails/155-Maddison-Dr-Cabot-AR-72023/465236137_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,,,,,,,,,,
"105 Maddison Rachael, Cabot, AR 72023",105 Maddison Rachael,Cabot,AR,,forRent,4,1459,,1460,14,https://www.zillow.com/homedetails/105-Maddison-Rachael-Cabot-AR-72023/463333812_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Listed for sale,,
"65 Swayze Rhys Ln, Cabot, AR 72023",65 Swayze Rhys Ln,Cabot,AR,,forRent,3,1633,,1675,40,https://www.zillow.com/homedetails/65-Swayze-Rhys-Ln-Cabot-AR-72023/2052994194_zpid/,,213925,2026-09-08T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Listed for rent,2024-05-01T00:00:00.000Z,Sold,2024-04-05T00:00:00.000Z,Contingent,2024-02-09T00:00:00.000Z,Price change,2024-02-01T00:00:00.000Z,Listed for sale
"55 Maddison Rachael, Cabot, AR 72023",55 Maddison Rachael,Cabot,AR,,forRent,4,1459,,1475,53,https://www.zillow.com/homedetails/55-Maddison-Rachael-Cabot-AR-72023/461972684_zpid/,,212900,2026-08-27T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-06-01T00:00:00.000Z,Contingent,2026-04-24T00:00:00.000Z,Listed for sale,,
"202 Skunk Hollow Rd, Conway, AR 72032",202 Skunk Hollow Rd,Conway,AR,,forRent,3,1120,,1425,34,https://www.zillow.com/homedetails/202-Skunk-Hollow-Rd-Conway-AR-72032/228041_zpid/,,116083,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-08-19T00:00:00.000Z,Listed for rent,2026-07-20T00:00:00.000Z,Sold,2026-05-18T00:00:00.000Z,Contingent,2026-05-08T00:00:00.000Z,Listed for sale
"115 Maddison Rachael, Cabot, AR 72023",115 Maddison Rachael,Cabot,AR,,forRent,3,1373,,1410,14,https://www.zillow.com/homedetails/115-Maddison-Rachael-Cabot-AR-72023/463940284_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for sale,,
"70 Kinley Brook Ln, Cabot, AR 72023",70 Kinley Brook Ln,Cabot,AR,,forRent,3,1012,,1550,43,https://www.zillow.com/homedetails/70-Kinley-Brook-Ln-Cabot-AR-72023/2055560788_zpid/,,175775,2026-09-23T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2024-06-17T00:00:00.000Z,Listing removed,2024-05-22T00:00:00.000Z,Price change,2024-03-06T00:00:00.000Z,Listed for rent,2024-02-27T00:00:00.000Z,Sold
