listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"5719 Heritage Heights Dr, Benton, AR 72019",5719 Heritage Heights Dr,Benton,AR,,forRent,4,1650,,1800,35,https://www.zillow.com/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,,22000,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-01T00:00:00.000Z,Listing removed,2025-03-06T00:00:00.000Z,Listed for rent,2023-10-30T00:00:00.000Z,Listing removed,2023-10-23T00:00:00.000Z,Listed for rent,2022-10-27T00:00:00.000Z,Listing removed,2022-09-26T00:00:00.000Z,Price change,2022-08-22T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-08-04T00:00:00.000Z,Listing removed,2018-07-30T00:00:00.000Z,Listed for rent,2017-02-19T00:00:00.000Z,Listing removed,2017-02-06T00:00:00.000Z,Listed for rent,2016-10-28T00:00:00.000Z,Listing removed,2014-04-08T00:00:00.000Z,Listing removed,2014-03-29T00:00:00.000Z,Listed for rent,2013-01-05T00:00:00.000Z,Listing removed,2012-10-26T00:00:00.000Z,Listed for sale,2012-10-26T00:00:00.000Z,Listing removed,2012-10-07T00:00:00.000Z,Listed for rent,2010-03-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,
"14815 Parkway Meadows Dr, Alexander, AR 72002",14815 Parkway Meadows Dr,Alexander,AR,,forRent,3,1243,,1495,20,https://www.zillow.com/homedetails/14815-Parkway-Meadows-Dr-Alexander-AR-72002/114165875_zpid/,,187500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Listed for rent,2025-08-21T00:00:00.000Z,Listing removed,2025-08-07T00:00:00.000Z,Price change,2025-07-31T00:00:00.000Z,Price change,2025-07-24T00:00:00.000Z,Listed for rent,2023-04-06T00:00:00.000Z,Sold,2023-03-22T00:00:00.000Z,Contingent,2023-02-17T00:00:00.000Z,Price change,2023-01-20T00:00:00.000Z,Price change,2023-01-06T00:00:00.000Z,Listed for sale,2017-05-23T00:00:00.000Z,Sold,2011-04-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34 Woodhaven Dr, Cabot, AR 72023",34 Woodhaven Dr,Cabot,AR,,forRent,3,1305,,1550,42,https://www.zillow.com/homedetails/34-Woodhaven-Dr-Cabot-AR-72023/338206710_zpid/,,165000,2026-09-19T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Listed for rent,2025-04-03T00:00:00.000Z,Listing removed,2025-03-15T00:00:00.000Z,Price change,2025-02-13T00:00:00.000Z,Price change,2025-02-11T00:00:00.000Z,Listed for rent,2020-11-30T00:00:00.000Z,Sold,2020-10-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1812 S Woodrow St, Little Rock, AR 72204",1812 S Woodrow St,Little Rock,AR,,forRent,4,1223,,1525,61,https://www.zillow.com/homedetails/1812-S-Woodrow-St-Little-Rock-AR-72204/99428741_zpid/,,6500,2026-08-28T00:00:00.000Z,Price change,2026-08-19T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Listed for rent,2025-10-21T00:00:00.000Z,Sold,2018-05-03T00:00:00.000Z,Sold,2006-09-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"504 Shadow Ridge Dr, Little Rock, AR 72211",504 Shadow Ridge Dr,Little Rock,AR,,forRent,3,1360,,1500,17,https://www.zillow.com/homedetails/504-Shadow-Ridge-Dr-Little-Rock-AR-72211/346938_zpid/,,195000,2026-09-01T00:00:00.000Z,Listed for rent,2024-05-03T00:00:00.000Z,Listing removed,2024-03-11T00:00:00.000Z,Price change,2024-02-22T00:00:00.000Z,Listed for rent,2023-03-13T00:00:00.000Z,Listing removed,2023-02-10T00:00:00.000Z,Price change,2022-10-07T00:00:00.000Z,Listed for rent,2022-09-30T00:00:00.000Z,Sold,2022-09-26T00:00:00.000Z,Pending sale,2022-09-22T00:00:00.000Z,Contingent,2022-09-14T00:00:00.000Z,Listed for sale,2004-06-04T00:00:00.000Z,Sold,2003-05-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5845 Heritage Heights Dr, Benton, AR 72019",5845 Heritage Heights Dr,Benton,AR,,forRent,4,1725,,1750,32,https://www.zillow.com/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,,,2026-08-17T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27 Emerald Cir, Cabot, AR 72023",27 Emerald Cir,Cabot,AR,,forRent,3,1688,,1700,6,https://www.zillow.com/homedetails/27-Emerald-Cir-Cabot-AR-72023/254457_zpid/,,400000,2026-09-12T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Listing removed,2026-07-22T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Listing removed,2026-07-01T00:00:00.000Z,Listed for rent,2025-07-17T00:00:00.000Z,Listing removed,2025-07-03T00:00:00.000Z,Listed for rent,2020-05-06T00:00:00.000Z,Listing removed,2020-04-16T00:00:00.000Z,Listed for rent,2014-07-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2225 Redwood, Benton, AR 72015",2225 Redwood,Benton,AR,,forRent,3,1758,,1800,109,https://www.zillow.com/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,,132000,2026-09-03T00:00:00.000Z,Price change,2026-08-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Listed for rent,2025-05-31T00:00:00.000Z,Listing removed,2025-05-17T00:00:00.000Z,Listed for rent,2025-05-16T00:00:00.000Z,Listing removed,2025-04-17T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Listing removed,2024-10-29T00:00:00.000Z,Listed for rent,2023-07-19T00:00:00.000Z,Listing removed,2023-06-20T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Listing removed,2022-02-12T00:00:00.000Z,Listed for rent,2020-08-15T00:00:00.000Z,Listing removed,2020-08-04T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Listing removed,2019-06-04T00:00:00.000Z,Listed for rent,2018-10-16T00:00:00.000Z,Listing removed,2018-08-10T00:00:00.000Z,Price change,2018-08-07T00:00:00.000Z,Listed for rent,2015-07-18T00:00:00.000Z,Listing removed,2015-06-11T00:00:00.000Z,Listed for rent,2014-04-25T00:00:00.000Z,Listing removed,2014-02-22T00:00:00.000Z,Listed for rent,2013-10-18T00:00:00.000Z,Sold,2011-11-01T00:00:00.000Z,Sold,2009-01-13T00:00:00.000Z,Sold,,,,
"1521 S Pierce St, Little Rock, AR 72204",1521 S Pierce St,Little Rock,AR,,forRent,3,1602,,1195,43,https://www.zillow.com/homedetails/1521-S-Pierce-St-Little-Rock-AR-72204/311530_zpid/,,98500,2026-08-06T00:00:00.000Z,Listed for rent,2024-11-24T00:00:00.000Z,Listing removed,2024-10-23T00:00:00.000Z,Listed for rent,2020-01-22T00:00:00.000Z,Listing removed,2019-12-30T00:00:00.000Z,Listed for rent,2019-03-08T00:00:00.000Z,Listing removed,2019-02-11T00:00:00.000Z,Sold,2019-02-05T00:00:00.000Z,Listed for rent,2018-11-23T00:00:00.000Z,Sold,2018-10-31T00:00:00.000Z,Price change,2018-10-31T00:00:00.000Z,Pending sale,2018-06-05T00:00:00.000Z,Price change,2018-04-25T00:00:00.000Z,Listed for sale,2014-10-11T00:00:00.000Z,Listing removed,2014-09-10T00:00:00.000Z,Price change,2014-07-09T00:00:00.000Z,Listed for rent,2010-04-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Willard St, Ward, AR 72176",21 Willard St,Ward,AR,,forRent,3,1301,,1350,35,https://www.zillow.com/homedetails/21-Willard-St-Ward-AR-72176/55151159_zpid/,,165000,2026-09-19T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2022-08-08T00:00:00.000Z,Sold,2014-12-24T00:00:00.000Z,Listing removed,2014-11-06T00:00:00.000Z,Price change,2014-10-02T00:00:00.000Z,Listed for rent,2014-04-10T00:00:00.000Z,Listing removed,2014-03-01T00:00:00.000Z,Listed for rent,2014-02-18T00:00:00.000Z,Listing removed,2014-02-07T00:00:00.000Z,Price change,2014-01-09T00:00:00.000Z,Price change,2013-10-25T00:00:00.000Z,Price change,2013-08-24T00:00:00.000Z,Listed for sale,2013-05-23T00:00:00.000Z,Listing removed,2013-04-18T00:00:00.000Z,Price change,2013-03-30T00:00:00.000Z,Price change,2013-03-13T00:00:00.000Z,Price change,2013-02-26T00:00:00.000Z,Price change,2013-02-10T00:00:00.000Z,Listed for sale,2012-07-04T00:00:00.000Z,Listing removed,2012-05-16T00:00:00.000Z,Price change,2012-04-12T00:00:00.000Z,Price change,2012-04-09T00:00:00.000Z,Price change,2012-03-23T00:00:00.000Z,Price change,2012-03-15T00:00:00.000Z,Listed for sale,,,,,,,,,,
"1519 Mulberry Salem Rd, Benton, AR 72019",1519 Mulberry Salem Rd,Benton,AR,,forRent,3,1712,,1700,18,https://www.zillow.com/homedetails/1519-Mulberry-Salem-Rd-Benton-AR-72019/376849_zpid/,,340000,2026-09-05T00:00:00.000Z,Listed for rent,2026-02-25T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Listed for rent,2025-11-07T00:00:00.000Z,Sold,2024-09-15T00:00:00.000Z,Listing removed,2024-06-17T00:00:00.000Z,Listed for sale,2023-03-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73 Tournay Cir, Little Rock, AR 72223",73 Tournay Cir,Little Rock,AR,,forRent,5,3180,,3800,58,https://www.zillow.com/homedetails/73-Tournay-Cir-Little-Rock-AR-72223/122006933_zpid/,,639200,2026-09-03T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2023-05-08T00:00:00.000Z,Sold,2021-01-15T00:00:00.000Z,Listing removed,2018-05-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13609 Napoleon Rd, Little Rock, AR 72211",13609 Napoleon Rd,Little Rock,AR,,forRent,4,2836,,3500,37,https://www.zillow.com/homedetails/13609-Napoleon-Rd-Little-Rock-AR-72211/338049_zpid/,,430000,2026-08-18T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Listed for rent,2026-08-03T00:00:00.000Z,Price change,2026-07-26T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Price change,2026-04-24T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-03-03T00:00:00.000Z,Price change,2026-02-14T00:00:00.000Z,Listed for sale,2023-12-29T00:00:00.000Z,Sold,2023-12-22T00:00:00.000Z,Pending sale,2023-12-22T00:00:00.000Z,Contingent,2023-12-01T00:00:00.000Z,Listed for sale,2015-07-22T00:00:00.000Z,Sold,2002-11-04T00:00:00.000Z,Sold,2002-08-20T00:00:00.000Z,Sold,2000-05-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"3562 Terrace Hill Ct, Benton, AR 72019",3562 Terrace Hill Ct,Benton,AR,,forRent,3,,,1450,57,https://www.zillow.com/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,,122580,2026-08-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for rent,2023-06-22T00:00:00.000Z,Listing removed,2023-06-11T00:00:00.000Z,Listed for rent,2022-05-05T00:00:00.000Z,Listing removed,2022-04-19T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,Benton,AR,,forRent,3,1280,,1000,197,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,,,2025-06-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"500 SE 1st St, Bryant, AR 72022",500 SE 1st St,Bryant,AR,,forRent,3,1231,,1500,18,https://www.zillow.com/homedetails/500-SE-1st-St-Bryant-AR-72022/52934639_zpid/,,195000,2026-08-31T00:00:00.000Z,Listed for rent,2026-07-31T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Listed for rent,2025-07-07T00:00:00.000Z,Listing removed,2025-07-04T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Sold,2025-06-14T00:00:00.000Z,Contingent,2025-06-12T00:00:00.000Z,Listed for sale,2021-08-02T00:00:00.000Z,Sold,2021-07-03T00:00:00.000Z,Contingent,2021-06-30T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2020-06-01T00:00:00.000Z,Sold,2020-03-07T00:00:00.000Z,Pending sale,2020-03-04T00:00:00.000Z,Listed for sale,2020-01-29T00:00:00.000Z,Sold,2018-03-27T00:00:00.000Z,Sold,2018-02-02T00:00:00.000Z,Listed for sale,2011-08-29T00:00:00.000Z,Sold,2011-06-25T00:00:00.000Z,Price change,2010-12-03T00:00:00.000Z,Price change,2010-11-28T00:00:00.000Z,Price change,2010-11-22T00:00:00.000Z,Price change,2010-11-14T00:00:00.000Z,Price change,2010-10-30T00:00:00.000Z,Price change,2010-05-27T00:00:00.000Z,Listed for sale,,,,,,,,
"520 Valmar St, Little Rock, AR 72205",520 Valmar St,Little Rock,AR,,forRent,3,1400,,1425,31,https://www.zillow.com/homedetails/520-Valmar-St-Little-Rock-AR-72205/309670_zpid/,,195000,2026-08-18T00:00:00.000Z,Listed for rent,2025-09-15T00:00:00.000Z,Listing removed,2025-07-22T00:00:00.000Z,Price change,2025-05-04T00:00:00.000Z,Listed for rent,2023-02-18T00:00:00.000Z,Listing removed,2022-12-29T00:00:00.000Z,Price change,2022-12-11T00:00:00.000Z,Price change,2022-12-01T00:00:00.000Z,Sold,2022-11-30T00:00:00.000Z,Listed for rent,2021-05-21T00:00:00.000Z,Sold,2020-01-29T00:00:00.000Z,Listing removed,2020-01-20T00:00:00.000Z,Price change,2020-01-20T00:00:00.000Z,Listing removed,2019-12-20T00:00:00.000Z,Listed for rent,2019-12-04T00:00:00.000Z,Price change,2019-11-04T00:00:00.000Z,Price change,2019-10-04T00:00:00.000Z,Price change,2019-09-16T00:00:00.000Z,Listed for sale,2019-09-11T00:00:00.000Z,Listing removed,2019-08-07T00:00:00.000Z,Price change,2019-06-17T00:00:00.000Z,Listed for rent,2018-11-10T00:00:00.000Z,Listing removed,2018-10-16T00:00:00.000Z,Listed for rent,2015-12-08T00:00:00.000Z,Listing removed,2015-11-25T00:00:00.000Z,Price change,2014-12-08T00:00:00.000Z,Sold,2010-07-16T00:00:00.000Z,Sold,2006-11-09T00:00:00.000Z,Sold,2006-01-13T00:00:00.000Z,Sold,,
"102 Rosebud Cir, Cabot, AR 72023",102 Rosebud Cir,Cabot,AR,,forRent,3,1277,,1375,49,https://www.zillow.com/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,,199000,2026-09-15T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-10-09T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Listed for rent,2024-08-23T00:00:00.000Z,Sold,2024-07-15T00:00:00.000Z,Listed for sale,2019-02-08T00:00:00.000Z,Sold,2019-01-11T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-09-22T00:00:00.000Z,Price change,2018-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"913 Brewer St, Jacksonville, AR 72076",913 Brewer St,Jacksonville,AR,,forRent,3,1566,,1295,7,https://www.zillow.com/homedetails/913-Brewer-St-Jacksonville-AR-72076/264006_zpid/,,0,2026-09-11T00:00:00.000Z,Listed for rent,2024-07-22T00:00:00.000Z,Listing removed,2024-06-25T00:00:00.000Z,Listed for rent,2020-11-09T00:00:00.000Z,Listing removed,2020-10-27T00:00:00.000Z,Listed for rent,2020-01-01T00:00:00.000Z,Listing removed,2019-05-08T00:00:00.000Z,Price change,2018-09-19T00:00:00.000Z,Price change,2018-04-05T00:00:00.000Z,Listed for sale,2014-11-19T00:00:00.000Z,Sold,2008-05-23T00:00:00.000Z,Listing removed,2008-05-08T00:00:00.000Z,Price change,2008-03-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,Haskell,AR,,forRent,3,1088,,1150,30,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1602 Harmon Dr, Benton, AR 72015",1602 Harmon Dr,Benton,AR,,forRent,4,1881,,1595,0,https://www.zillow.com/homedetails/1602-Harmon-Dr-Benton-AR-72015/384937_zpid/,,100000,2026-09-18T00:00:00.000Z,Listed for rent,2025-09-12T00:00:00.000Z,Listing removed,2025-06-03T00:00:00.000Z,Listed for rent,2025-05-27T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for sale,2025-05-13T00:00:00.000Z,Sold,2025-05-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300 Jefferson St, Benton, AR 72015",300 Jefferson St,Benton,AR,,forRent,3,1300,,1500,0,https://www.zillow.com/homedetails/300-Jefferson-St-Benton-AR-72015/114167718_zpid/,,,2026-09-19T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6099 Meridian Dr, Alexander, AR 72002",6099 Meridian Dr,Alexander,AR,,forRent,4,1824,,2195,8,https://www.zillow.com/homedetails/6099-Meridian-Dr-Alexander-AR-72002/456178536_zpid/,,,2026-09-10T00:00:00.000Z,Listed for rent,2026-01-22T00:00:00.000Z,Listing removed,2025-12-23T00:00:00.000Z,Listed for rent,2025-11-27T00:00:00.000Z,Listing removed,2025-08-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"209 Chalamont Ln, Little Rock, AR 72223",209 Chalamont Ln,Little Rock,AR,,forRent,4,2685,,3000,78,https://www.zillow.com/homedetails/209-Chalamont-Ln-Little-Rock-AR-72223/55493348_zpid/,,372500,2026-07-02T00:00:00.000Z,Listed for rent,2025-10-28T00:00:00.000Z,Listing removed,2025-08-27T00:00:00.000Z,Listed for rent,2023-04-25T00:00:00.000Z,Listing removed,2023-03-31T00:00:00.000Z,Listed for rent,2022-05-04T00:00:00.000Z,Listing removed,2022-03-28T00:00:00.000Z,Listed for rent,2022-03-21T00:00:00.000Z,Sold,2022-03-21T00:00:00.000Z,Contingent,2022-02-24T00:00:00.000Z,Listed for sale,2017-02-17T00:00:00.000Z,Sold,2016-12-01T00:00:00.000Z,Price change,2016-10-26T00:00:00.000Z,Price change,2016-08-12T00:00:00.000Z,Price change,2016-06-24T00:00:00.000Z,Listed for sale,2012-04-16T00:00:00.000Z,Sold,2011-10-07T00:00:00.000Z,Price change,2011-08-31T00:00:00.000Z,Price change,2011-08-04T00:00:00.000Z,Price change,2011-07-07T00:00:00.000Z,Price change,2011-06-22T00:00:00.000Z,Listed for sale,2007-04-19T00:00:00.000Z,Sold,2005-09-14T00:00:00.000Z,Sold,2004-06-30T00:00:00.000Z,Sold,2002-05-09T00:00:00.000Z,Sold,2001-08-29T00:00:00.000Z,Sold,,,,,,,,
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,Cabot,AR,,forRent,3,1268,,1345,43,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,,155000,2026-08-06T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-10T00:00:00.000Z,Sold,2022-01-31T00:00:00.000Z,Listed for sale,2019-09-20T00:00:00.000Z,Sold,2019-09-11T00:00:00.000Z,Listed for sale,2019-08-26T00:00:00.000Z,Pending sale,2019-08-13T00:00:00.000Z,Price change,2019-05-31T00:00:00.000Z,Price change,2019-03-17T00:00:00.000Z,Listed for sale,2017-02-23T00:00:00.000Z,Listing removed,2017-01-02T00:00:00.000Z,Price change,2016-07-05T00:00:00.000Z,Listed for sale,2016-06-27T00:00:00.000Z,Sold,2015-11-21T00:00:00.000Z,Listed for sale,2014-09-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"3264 Sidell Rd, Benton, AR 72015",3264 Sidell Rd,Benton,AR,,forRent,4,1652,,1795,0,https://www.zillow.com/homedetails/3264-Sidell-Rd-Benton-AR-72015/465427229_zpid/,,,2026-09-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4612 Puckett St, North Little Rock, AR 72117",4612 Puckett St,North Little Rock,AR,,forRent,3,984,,1095,28,https://www.zillow.com/homedetails/4612-Puckett-St-North-Little-Rock-AR-72117/275116_zpid/,,121000,2026-08-22T00:00:00.000Z,Listed for rent,2024-02-01T00:00:00.000Z,Listing removed,2023-12-13T00:00:00.000Z,Listed for rent,2021-12-22T00:00:00.000Z,Sold,2021-12-02T00:00:00.000Z,Listing removed,2021-11-10T00:00:00.000Z,Listed for rent,2013-11-26T00:00:00.000Z,Sold,2012-07-03T00:00:00.000Z,Sold,2004-04-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9010 Tedburn Cir, Little Rock, AR 72209",9010 Tedburn Cir,Little Rock,AR,,forRent,3,1091,,1195,47,https://www.zillow.com/homedetails/9010-Tedburn-Cir-Little-Rock-AR-72209/359312_zpid/,,114900,2026-08-02T00:00:00.000Z,Listed for rent,2025-10-11T00:00:00.000Z,Listing removed,2025-09-05T00:00:00.000Z,Price change,2025-06-18T00:00:00.000Z,Listed for rent,2023-12-12T00:00:00.000Z,Sold,2023-09-06T00:00:00.000Z,Listing removed,2023-08-24T00:00:00.000Z,Listed for sale,2023-07-22T00:00:00.000Z,Listed for rent,2023-04-20T00:00:00.000Z,Sold,2015-12-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"416 Jackman St, Benton, AR 72015",416 Jackman St,Benton,AR,,forRent,3,1200,,1600,0,https://www.zillow.com/homedetails/416-Jackman-St-Benton-AR-72015/389112_zpid/,,140000,2026-09-19T00:00:00.000Z,Listed for rent,2025-10-31T00:00:00.000Z,Sold,2025-10-13T00:00:00.000Z,Contingent,2025-10-04T00:00:00.000Z,Price change,2025-09-26T00:00:00.000Z,Listed for sale,2017-01-05T00:00:00.000Z,Sold,2016-11-16T00:00:00.000Z,Price change,2016-10-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1620 Rambling Brook Dr, Benton, AR 72015",1620 Rambling Brook Dr,Benton,AR,,forRent,3,1355,,1850,8,https://www.zillow.com/homedetails/1620-Rambling-Brook-Dr-Benton-AR-72015/463057732_zpid/,,206900,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-28T00:00:00.000Z,Sold,2026-08-05T00:00:00.000Z,Contingent,2026-07-20T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5532 Trammel Estates Dr, North Little Rock, AR 72117",5532 Trammel Estates Dr,North Little Rock,AR,,forRent,3,1848,,1820,84,https://www.zillow.com/homedetails/5532-Trammel-Estates-Dr-North-Little-Rock-AR-72117/119584667_zpid/,,173300,2026-09-16T00:00:00.000Z,Price change,2026-06-26T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-07-21T00:00:00.000Z,Listed for rent,2025-07-21T00:00:00.000Z,Listing removed,2025-07-14T00:00:00.000Z,Listed for rent,2024-06-20T00:00:00.000Z,Listing removed,2024-05-02T00:00:00.000Z,Listed for rent,2023-05-12T00:00:00.000Z,Listing removed,2023-04-21T00:00:00.000Z,Listed for rent,2022-08-26T00:00:00.000Z,Listing removed,2022-07-28T00:00:00.000Z,Listed for rent,2019-08-30T00:00:00.000Z,Sold,2013-10-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
