"Picture Count","Status","List Price","Price","Subdivision","Address","Apx SQFT","Beds","Full Baths","Apx ACR","Input Date","Price Date","Price Per SQFT","Closed Date"
"28","SLD","$278,000","$278,000","WOLFSBRIDGE @ CABOT PH 1-A","57 Wolfsbridge Loop","2035","4","2","0.20","2/24/2026 3:08 PM","4/30/2026","$136.61","5/28/2026"
"18","SLD","$281,000","$278,825","CYPRESS TRAIL SUBDIVISION","6901 Cypress Trail","1849","4","2","0.14","2/25/2025 4:00 PM","6/18/2025","$150.80","6/17/2025"
"18","SLD","$279,000","$279,000","CYPRESS TRAIL SUBDIVISION","6905 Cypress Trail","1849","4","2","0.14","4/10/2025 3:25 PM","4/10/2025","$150.89","6/20/2025"
"16","SLD","$279,000","$279,000","CYPRESS TRAIL SUBDIVISION","6817 Cypress Trail","1884","4","2","0.14","1/22/2025 8:48 AM","1/30/2025","$148.09","6/20/2025"
"18","SLD","$279,000","$279,000","CYPRESS TRAIL SUBDIVISION","6912 Cypress Trail","1849","4","2","0.15","4/17/2025 1:04 PM","5/16/2025","$150.89","7/17/2025"
"12","SLD","$279,130","$279,130","KENSINGTON PLACE","3625 Wise Road","1796","4","2","0.25","4/29/2025 4:33 PM","7/26/2025","$155.42","8/20/2025"
"18","SLD","$280,000","$280,000","CYPRESS TRAIL SUBDIVISION","6812 Cypress Trail","1849","4","2","0.14","6/19/2025 10:25 AM","7/8/2025","$151.43","9/12/2025"
"12","SLD","$275,500","$280,000","KENSINGTON PLACE","6111 Meridian Drive","1824","4","2","0.21","7/8/2025 10:58 PM","9/16/2025","$153.51","9/12/2025"
"12","EXP","$280,000","$280,000","KENSINGTON PLACE","6099 Meridian Drive","1824","4","2","0.22","10/30/2025 10:55 AM","10/30/2025","$153.51",
"18","SLD","$279,000","$281,000","CYPRESS TRAIL SUBDIVISION","6900 Cypress Trail","1849","4","2","0.14","3/25/2025 11:22 AM","8/1/2025","$151.97","7/30/2025"
"18","SLD","$278,000","$281,000","CYPRESS TRAIL SUBDIVISION","6809 Cypress Trail","1849","4","2","0.13","2/4/2025 10:17 AM","6/9/2025","$151.97","6/6/2025"
"13","SLD","$281,500","$281,000","KENSINGTON PLACE","6321 Warwick Drive","2100","4","2","0.20","1/12/2026 4:30 PM","6/11/2026","$133.81","6/11/2026"
"13","SLD","$291,500","$282,500","KENSINGTON PLACE","6308 Warwick Drive","2100","4","2","0.20","3/11/2026 1:37 PM","6/19/2026","$134.52","6/18/2026"
"28","UCT","$282,500","$282,500","WOLFSBRIDGE @ CABOT PH 1-A","37 Wolfsbridge Loop","2035","4","2","0.21","5/6/2026 10:15 AM","5/6/2026","$138.82","9/18/2026"
"13","SLD","$291,500","$282,500","KENSINGTON PLACE","6328 Warwick Drive","2100","4","2","0.20","4/14/2026 4:02 PM","6/19/2026","$134.52","6/18/2026"
"28","UCT","$282,500","$282,500","WOLFSBRIDGE @ CABOT PH 1-A","43 Wolfsbridge Loop","2035","4","2","0.21","5/6/2026 10:35 AM","5/6/2026","$138.82","9/18/2026"
"18","SLD","$283,000","$283,475","CYPRESS TRAIL SUBDIVISION","6804 Cypress Trail","1849","4","2","0.14","6/23/2025 2:50 PM","9/29/2025","$153.31","9/26/2025"
"28","SLD","$282,500","$283,500","WOLFSBRIDGE @ CABOT PH 1-A","63 Wolfsbridge Loop","2035","4","2","0.20","2/24/2026 3:24 PM","5/7/2026","$139.31","5/6/2026"
"1","SBL","$283,700","$283,700","CYPRESS TRAIL SUBDIVISION","6816 Cypress Trail","1884","4","2","0.15","1/5/2026 12:58 PM","1/5/2026","$150.58","7/30/2025"
"21","SLD","$284,000","$284,000","KENSINGTON PLACE","6409 Newark Drive","2024","4","2","0.20","10/13/2024 12:31 AM","3/10/2025","$140.32","4/21/2025"
"19","SLD","$284,475","$284,475","CYPRESS TRAIL SUBDIVISION","6805 Cypress Trail","1849","4","2","0.14","1/22/2025 8:44 AM","6/24/2025","$153.85","6/19/2025"
"23","SBL","$284,525","$284,525","KENSINGTON PLACE","6405 Newark Drive","1824","4","2","0.20","11/15/2024 4:31 PM","11/15/2024","$155.99","11/15/2024"
"15","SLD","$285,500","$285,500","CYPRESS TRAIL SUBDIVISION","6917 Cypress Trail","1884","4","2","0.16","6/5/2025 4:46 PM","6/5/2025","$151.54","6/27/2025"
"12","SLD","$294,500","$285,500","KENSINGTON PLACE","3637 Wise Road","2024","4","2","0.24","12/9/2024 12:54 AM","9/17/2025","$141.06","9/15/2025"
"15","SLD","$284,000","$285,840","CYPRESS TRAIL SUBDIVISION","6909 Cypress Trail","1884","4","2","0.14","2/6/2025 3:30 PM","6/23/2025","$151.72","6/19/2025"
"23","SLD","$291,900","$286,000","KENSINGTON PLACE","4356 Sloan Drive","1824","4","2","0.23","1/9/2025 12:44 PM","7/21/2025","$156.80","7/18/2025"
"13","SLD","$301,000","$286,000","KENSINGTON PLACE","6336 Warwick Drive","2112","4","3","0.20","3/11/2026 1:51 PM","7/21/2026","$135.42","7/17/2026"
"3","SLD","$291,000","$286,000","KENSINGTON PLACE","6420 Newark Drive","2024","4","2","0.20","7/18/2025 11:54 AM","10/24/2025","$141.30","10/23/2025"
"16","SLD","$281,000","$286,700","KENSINGTON PLACE","6421 Newark Drive","1796","4","2","0.20","10/13/2024 1:12 AM","2/3/2025","$159.63","1/31/2025"
"13","SLD","$288,000","$288,000","THE RESERVE AT COUNTRY CLUB PHASE 2","325 Cain Trail","1646","3","2","0.19","8/28/2025 9:06 AM","1/30/2026","$174.97","3/13/2026"
"19","SLD","$289,000","$289,000","KENSINGTON PLACE","6417 Newark Drive","2024","4","2","0.22","10/12/2024 11:54 PM","6/3/2025","$142.79","7/11/2025"
"15","SLD","$284,000","$289,750","CYPRESS TRAIL SUBDIVISION","6904 Cypress Trail","1884","4","2","0.14","3/25/2025 11:11 AM","7/28/2025","$153.80","7/24/2025"
"23","SLD","$289,000","$290,000","RIVER PLANTATION SUBDIVISION PHASE 9","26 Plantation Drive","1858","4","2","0.34","10/22/2025 2:40 PM","6/30/2026","$156.08","6/29/2026"
"17","SLD","$290,000","$290,000","RIVER PLANTATION SUBDIVISION PHASE 9","30 Plantation Drive","1993","4","2","0.35","10/22/2025 1:57 PM","2/17/2026","$145.51","4/14/2026"
"17","SLD","$290,000","$290,000","RIVER PLANTATION SUBDIVISION PHASE 9","22 Plantation Drive","1993","4","2","0.35","12/30/2025 3:26 PM","2/17/2026","$145.51","4/30/2026"
"22","SLD","$289,000","$290,000","KENSINGTON PLACE","6107 Meridian Drive","1796","4","2","0.22","10/13/2024 12:50 AM","12/13/2024","$161.47","12/11/2024"
"18","SLD","$289,000","$290,000","KENSINGTON PLACE","6437 Newark Drive","2024","4","2","0.21","8/30/2024 11:26 PM","2/25/2025","$143.28","2/21/2025"
"18","SLD","$284,000","$290,810","KENSINGTON PLACE","6429 Newark Drive","2024","4","2","0.20","10/15/2024 12:42 AM","4/4/2025","$143.68","4/4/2025"
"15","EXP","$291,000","$291,000","KENSINGTON PLACE","6400 Newark Drive","2024","4","2","0.20","7/10/2025 9:30 AM","7/10/2025","$143.77",
"10","SLD","$296,000","$291,000","KENSINGTON PLACE","4333 Sloan Drive","2034","4","3","0.21","7/10/2025 10:33 AM","10/28/2025","$143.07","10/27/2025"
"24","SLD","$291,000","$291,000","KENSINGTON PLACE","3709 Wise Road","2034","4","3","0.24","12/28/2024 8:21 PM","3/20/2025","$143.07","6/4/2025"
"15","SLD","$291,850","$291,850","CYPRESS TRAIL SUBDIVISION","6800 Cypress Trail","1884","4","2","0.24","4/10/2025 3:42 PM","4/10/2025","$154.91","6/5/2025"
"13","SLD","$293,000","$292,000","THE RESERVE AT COUNTRY CLUB PHASE 2","318 Lainey Drive","1646","3","2","0.15","10/30/2025 2:46 PM","4/28/2026","$177.40","4/24/2026"
"29","NEW","$292,000","$292,000","WOLFSBRIDGE @ CABOT PH 1-A","53 Wolfsbridge Loop","2035","4","2","0.27","7/29/2026 2:45 PM","7/29/2026","$143.49",
"13","SLD","$292,000","$292,000","THE RESERVE AT COUNTRY CLUB PHASE 1","319 Cain Trail","1646","3","2","0.17","10/30/2025 2:52 PM","1/30/2026","$177.40","3/13/2026"
"23","SLD","$292,000","$292,000","THE RESERVE AT COUNTRY CLUB PHASE 1","112 Molly Drive","1727","4","2","0.16","10/12/2024 11:10 PM","4/29/2025","$169.08","5/13/2025"
"13","SLD","$288,000","$292,000","THE RESERVE AT COUNTRY CLUB PHASE 2","503 Cain Trail","1646","3","2","0.15","10/20/2025 2:37 PM","3/18/2026","$177.40","3/17/2026"
"15","SLD","$294,285","$292,285","CYPRESS TRAIL SUBDIVISION","6916 Cypress Trail","1884","4","2","0.16","8/5/2025 4:01 PM","9/8/2025","$155.14","9/5/2025"
"24","SLD","$291,000","$294,000","KENSINGTON PLACE","3633 Wise Road","2034","4","3","0.24","2/11/2025 4:31 PM","5/21/2025","$144.54","5/19/2025"
"14","SLD","$299,500","$294,000","KENSINGTON PLACE","6118 Meridian Drive","2024","4","2","0.23","9/10/2025 3:34 PM","11/24/2025","$145.26","11/21/2025"
"14","ACT","$295,900","$295,900","RIVER PLANTATION SUBDIVISION PHASE 9","18 Plantation Drive","1858","4","2","0.34","12/30/2025 2:58 PM","7/15/2026","$159.26",
"3","SLD","$296,000","$296,000","KENSINGTON PLACE","6100 Meridian Drive","2024","4","2","0.21","6/16/2025 1:54 PM","6/21/2025","$146.25","9/12/2025"
"13","SLD","$296,000","$296,000","KENSINGTON PLACE","6305 Warwick Drive","2100","4","2","0.20","2/15/2026 4:39 PM","3/3/2026","$140.95","6/15/2026"
"23","ACT","$296,000","$296,000","RIVER PLANTATION SUBDIVISION PHASE 9","38 Plantation Drive","1858","4","2","0.34","5/12/2026 9:33 AM","7/8/2026","$159.31",
"14","EXP","$296,000","$296,000","KENSINGTON PLACE","6428 Newark Drive","2034","4","3","0.20","7/18/2025 1:57 PM","7/18/2025","$145.53",
"23","SLD","$304,500","$296,500","RIVER PLANTATION SUBDIVISION PHASE 9","44 Plantation Drive","1897","4","2","0.35","4/17/2026 9:35 AM","7/2/2026","$156.30","7/1/2026"
"13","UCT","$296,500","$296,500","KENSINGTON PLACE","4324 Sloan Drive","2112","4","3","0.21","4/14/2026 3:50 PM","4/14/2026","$140.39","9/11/2026"
"13","SLD","$297,500","$297,000","KENSINGTON PLACE","6317 Warwick Drive","2112","4","3","0.20","1/12/2026 4:38 PM","5/20/2026","$140.63","5/19/2026"
"21","SLD","$297,382","$297,382","KENSINGTON PLACE","6108 Meridian Drive","2034","4","3","0.20","1/10/2025 10:03 PM","4/10/2025","$146.21","5/8/2025"
"23","UCT","$297,500","$297,500","RIVER PLANTATION SUBDIVISION PHASE 9","28 Plantation Drive","1897","4","2","0.35","10/22/2025 1:34 PM","4/20/2026","$156.83","8/18/2026"
"14","SLD","$296,000","$298,000","KENSINGTON PLACE","6412 Newark Drive","2034","4","3","0.20","7/10/2025 10:23 AM","12/31/2025","$146.51","12/30/2025"
"24","SLD","$299,000","$299,000","KENSINGTON PLACE","6115 Meridian Drive","2034","4","3","0.28","2/11/2025 4:18 PM","3/20/2025","$147.00","5/30/2025"
"20","SLD","$300,000","$300,000","KENSINGTON PLACE","6112 Meridian Drive","2024","4","2","0.20","1/10/2025 10:33 PM","1/10/2025","$148.22","3/31/2025"
"24","SLD","$313,500","$300,000","THE RESERVE AT COUNTRY CLUB PHASE 1","207 Mikah Drive","1727","4","2","0.19","5/7/2024 3:00 PM","8/7/2024","$173.71","8/6/2024"
"21","SLD","$312,000","$300,350","THE RESERVE AT COUNTRY CLUB PHASE 1","110 Mikah Drive","1727","4","2","0.14","5/7/2024 3:46 PM","11/13/2024","$173.91","11/18/2024"
"29","SLD","$300,500","$300,500","RIVER PLANTATION SUBDIVISION PHASE 9","20 Plantation Drive","1897","4","2","0.35","12/30/2025 3:18 PM","3/27/2026","$158.41","4/20/2026"
"25","SLD","$299,000","$302,000","KENSINGTON PLACE","4353 Sloan Drive","2034","4","3","0.29","12/28/2024 8:12 PM","5/1/2025","$148.48","4/29/2025"
"10","SLD","$330,500","$302,000","THE RESERVE AT COUNTRY CLUB PHASE 2","507 Cain Trail","1858","4","2","0.14","8/20/2025 2:33 PM","5/5/2026","$162.54","4/30/2026"
"18","SLD","$289,000","$302,155","KENSINGTON PLACE","4345 Sloan Drive","2024","4","2","0.22","10/12/2024 11:30 PM","4/15/2025","$149.29","4/14/2025"
"12","SLD","$304,000","$304,500","RIVER PLANTATION SUBDIVISION PHASE 9","16 Plantation Drive","2113","4","3","0.35","12/23/2025 11:16 AM","3/17/2026","$144.11","3/13/2026"
"14","SLD","$331,000","$305,000","THE RESERVE AT COUNTRY CLUB PHASE 2","501 Cain Trail","1858","4","2","0.17","10/20/2025 2:43 PM","2/27/2026","$164.16","2/25/2026"
"20","SLD","$306,350","$306,350","THE RESERVE AT COUNTRY CLUB PHASE 1","107 Molly Lane","1637","3","2","0.14","7/10/2024 1:58 PM","11/5/2024","$187.14","12/4/2024"
"13","UCT","$306,800","$306,800","THE RESERVE AT COUNTRY CLUB PHASE 3","704 Riley Lane","1646","3","2","0.14","3/3/2026 4:15 PM","8/3/2026","$186.39","9/11/2026"
"13","SLD","$308,000","$308,000","THE RESERVE AT COUNTRY CLUB PHASE 1","509 Cain Trail","1646","3","2","0.14","8/27/2025 12:15 PM","8/27/2025","$187.12","1/30/2026"
"30","SLD","$309,000","$309,000","THE RESERVE AT COUNTRY CLUB PHASE 1","413 Cain Trail","1862","4","2","0.17","2/14/2026 1:05 AM","2/14/2026","$165.95","2/14/2026"
"17","SLD","$328,000","$309,000","THE RESERVE AT COUNTRY CLUB PHASE 1","108 Mikah Drive","1892","4","2","0.15","5/26/2024 11:00 PM","9/13/2024","$163.32","9/12/2024"
"1","SLD","$309,000","$309,000","THE RESERVE AT COUNTRY CLUB PHASE 1","317 Cain Trail","1862","4","2","0.14","3/4/2025 3:08 PM","6/21/2025","$165.95","8/13/2025"
"4","SLD","$315,500","$309,500","THE RESERVE AT COUNTRY CLUB PHASE 1","116 Mikah Drive","1727","4","2","0.16","5/7/2024 3:23 PM","9/9/2024","$179.21","9/6/2024"
"11","SLD","$310,000","$310,000","THE RESERVE AT COUNTRY CLUB PHASE 2","511 Cain Trail","1897","4","2","0.18","8/27/2025 4:09 PM","1/23/2026","$163.42","4/21/2026"
"21","SLD","$310,000","$310,000","THE RESERVE AT COUNTRY CLUB PHASE 1","115 Mikah Drive","1727","4","2","0.15","3/12/2024 11:22 PM","4/28/2024","$179.50","8/20/2024"
"6","SLD","$310,000","$310,000","THE RESERVE AT COUNTRY CLUB PHASE 1","109 Mikah Drive","1727","4","2","0.17","3/9/2024 2:36 AM","4/28/2024","$179.50","7/19/2024"
"11","SLD","$315,000","$310,500","THE RESERVE AT COUNTRY CLUB PHASE 2","321 Cain Trail","1897","4","2","0.22","10/20/2025 3:16 PM","4/7/2026","$163.68","4/6/2026"
"10","SLD","$322,000","$310,500","THE RESERVE AT COUNTRY CLUB PHASE 1","411 Cain Trail","1858","4","2","0.16","11/20/2025 4:29 PM","3/4/2026","$167.12","3/3/2026"
"14","SLD","$315,000","$310,500","THE RESERVE AT COUNTRY CLUB PHASE 1","315 Cain Trail","1978","4","2","0.14","3/4/2025 4:02 PM","7/1/2025","$156.98","6/27/2025"
"22","SLD","$311,000","$311,000","THE RESERVE AT COUNTRY CLUB PHASE 1","114 Molly Lane","1637","3","2","0.14","10/10/2024 12:37 AM","1/17/2025","$189.98","2/27/2025"
"2","SLD","$309,000","$311,540","THE RESERVE AT COUNTRY CLUB PHASE 1","310 Cain Trail","1862","4","2","0.15","4/17/2025 9:58 AM","8/22/2025","$167.31","8/22/2025"
"17","SLD","$310,500","$312,000","RIVER PLANTATION SUBDIVISION PHASE 9","40 Plantation Drive","1993","4","2","0.35","3/13/2026 10:05 AM","6/29/2026","$156.55","6/25/2026"
"14","SLD","$329,500","$312,500","THE RESERVE AT COUNTRY CLUB PHASE 1","308 Lainey Drive","1858","4","2","0.15","10/30/2025 3:01 PM","2/26/2026","$168.19","2/24/2026"
"21","SLD","$315,050","$313,850","THE RESERVE AT COUNTRY CLUB PHASE 1","213 Lainey Drive","1637","3","2","0.14","7/3/2024 10:52 PM","12/20/2024","$191.72","12/19/2024"
"19","SLD","$314,000","$314,000","THE RESERVE AT COUNTRY CLUB PHASE 1","116 Molly Lane","1727","4","2","0.20","7/3/2024 11:26 PM","7/3/2024","$181.82","1/2/2025"
"14","SLD","$322,000","$314,000","THE RESERVE AT COUNTRY CLUB PHASE 1","316 Lainey Drive","1858","4","2","0.14","9/2/2025 1:43 PM","1/31/2026","$169.00","1/29/2026"
"2","SLD","$319,000","$314,500","THE RESERVE AT COUNTRY CLUB PHASE 1","312 Cain Trail","1955","4","2","0.15","3/4/2025 4:39 PM","7/18/2025","$160.87","7/17/2025"
"17","ACT","$314,500","$314,500","RIVER PLANTATION SUBDIVISION PHASE 9","46 Plantation Drive","1993","4","2","0.35","3/13/2026 9:47 AM","7/13/2026","$157.80",
"30","SLD","$314,500","$314,500","THE RESERVE AT COUNTRY CLUB PHASE 1","215 Lainey Drive","1858","4","2","0.16","1/15/2025 4:13 PM","1/15/2025","$169.27","8/8/2025"
"14","SLD","$336,800","$314,800","THE RESERVE AT COUNTRY CLUB PHASE 1","414 Cain Trail","1978","4","2","0.16","11/25/2025 9:34 AM","2/23/2026","$159.15","2/20/2026"
"24","ACT","$315,000","$315,000","RIVER PLANTATION SUBDIVISION PHASE 9","42 Plantation Drive","2113","4","3","0.35","3/13/2026 9:19 AM","7/8/2026","$149.08",
"25","SLD","$344,000","$315,000","THE RESERVE AT COUNTRY CLUB PHASE 1","106 Mikah Drive","2100","4","2","0.16","7/1/2024 11:32 PM","3/14/2025","$150.00","3/14/2025"
"19","SBL","$315,300","$315,300","THE RESERVE AT COUNTRY CLUB PHASE 2","608 Riley Lane","1862","4","2","0.14","6/30/2026 4:52 PM","6/30/2026","$169.33","6/30/2026"
"2","SLD","$313,500","$315,500","THE RESERVE AT COUNTRY CLUB PHASE 3","621 Riley Lane","1955","4","2","0.14","12/23/2025 3:25 PM","4/13/2026","$161.38","4/10/2026"
"20","SLD","$314,000","$315,995","THE RESERVE AT COUNTRY CLUB PHASE 1","107 Mikah Drive","1859","4","2","0.17","3/9/2024 12:12 AM","6/27/2024","$169.98","6/24/2024"
"21","SLD","$317,000","$317,000","THE RESERVE AT COUNTRY CLUB PHASE 1","113 Mikah Drive","1859","4","2","0.15","3/11/2024 1:01 AM","4/23/2024","$170.52","6/29/2024"
"2","SLD","$315,500","$318,800","THE RESERVE AT COUNTRY CLUB PHASE 3","615 Riley Lane","1862","4","2","0.14","12/8/2025 3:18 PM","2/27/2026","$171.21","2/26/2026"
"23","SLD","$319,000","$319,000","THE RESERVE AT COUNTRY CLUB PHASE 1","209 Mikah Drive","2100","4","2","0.22","5/8/2024 1:26 AM","7/31/2024","$151.90","9/26/2024"
"14","SLD","$319,000","$319,000","THE RESERVE AT COUNTRY CLUB PHASE 1","320 Cain Trail","1978","4","2","0.19","4/17/2025 9:46 AM","5/29/2025","$161.27","7/28/2025"
"1","SLD","$325,800","$319,300","THE RESERVE AT COUNTRY CLUB PHASE 1","304 Cain Trail","1862","4","2","0.15","10/8/2025 1:13 PM","11/3/2025","$171.48","10/30/2025"
"27","SLD","$320,000","$320,000","THE RESERVE AT COUNTRY CLUB PHASE 1","112 Mikah Drive","1859","4","2","0.14","4/27/2024 1:33 AM","4/27/2024","$172.14","7/31/2024"
"21","SLD","$320,000","$320,000","THE RESERVE AT COUNTRY CLUB PHASE 1","203 Mikah Drive","1859","4","2","0.15","4/27/2024 1:46 AM","4/27/2024","$172.14","7/25/2024"
"2","SLD","$322,260","$320,260","THE RESERVE AT COUNTRY CLUB PHASE 1","401 Cain Trail","1955","4","2","0.14","5/13/2025 2:50 PM","7/23/2025","$163.82","7/21/2025"
"29","UCT","$320,300","$320,300","THE RESERVE AT COUNTRY CLUB PHASE 1","104 Mikah Drive","1862","4","2","0.16","5/12/2026 10:51 AM","6/1/2026","$172.02","8/21/2026"
"26","SLD","$317,000","$320,760","THE RESERVE AT COUNTRY CLUB PHASE 1","117 Molly Lane","1859","4","2","0.19","7/1/2024 11:13 PM","5/29/2025","$172.54","5/27/2025"
"26","SLD","$329,800","$321,000","THE RESERVE AT COUNTRY CLUB PHASE 2","416 Cain Trail","1862","4","2","0.14","3/13/2026 10:46 AM","6/22/2026","$172.40","6/19/2026"
"2","SLD","$341,300","$321,300","THE RESERVE AT COUNTRY CLUB PHASE 1","500 Cain Trail","1955","4","2","0.14","11/4/2025 4:13 PM","4/13/2026","$164.35","4/10/2026"
"21","SLD","$322,000","$322,000","THE RESERVE AT COUNTRY CLUB PHASE 1","109 Molly Lane","1859","4","2","0.16","6/4/2024 12:01 PM","6/24/2024","$173.21","9/20/2024"
"24","ACT","$322,000","$322,000","RIVER PLANTATION SUBDIVISION PHASE 9","32 Plantation Drive","2113","4","3","0.35","2/24/2026 4:27 PM","7/8/2026","$152.39",
"28","SLD","$322,000","$322,000","THE RESERVE AT COUNTRY CLUB PHASE 1","113 Molly Lane","1859","4","2","0.17","6/4/2024 12:11 PM","6/24/2024","$173.21","9/25/2024"
"32","SLD","$327,000","$322,000","THE RESERVE AT COUNTRY CLUB PHASE 1","108 Molly Lane","1859","4","2","0.15","10/12/2024 12:55 AM","3/13/2025","$173.21","3/12/2025"
"23","SLD","$325,000","$322,850","THE RESERVE AT COUNTRY CLUB PHASE 1","206 Mikah Drive","1859","4","2","0.20","6/4/2024 12:18 PM","9/29/2024","$173.67","9/26/2024"
"16","SLD","$323,000","$323,000","THE RESERVE AT COUNTRY CLUB PHASE 1","111 Molly Lane","1892","4","2","0.17","7/3/2024 10:09 PM","7/3/2024","$170.72","10/8/2024"
"2","SLD","$323,000","$323,000","THE RESERVE AT COUNTRY CLUB PHASE 1","405 Cain Trail","1955","4","2","0.14","7/17/2025 4:35 PM","7/17/2025","$165.22","7/21/2025"
"16","SLD","$324,000","$324,000","THE RESERVE AT COUNTRY CLUB PHASE 1","204 Mikah Drive","1742","3","2","0.21","6/3/2024 5:29 PM","6/24/2024","$185.99","10/11/2024"
"30","SLD","$329,800","$324,300","THE RESERVE AT COUNTRY CLUB PHASE 3","610 Riley Lane","1955","4","2","0.14","3/27/2026 4:36 PM","7/20/2026","$165.88","7/17/2026"
"31","SLD","$333,310","$324,550","THE RESERVE AT COUNTRY CLUB PHASE 1","212 Mikah Drive","1859","4","2","0.20","7/10/2024 1:43 PM","5/30/2025","$174.58","5/29/2025"
"10","SLD","$335,000","$325,000","THE RESERVE AT COUNTRY CLUB PHASE 1","314 Lainey Drive","1897","4","2","0.18","8/28/2025 9:13 AM","12/13/2025","$171.32","1/9/2026"
"12","SLD","$325,000","$325,000","RIVER PLANTATION SUBDIVISION PHASE 9","24 Plantation Drive","2113","4","3","0.35","10/22/2025 2:23 PM","10/22/2025","$153.81","2/25/2026"
"25","UCT","$325,000","$325,000","RIVER PLANTATION SUBDIVISION PHASE 9","34 Plantation Drive","2196","4","2","0.44","3/3/2026 4:04 PM","7/8/2026","$148.00","9/18/2026"
"17","SLD","$326,000","$326,000","THE RESERVE AT COUNTRY CLUB PHASE 1","111 Mikah Drive","1892","4","2","0.16","3/11/2024 12:29 AM","4/28/2024","$172.30","7/24/2024"
"26","SLD","$324,500","$326,000","THE RESERVE AT COUNTRY CLUB PHASE 3","619 Riley Lane","2035","4","3","0.14","12/8/2025 4:17 PM","4/24/2026","$160.20","4/22/2026"
"27","SLD","$327,500","$327,000","THE RESERVE AT COUNTRY CLUB PHASE 1","211 Mikah Drive","1859","4","2","0.19","5/8/2024 12:33 AM","8/30/2024","$175.90","8/29/2024"
"30","SLD","$327,000","$327,000","THE RESERVE AT COUNTRY CLUB PHASE 1","205 Lainey Drive","1859","4","2","0.17","7/10/2024 12:59 PM","7/10/2024","$175.90","11/27/2024"
"2","SLD","$330,800","$327,800","THE RESERVE AT COUNTRY CLUB PHASE 1","323 Cain Trail","1955","4","2","0.21","8/20/2025 2:24 PM","11/3/2025","$167.67","10/31/2025"
"30","SLD","$327,800","$327,800","THE RESERVE AT COUNTRY CLUB PHASE 3","623 Riley Lane","1862","4","2","0.14","1/13/2026 1:54 PM","4/6/2026","$176.05","5/7/2026"
"2","SLD","$335,300","$327,800","THE RESERVE AT COUNTRY CLUB PHASE 1","305 Cain Trail","2035","4","3","0.14","3/5/2025 9:41 AM","9/22/2025","$161.08","9/22/2025"
"30","UCBL","$327,800","$327,800","THE RESERVE AT COUNTRY CLUB PHASE 3","103 Mikah Drive","1955","4","2","0.17","6/26/2026 11:32 AM","7/15/2026","$167.67","8/27/2026"
"24","SLD","$329,000","$328,000","THE RESERVE AT COUNTRY CLUB PHASE 1","106 Molly Lane","2100","4","2","0.24","7/10/2024 3:40 PM","4/1/2025","$156.19","3/31/2025"
"17","SLD","$328,000","$328,000","THE RESERVE AT COUNTRY CLUB PHASE 1","115 Molly Lane","1892","4","2","0.13","6/3/2024 4:43 PM","6/24/2024","$173.36","10/24/2024"
"29","SLD","$327,000","$328,200","THE RESERVE AT COUNTRY CLUB PHASE 1","211 Lainey Drive","1859","4","2","0.14","7/10/2024 2:37 PM","12/13/2024","$176.55","12/12/2024"
"28","UCT","$328,300","$328,300","THE RESERVE AT COUNTRY CLUB PHASE 2","400 Lainey Lane","1862","4","2","0.14","2/25/2026 9:40 AM","7/21/2026","$176.32","9/11/2026"
"14","SLD","$328,800","$328,300","THE RESERVE AT COUNTRY CLUB PHASE 1","302 Cain Trail","1978","4","2","0.15","5/13/2025 2:41 PM","10/1/2025","$165.98","9/29/2025"
"17","SLD","$329,395","$328,395","THE RESERVE AT COUNTRY CLUB PHASE 1","205 Mikah Drive","1892","4","2","0.15","4/27/2024 2:16 AM","8/18/2024","$173.57","8/14/2024"
"30","SLD","$327,000","$328,500","THE RESERVE AT COUNTRY CLUB PHASE 1","209 Lainey Drive","1859","4","2","0.15","7/10/2024 1:14 PM","11/27/2024","$176.71","11/22/2024"
"24","ACT","$328,700","$328,700","RIVER PLANTATION SUBDIVISION PHASE 9","48 Plantation Drive","2113","4","3","0.35","7/9/2026 9:59 AM","7/9/2026","$155.56",
"2","SLD","$333,260","$329,000","THE RESERVE AT COUNTRY CLUB PHASE 1","316 Cain Trail","2035","4","3","0.16","4/17/2025 10:43 AM","9/29/2025","$161.67","9/26/2025"
"2","SLD","$335,300","$329,000","THE RESERVE AT COUNTRY CLUB PHASE 1","313 Cain Trail","2035","4","3","0.14","6/19/2025 11:26 AM","9/27/2025","$161.67","9/26/2025"
"2","SLD","$329,000","$329,500","THE RESERVE AT COUNTRY CLUB PHASE 1","306 Cain Trail","1955","4","2","0.15","4/17/2025 10:09 AM","8/8/2025","$168.54","8/7/2025"
"31","SLD","$332,000","$329,550","THE RESERVE AT COUNTRY CLUB PHASE 1","213 Mikah Drive","1859","4","2","0.28","7/10/2024 12:50 PM","1/23/2025","$177.27","1/21/2025"
"14","SLD","$334,500","$330,000","THE RESERVE AT COUNTRY CLUB PHASE 1","210 Mikah Drive","1892","4","2","0.23","7/3/2024 9:59 PM","8/30/2024","$174.42","8/27/2024"
"17","SLD","$332,050","$330,000","THE RESERVE AT COUNTRY CLUB PHASE 1","117 Mikah Drive","1892","4","2","0.14","3/12/2024 11:42 PM","10/1/2024","$174.42","9/27/2024"
"26","SLD","$347,800","$330,800","THE RESERVE AT COUNTRY CLUB PHASE 1","504 Cain Trail","2035","4","3","0.14","11/4/2025 4:20 PM","3/24/2026","$162.56","3/20/2026"
