"Picture Count","Status","List Price","Price","Subdivision","Address","Apx SQFT","Beds","Full Baths","Apx ACR","Input Date","Price Date","Price Per SQFT","Closed Date"
"1","SLD","$337,260","$331,260","THE RESERVE AT COUNTRY CLUB PHASE 1","311 Cain Trail","2087","4","2","0.14","3/5/2025 9:16 AM","7/29/2025","$158.73","7/25/2025"
"13","WITH","$332,800","$332,800","THE RESERVE AT COUNTRY CLUB PHASE 1","303 Lainey Drive","1978","4","2","0.14","7/8/2025 11:12 AM","7/28/2025","$168.25",
"2","SLD","$333,000","$333,000","THE RESERVE AT COUNTRY CLUB PHASE 1","404 Cain Trail","2087","4","2","0.16","7/3/2025 9:35 AM","7/3/2025","$159.56","7/18/2025"
"19","SLD","$337,050","$333,000","THE RESERVE AT COUNTRY CLUB PHASE 1","110 Molly Lane","1892","4","2","0.14","10/12/2024 10:53 PM","4/23/2025","$176.00","4/22/2025"
"2","SLD","$336,800","$333,300","THE RESERVE AT COUNTRY CLUB PHASE 3","604 Riley Lane","1955","4","2","0.14","4/1/2026 11:29 AM","7/31/2026","$170.49","7/30/2026"
"20","SLD","$334,500","$334,500","THE RESERVE AT COUNTRY CLUB PHASE 1","208 Mikah Drive","1892","4","2","0.23","6/3/2024 5:01 PM","6/24/2024","$176.80","12/19/2024"
"35","UCT","$335,000","$335,000","THE RESERVE AT COUNTRY CLUB PHASE 3","402 Lainey Drive","2035","4","3","0.14","2/25/2026 9:50 AM","7/8/2026","$164.62","9/11/2026"
"35","SLD","$340,200","$335,000","THE RESERVE AT COUNTRY CLUB PHASE 3","315 Lainey Drive","2035","4","3","0.14","4/1/2026 3:28 PM","7/31/2026","$164.62","7/30/2026"
"2","UCT","$336,200","$336,200","THE RESERVE AT COUNTRY CLUB PHASE 3","311 Lainey Drive","1955","4","2","0.14","4/16/2026 10:03 AM","7/13/2026","$171.97","9/10/2026"
"2","SLD","$358,300","$339,000","THE RESERVE AT COUNTRY CLUB PHASE 2","502 Cain Trail","2087","4","2","0.14","11/4/2025 4:27 PM","3/20/2026","$162.43","3/20/2026"
"18","SLD","$339,000","$339,000","THE RESERVE AT COUNTRY CLUB PHASE 1","105 Mikah Drive","2097","4","2","0.17","3/12/2024 10:55 PM","4/23/2024","$161.66","6/29/2024"
"2","SLD","$341,800","$339,300","THE RESERVE AT COUNTRY CLUB PHASE 1","307 Cain Trail","2087","4","2","0.15","6/6/2025 1:19 PM","10/27/2025","$162.58","10/24/2025"
"23","UCT","$339,800","$339,800","THE RESERVE AT COUNTRY CLUB PHASE 2","505 Cain Trail","1897","4","2","0.14","10/16/2025 9:46 AM","3/31/2026","$179.12","8/28/2026"
"28","SLD","$344,800","$340,000","THE RESERVE AT COUNTRY CLUB PHASE 3","616 Riley Lane","2087","4","2","0.14","3/13/2026 11:05 AM","7/31/2026","$162.91","7/30/2026"
"26","SLD","$341,800","$341,800","THE RESERVE AT COUNTRY CLUB PHASE 3","614 Riley Lane","2035","4","3","0.14","7/6/2026 2:10 PM","7/6/2026","$167.96","7/6/2026"
"22","SLD","$342,000","$342,000","THE RESERVE AT COUNTRY CLUB PHASE 1","114 Mikah Drive","2097","4","2","0.14","4/27/2024 2:34 AM","4/27/2024","$163.09","8/6/2024"
"2","SLD","$344,300","$342,000","THE RESERVE AT COUNTRY CLUB PHASE 1","308 Cain Trail","2035","4","3","0.15","7/11/2025 3:15 PM","9/29/2025","$168.06","9/25/2025"
"19","SLD","$342,000","$342,000","THE RESERVE AT COUNTRY CLUB PHASE 1","201 Mikah Drive","2097","4","2","0.15","3/8/2024 10:43 PM","4/28/2024","$163.09","6/21/2024"
"2","SLD","$331,500","$342,300","THE RESERVE AT COUNTRY CLUB PHASE 3","613 Riley Lane","2087","4","2","0.14","12/9/2025 9:11 AM","3/13/2026","$164.02","3/11/2026"
"1","SLD","$347,260","$343,300","THE RESERVE AT COUNTRY CLUB PHASE 1","314 Cain Trail","2087","4","2","0.16","4/17/2025 10:55 AM","8/1/2025","$164.49","7/30/2025"
"2","SLD","$344,800","$343,300","THE RESERVE AT COUNTRY CLUB PHASE 3","612 Riley Lane","2087","4","2","0.14","4/1/2026 3:21 PM","6/29/2026","$164.49","6/26/2026"
"16","SLD","$344,000","$344,000","THE RESERVE AT COUNTRY CLUB PHASE 1","104 Molly Lane","1742","3","2","0.22","11/4/2024 2:58 PM","11/4/2024","$197.47","1/15/2025"
"28","UCT","$344,800","$344,800","THE RESERVE AT COUNTRY CLUB PHASE 3","309 Lainey Drive","2087","4","2","0.14","4/16/2026 10:09 AM","4/16/2026","$165.21","8/28/2026"
"24","SLD","$369,000","$345,000","THE RESERVE AT COUNTRY CLUB PHASE 1","214 Mikah Drive","2100","4","2","0.26","7/10/2024 1:50 PM","1/31/2025","$164.29","1/28/2025"
"28","UCT","$346,800","$346,800","THE RESERVE AT COUNTRY CLUB PHASE 3","105 Molly Lane","2087","4","2","0.18","6/26/2026 11:46 AM","6/26/2026","$166.17","9/15/2026"
"24","SLD","$349,000","$349,000","THE RESERVE AT COUNTRY CLUB PHASE 1","207 Lainey Drive","2100","4","2","0.17","7/10/2024 3:52 PM","4/9/2025","$166.19","5/2/2025"
