listingAddress/full,listingAddress/street,listingStatus,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice
"(Undisclosed Address), Maumelle, AR 72113",(Undisclosed Address),forRent,,3,1430,,1700,17,https://www.zillow.com/homedetails/Maumelle-AR-72113/326296_zpid/,,295000
"2344 Bassett St, Benton, AR 72019",2344 Bassett St,forRent,,3,1523,,1545,0,https://www.zillow.com/homedetails/2344-Bassett-St-Benton-AR-72019/463059714_zpid/,,
"2352 Bassett St, Benton, AR 72019",2352 Bassett St,forRent,,4,1852,,1695,0,https://www.zillow.com/homedetails/2352-Bassett-St-Benton-AR-72019/461516492_zpid/,,
"8016 Chesapeake Trl, Bauxite, AR 72011",8016 Chesapeake Trl,forRent,,3,1442,,1495,0,https://www.zillow.com/homedetails/8016-Chesapeake-Trl-Bauxite-AR-72011/457082295_zpid/,,
"8040 Chesapeake Trl, Bauxite, AR 72011",8040 Chesapeake Trl,forRent,,4,1496,,1495,0,https://www.zillow.com/homedetails/8040-Chesapeake-Trl-Bauxite-AR-72011/457082335_zpid/,,
"8057 Chesapeake Trl, Bauxite, AR 72011",8057 Chesapeake Trl,forRent,,4,1496,,1545,0,https://www.zillow.com/homedetails/8057-Chesapeake-Trl-Bauxite-AR-72011/462191990_zpid/,,
"7001 Potomac Trl, Bauxite, AR 72011",7001 Potomac Trl,forRent,,3,1051,,1295,0,https://www.zillow.com/homedetails/7001-Potomac-Trl-Bauxite-AR-72011/461516494_zpid/,,
"8073 Chesapeake Trl, Bauxite, AR 72011",8073 Chesapeake Trl,forRent,,3,1442,,1495,0,https://www.zillow.com/homedetails/8073-Chesapeake-Trl-Bauxite-AR-72011/460744961_zpid/,,
"8065 Chesapeake Trl, Bauxite, AR 72011",8065 Chesapeake Trl,forRent,,4,1699,,1595,0,https://www.zillow.com/homedetails/8065-Chesapeake-Trl-Bauxite-AR-72011/462191986_zpid/,,
"8000 Chesapeake Trl, Bauxite, AR 72011",8000 Chesapeake Trl,forRent,,3,1373,,1445,0,https://www.zillow.com/homedetails/8000-Chesapeake-Trl-Bauxite-AR-72011/464083308_zpid/,,
"8049 Chesapeake Trl, Bauxite, AR 72011",8049 Chesapeake Trl,forRent,,3,1301,,1395,0,https://www.zillow.com/homedetails/8049-Chesapeake-Trl-Bauxite-AR-72011/463059708_zpid/,,
"8056 Chesapeake Trl, Bauxite, AR 72011",8056 Chesapeake Trl,forRent,,3,1651,,1545,0,https://www.zillow.com/homedetails/8056-Chesapeake-Trl-Bauxite-AR-72011/457082351_zpid/,,
"8024 Chesapeake Trl, Bauxite, AR 72011",8024 Chesapeake Trl,forRent,,3,1248,,1345,0,https://www.zillow.com/homedetails/8024-Chesapeake-Trl-Bauxite-AR-72011/457082320_zpid/,,
