listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"802 Gussy Ln, Benton, AR 72019",802 Gussy Ln,,4,1459,,1650,13,https://www.zillow.com/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,,222900,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-04T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Listed for sale,2026-05-01T00:00:00.000Z,Contingent,2026-04-14T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1906 Dave Ward Dr, Conway, AR 72034",1906 Dave Ward Dr,,3,1335,,1000,23,https://www.zillow.com/homedetails/1906-Dave-Ward-Dr-Conway-AR-72034/2061771487_zpid/,,,2026-08-11T00:00:00.000Z,Listed for rent,2025-12-18T00:00:00.000Z,Listing removed,2025-11-11T00:00:00.000Z,Price change,2025-10-28T00:00:00.000Z,Price change,2025-10-03T00:00:00.000Z,Price change,2025-06-27T00:00:00.000Z,Listed for rent,2024-05-29T00:00:00.000Z,Listing removed,2024-05-14T00:00:00.000Z,Price change,2024-04-23T00:00:00.000Z,Price change,2024-04-15T00:00:00.000Z,Price change,2024-03-18T00:00:00.000Z,Price change,2024-02-16T00:00:00.000Z,Price change,2024-02-13T00:00:00.000Z,Price change,2024-01-31T00:00:00.000Z,Listed for rent,2023-11-30T00:00:00.000Z,Listing removed,2023-11-15T00:00:00.000Z,Listed for rent,2022-10-25T00:00:00.000Z,Listing removed,2022-10-18T00:00:00.000Z,Price change,2022-10-02T00:00:00.000Z,Price change,2022-08-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,
"2135 Raintree Dr, Conway, AR 72032",2135 Raintree Dr,,3,1042,,1350,36,https://www.zillow.com/homedetails/2135-Raintree-Dr-Conway-AR-72032/240139_zpid/,,106000,2026-09-01T00:00:00.000Z,Price change,2026-08-25T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for rent,2024-07-03T00:00:00.000Z,Listing removed,2024-07-01T00:00:00.000Z,Listed for rent,2019-07-11T00:00:00.000Z,Listing removed,2019-07-03T00:00:00.000Z,Listed for rent,2019-05-01T00:00:00.000Z,Sold,2017-02-27T00:00:00.000Z,Listing removed,2017-02-24T00:00:00.000Z,Listed for rent,2015-01-18T00:00:00.000Z,Listing removed,2015-01-15T00:00:00.000Z,Listed for rent,2013-11-15T00:00:00.000Z,Sold,2013-04-06T00:00:00.000Z,Listing removed,2013-03-20T00:00:00.000Z,Listed for rent,2008-04-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"414 Newcomb Cv, Benton, AR 72015",414 Newcomb Cv,,3,1384,,1600,48,https://www.zillow.com/homedetails/414-Newcomb-Cv-Benton-AR-72015/384931_zpid/,,65531,2026-07-17T00:00:00.000Z,Listed for rent,2010-11-30T00:00:00.000Z,Sold,2005-03-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4326 Glenda Ln, Benton, AR 72019",4326 Glenda Ln,,3,1398,,1545,30,https://www.zillow.com/homedetails/4326-Glenda-Ln-Benton-AR-72019/68021994_zpid/,,157000,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-11T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-26T00:00:00.000Z,Listing removed,2025-06-12T00:00:00.000Z,Price change,2025-06-04T00:00:00.000Z,Price change,2025-04-08T00:00:00.000Z,Listed for rent,2023-12-27T00:00:00.000Z,Listing removed,2023-12-19T00:00:00.000Z,Listed for rent,2023-09-04T00:00:00.000Z,Listing removed,2021-11-01T00:00:00.000Z,Listing removed,2021-10-26T00:00:00.000Z,Price change,2021-10-21T00:00:00.000Z,Price change,2021-10-04T00:00:00.000Z,Listed for rent,2021-09-03T00:00:00.000Z,Sold,2021-08-08T00:00:00.000Z,Contingent,2021-07-30T00:00:00.000Z,Listed for sale,2017-08-31T00:00:00.000Z,Sold,2017-07-28T00:00:00.000Z,Price change,2017-06-22T00:00:00.000Z,Listed for sale,2005-06-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,
"(Undisclosed Address), Conway, AR 72034",(Undisclosed Address),,3,1710,,2399,0,https://www.zillow.com/homedetails/Conway-AR-72034/119403512_zpid/,,275000,2026-09-03T00:00:00.000Z,Listed for rent,2026-05-01T00:00:00.000Z,Listing removed,2026-04-02T00:00:00.000Z,Listed for rent,2025-08-19T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Listed for rent,2025-02-07T00:00:00.000Z,Listing removed,2025-01-22T00:00:00.000Z,Listed for rent,2024-07-29T00:00:00.000Z,Listing removed,2024-07-08T00:00:00.000Z,Listed for rent,2022-08-15T00:00:00.000Z,Sold,2022-07-23T00:00:00.000Z,Contingent,2022-07-14T00:00:00.000Z,Listed for sale,2017-10-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4101 Red Maple Ln, Alexander, AR 72002",4101 Red Maple Ln,,3,1548,,1745,29,https://www.zillow.com/homedetails/4101-Red-Maple-Ln-Alexander-AR-72002/461650523_zpid/,,230000,2026-08-21T00:00:00.000Z,Price change,2026-08-05T00:00:00.000Z,Listed for rent,2026-07-27T00:00:00.000Z,Sold,2026-06-30T00:00:00.000Z,Contingent,2026-04-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2004 Hairston Ave, Conway, AR 72034",2004 Hairston Ave,,3,1703,,2800,1,https://www.zillow.com/homedetails/2004-Hairston-Ave-Conway-AR-72034/444384959_zpid/,,,2026-09-02T00:00:00.000Z,Listed for rent,2026-02-25T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-12-29T00:00:00.000Z,Listing removed,2025-11-07T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-03-24T00:00:00.000Z,Price change,2025-01-29T00:00:00.000Z,Price change,2025-01-15T00:00:00.000Z,Listed for rent,2024-11-29T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1425 Ola St, Conway, AR 72032",1425 Ola St,,3,1268,,3100,1,https://www.zillow.com/homedetails/1425-Ola-St-Conway-AR-72032/63265054_zpid/,,115000,2026-09-02T00:00:00.000Z,Listed for rent,2026-02-22T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-12-29T00:00:00.000Z,Listing removed,2025-11-07T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-03-22T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Listed for rent,2025-02-01T00:00:00.000Z,Listing removed,2025-01-15T00:00:00.000Z,Listed for rent,2024-12-10T00:00:00.000Z,Listing removed,2024-11-30T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Listed for rent,2015-03-23T00:00:00.000Z,Sold,2015-01-09T00:00:00.000Z,Price change,2014-10-12T00:00:00.000Z,Price change,2014-08-27T00:00:00.000Z,Listed for sale,2009-12-01T00:00:00.000Z,Sold,2009-10-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,
"2912 Highway 319 W, Austin, AR 72007",2912 Highway 319 W,,3,1992,,1695,295,https://www.zillow.com/homedetails/2912-Highway-319-W-Austin-AR-72007/249702_zpid/,,640000,2026-08-19T00:00:00.000Z,Price change,2026-07-25T00:00:00.000Z,Price change,2026-05-29T00:00:00.000Z,Price change,2026-03-06T00:00:00.000Z,Price change,2026-02-18T00:00:00.000Z,Price change,2026-02-03T00:00:00.000Z,Price change,2025-11-12T00:00:00.000Z,Listed for rent,2013-09-27T00:00:00.000Z,Sold,1991-10-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2668 Chapel Creek Dr, Benton, AR 72015",2668 Chapel Creek Dr,,3,1478,,1595,34,https://www.zillow.com/homedetails/2668-Chapel-Creek-Dr-Benton-AR-72015/120791136_zpid/,,,2026-07-31T00:00:00.000Z,Listed for rent,2020-04-14T00:00:00.000Z,Listing removed,2020-04-08T00:00:00.000Z,Listed for rent,2017-08-19T00:00:00.000Z,Listing removed,2017-08-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3225 Jean Cv, Alexander, AR 72002",3225 Jean Cv,,3,2827,,2600,149,https://www.zillow.com/homedetails/3225-Jean-Cv-Alexander-AR-72002/378862_zpid/,,,2026-07-27T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6587 Westminster, Benton, AR 72019",6587 Westminster,,4,3650,,3650,38,https://www.zillow.com/homedetails/6587-Westminster-Benton-AR-72019/120554683_zpid/,,555000,2026-09-02T00:00:00.000Z,Price change,2026-08-25T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Listed for rent,2025-06-03T00:00:00.000Z,Listing removed,2025-05-23T00:00:00.000Z,Listed for rent,2025-05-21T00:00:00.000Z,Listing removed,2025-05-04T00:00:00.000Z,Listed for rent,2024-02-14T00:00:00.000Z,Listing removed,2024-01-31T00:00:00.000Z,Price change,2024-01-05T00:00:00.000Z,Price change,2023-12-15T00:00:00.000Z,Price change,2023-11-29T00:00:00.000Z,Listed for rent,2022-06-07T00:00:00.000Z,Listing removed,2022-06-03T00:00:00.000Z,Price change,2022-06-02T00:00:00.000Z,Listed for rent,2022-05-25T00:00:00.000Z,Listing removed,2022-05-20T00:00:00.000Z,Price change,2022-05-09T00:00:00.000Z,Listed for rent,2022-04-29T00:00:00.000Z,Listing removed,2022-04-04T00:00:00.000Z,Listed for rent,2021-12-28T00:00:00.000Z,Listing removed,2021-11-28T00:00:00.000Z,Listed for rent,2021-07-07T00:00:00.000Z,Sold,2021-06-01T00:00:00.000Z,Contingent,2021-05-28T00:00:00.000Z,Listed for sale,2015-02-03T00:00:00.000Z,Sold,,,,
"2765 Archer Ln, Conway, AR 72034",2765 Archer Ln,,3,1560,,1700,20,https://www.zillow.com/homedetails/2765-Archer-Ln-Conway-AR-72034/241241_zpid/,,154500,2026-08-14T00:00:00.000Z,Listed for rent,2025-09-17T00:00:00.000Z,Listing removed,2025-08-12T00:00:00.000Z,Listed for rent,2024-05-31T00:00:00.000Z,Listing removed,2024-05-16T00:00:00.000Z,Listed for rent,2023-06-05T00:00:00.000Z,Listing removed,2023-06-02T00:00:00.000Z,Listed for rent,2019-12-17T00:00:00.000Z,Sold,2019-11-19T00:00:00.000Z,Price change,2019-09-30T00:00:00.000Z,Listed for sale,2014-10-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4056 Kings River Trl, Bauxite, AR 72011",4056 Kings River Trl,,3,1480,,1395,37,https://www.zillow.com/homedetails/4056-Kings-River-Trl-Bauxite-AR-72011/2062403626_zpid/,,200660,2026-08-27T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for rent,2023-02-11T00:00:00.000Z,Listing removed,2023-02-03T00:00:00.000Z,Price change,2023-01-11T00:00:00.000Z,Price change,2022-12-14T00:00:00.000Z,Price change,2022-11-22T00:00:00.000Z,Price change,2022-11-10T00:00:00.000Z,Listed for rent,2022-10-28T00:00:00.000Z,Sold,2022-10-08T00:00:00.000Z,Contingent,2022-08-24T00:00:00.000Z,Price change,2022-08-04T00:00:00.000Z,Price change,2022-07-26T00:00:00.000Z,Price change,2022-07-21T00:00:00.000Z,Listed for sale,2022-07-18T00:00:00.000Z,Listing removed,2022-07-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
"600 S Davis St, Conway, AR 72034",600 S Davis St,,3,1728,,1500,73,https://www.zillow.com/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/,,108500,2026-09-02T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Listed for rent,2022-10-20T00:00:00.000Z,Listing removed,2022-10-11T00:00:00.000Z,Price change,2022-09-22T00:00:00.000Z,Listed for rent,2017-06-15T00:00:00.000Z,Sold,2017-05-06T00:00:00.000Z,Listed for sale,2015-04-17T00:00:00.000Z,Sold,2005-07-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1930 College Ave, Conway, AR 72034",1930 College Ave,,3,1926,,3100,1,https://www.zillow.com/homedetails/1930-College-Ave-Conway-AR-72034/237634_zpid/,,160268,2026-09-02T00:00:00.000Z,Listed for rent,2026-03-18T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Price change,2026-02-05T00:00:00.000Z,Listed for rent,2026-01-28T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-09-23T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-08-07T00:00:00.000Z,Price change,2025-07-30T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-03-22T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Listed for rent,2025-02-01T00:00:00.000Z,Listing removed,2025-01-15T00:00:00.000Z,Listed for rent,2024-12-10T00:00:00.000Z,Listing removed,2024-11-30T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Listed for rent,2023-05-02T00:00:00.000Z,Sold,2023-02-20T00:00:00.000Z,Price change,2023-01-29T00:00:00.000Z,Listed for sale,2013-08-23T00:00:00.000Z,Sold,,,,,,
"1116 Kenwood Cv, Bryant, AR 72022",1116 Kenwood Cv,,4,1931,,2100,14,https://www.zillow.com/homedetails/1116-Kenwood-Cv-Bryant-AR-72022/52934559_zpid/,,120000,2026-08-20T00:00:00.000Z,Listed for rent,2025-07-26T00:00:00.000Z,Listing removed,2025-07-22T00:00:00.000Z,Listed for rent,2024-01-18T00:00:00.000Z,Listing removed,2023-10-26T00:00:00.000Z,Listed for rent,2022-06-08T00:00:00.000Z,Listing removed,2022-06-02T00:00:00.000Z,Listed for rent,2022-05-25T00:00:00.000Z,Listing removed,2022-04-09T00:00:00.000Z,Listed for rent,2022-03-31T00:00:00.000Z,Listing removed,2022-02-09T00:00:00.000Z,Price change,2022-01-28T00:00:00.000Z,Listed for rent,2019-06-16T00:00:00.000Z,Listing removed,2019-05-09T00:00:00.000Z,Price change,2019-01-11T00:00:00.000Z,Listed for rent,2011-10-13T00:00:00.000Z,Listing removed,2011-08-06T00:00:00.000Z,Listed for rent,2001-12-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"1405 Appalachain Dr, Conway, AR 72034",1405 Appalachain Dr,,3,1145,,1450,78,https://www.zillow.com/homedetails/1405-Appalachain-Dr-Conway-AR-72034/35730407_zpid/,,180500,2026-06-17T00:00:00.000Z,Listed for rent,2025-01-27T00:00:00.000Z,Listing removed,2024-10-29T00:00:00.000Z,Price change,2024-09-04T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Listing removed,2023-08-03T00:00:00.000Z,Price change,2023-06-22T00:00:00.000Z,Listed for rent,2022-07-05T00:00:00.000Z,Listing removed,2022-06-23T00:00:00.000Z,Listed for rent,2022-06-02T00:00:00.000Z,Sold,2022-04-20T00:00:00.000Z,Pending sale,2022-04-20T00:00:00.000Z,Contingent,2022-04-16T00:00:00.000Z,Listed for sale,2016-09-28T00:00:00.000Z,Sold,2016-08-01T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"2555 Winchester Dr, Conway, AR 72032",2555 Winchester Dr,,3,1104,,1375,80,https://www.zillow.com/homedetails/2555-Winchester-Dr-Conway-AR-72032/239881_zpid/,,180000,2026-08-12T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-07-01T00:00:00.000Z,Price change,2026-06-15T00:00:00.000Z,Listed for rent,2026-05-08T00:00:00.000Z,Listing removed,2026-05-01T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-05-22T00:00:00.000Z,Listed for rent,2025-04-07T00:00:00.000Z,Sold,2025-03-08T00:00:00.000Z,Contingent,2025-03-05T00:00:00.000Z,Listed for sale,2025-02-26T00:00:00.000Z,Listing removed,2025-01-08T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-11-02T00:00:00.000Z,Listed for rent,2024-10-26T00:00:00.000Z,Listing removed,2024-10-14T00:00:00.000Z,Price change,2024-09-18T00:00:00.000Z,Price change,2024-09-03T00:00:00.000Z,Listed for rent,2015-06-12T00:00:00.000Z,Sold,1996-09-18T00:00:00.000Z,Sold,1994-12-02T00:00:00.000Z,Sold,,,,,,,,,,,,
"1608 Waldron Cv, Bryant, AR 72022",1608 Waldron Cv,,3,1412,,1495,4,https://www.zillow.com/homedetails/1608-Waldron-Cv-Bryant-AR-72022/390638_zpid/,,145500,2026-08-30T00:00:00.000Z,Listed for rent,2026-08-02T00:00:00.000Z,Listing removed,2026-07-18T00:00:00.000Z,Listed for rent,2022-12-15T00:00:00.000Z,Sold,2022-10-27T00:00:00.000Z,Contingent,2022-10-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18 Kimberly Dr, Vilonia, AR 72173",18 Kimberly Dr,,3,1954,,1945,13,https://www.zillow.com/homedetails/18-Kimberly-Dr-Vilonia-AR-72173/245526_zpid/,,270000,2026-08-26T00:00:00.000Z,Price change,2026-05-04T00:00:00.000Z,Listed for rent,2026-01-05T00:00:00.000Z,Sold,2025-11-20T00:00:00.000Z,Listed for sale,2025-11-20T00:00:00.000Z,Listing removed,2025-09-18T00:00:00.000Z,Listed for sale,2015-07-09T00:00:00.000Z,Sold,2000-03-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1425 Joyner Dr, Conway, AR 72034",1425 Joyner Dr,,3,1157,,1450,20,https://www.zillow.com/homedetails/1425-Joyner-Dr-Conway-AR-72034/35730195_zpid/,,155000,2026-08-14T00:00:00.000Z,Listed for rent,2025-10-28T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-08-12T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-16T00:00:00.000Z,Listed for rent,2022-04-27T00:00:00.000Z,Sold,2021-12-16T00:00:00.000Z,Listing removed,2021-10-26T00:00:00.000Z,Listed for rent,2019-05-14T00:00:00.000Z,Sold,2019-03-21T00:00:00.000Z,Listed for sale,2016-05-03T00:00:00.000Z,Sold,2016-02-17T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-01-22T00:00:00.000Z,Price change,2011-01-01T00:00:00.000Z,Price change,2010-11-18T00:00:00.000Z,Listed for sale,2010-10-15T00:00:00.000Z,Listing removed,2010-10-15T00:00:00.000Z,Price change,2010-09-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,
"5 Weatherwood Dr, Greenbrier, AR 72058",5 Weatherwood Dr,,3,1547,,1600,57,https://www.zillow.com/homedetails/5-Weatherwood-Dr-Greenbrier-AR-72058/102993946_zpid/,,154000,2026-07-09T00:00:00.000Z,Listed for rent,2022-10-04T00:00:00.000Z,Listing removed,2022-09-19T00:00:00.000Z,Listed for rent,2022-09-16T00:00:00.000Z,Listed for sale,2008-04-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6316 Warwick Dr, Alexander, AR 72002",6316 Warwick Dr,,4,1884,,2400,34,https://www.zillow.com/homedetails/6316-Warwick-Dr-Alexander-AR-72002/461049113_zpid/,,277000,2026-07-31T00:00:00.000Z,Listed for rent,2026-06-29T00:00:00.000Z,Sold,2026-05-29T00:00:00.000Z,Contingent,2026-05-29T00:00:00.000Z,Price change,2026-03-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"500 SE 1st St, Bryant, AR 72022",500 SE 1st St,,3,1231,,1500,3,https://www.zillow.com/homedetails/500-SE-1st-St-Bryant-AR-72022/52934639_zpid/,,195000,2026-08-31T00:00:00.000Z,Listed for rent,2026-07-31T00:00:00.000Z,Listing removed,2026-07-17T00:00:00.000Z,Listed for rent,2025-07-07T00:00:00.000Z,Listing removed,2025-07-04T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Sold,2025-06-14T00:00:00.000Z,Contingent,2025-06-12T00:00:00.000Z,Listed for sale,2021-08-02T00:00:00.000Z,Sold,2021-07-03T00:00:00.000Z,Contingent,2021-06-30T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2020-06-01T00:00:00.000Z,Sold,2020-03-07T00:00:00.000Z,Pending sale,2020-03-04T00:00:00.000Z,Listed for sale,2020-01-29T00:00:00.000Z,Sold,2018-03-27T00:00:00.000Z,Sold,2018-02-02T00:00:00.000Z,Listed for sale,2011-08-29T00:00:00.000Z,Sold,2011-06-25T00:00:00.000Z,Price change,2010-12-03T00:00:00.000Z,Price change,2010-11-28T00:00:00.000Z,Price change,2010-11-22T00:00:00.000Z,Price change,2010-11-14T00:00:00.000Z,Price change,2010-10-30T00:00:00.000Z,Price change,2010-05-27T00:00:00.000Z,Listed for sale,,,,
"103 Pope Dr, Benton, AR 72015",103 Pope Dr,,3,1559,,1625,64,https://www.zillow.com/homedetails/103-Pope-Dr-Benton-AR-72015/82243468_zpid/,,115000,2026-07-01T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Price change,2024-05-31T00:00:00.000Z,Listed for rent,2017-07-19T00:00:00.000Z,Listing removed,2017-06-17T00:00:00.000Z,Listed for rent,2016-11-06T00:00:00.000Z,Listing removed,2014-04-08T00:00:00.000Z,Listing removed,2014-01-31T00:00:00.000Z,Sold,2014-01-29T00:00:00.000Z,Listed for rent,2013-11-25T00:00:00.000Z,Listed for sale,2013-10-08T00:00:00.000Z,Sold,2012-06-06T00:00:00.000Z,Listing removed,2012-05-24T00:00:00.000Z,Price change,2012-03-22T00:00:00.000Z,Listed for sale,2008-01-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"3558 Terrace Hill Ct, Benton, AR 72019",3558 Terrace Hill Ct,,3,1404,,1450,16,https://www.zillow.com/homedetails/3558-Terrace-Hill-Ct-Benton-AR-72019/247594485_zpid/,,122580,2026-08-24T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Listed for rent,2022-09-26T00:00:00.000Z,Listing removed,2022-09-08T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2021-05-22T00:00:00.000Z,Listing removed,2021-05-04T00:00:00.000Z,Listed for rent,2019-05-09T00:00:00.000Z,Listing removed,2019-04-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"821 Desoto Pl, Benton, AR 72015",821 Desoto Pl,,4,2288,,1650,38,https://www.zillow.com/homedetails/821-Desoto-Pl-Benton-AR-72015/382881_zpid/,,50000,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-21T00:00:00.000Z,Listing removed,2026-08-05T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Listed for rent,2017-11-28T00:00:00.000Z,Sold,2017-10-18T00:00:00.000Z,Listed for sale,2017-07-31T00:00:00.000Z,Listing removed,2017-07-15T00:00:00.000Z,Listed for sale,2017-03-10T00:00:00.000Z,Sold,2017-02-09T00:00:00.000Z,Listed for sale,2011-12-14T00:00:00.000Z,Listing removed,2011-09-15T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-02-24T00:00:00.000Z,Listed for sale,2010-02-21T00:00:00.000Z,Listing removed,2010-02-05T00:00:00.000Z,Listed for sale,2006-09-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"3562 Terrace Hill Ct, Benton, AR 72019",3562 Terrace Hill Ct,,3,,,1450,42,https://www.zillow.com/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,,122580,2026-08-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for rent,2023-06-22T00:00:00.000Z,Listing removed,2023-06-11T00:00:00.000Z,Listed for rent,2022-05-05T00:00:00.000Z,Listing removed,2022-04-19T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
