bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,livingArea,price,propertyUrl
3,6,/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/,FOR_RENT,,"31 Haley Renee Dr, Greenbrier, AR 72058",31 Haley Renee Dr,1400,2026-08-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,1400,https://www.zillow.com/homedetails/31-Haley-Renee-Dr-Greenbrier-AR-72058/464349852_zpid/
3,8,/homedetails/310-Scotland-Dr-Kings-Mountain-NC-28086/78287650_zpid/,FOR_RENT,80700,"310 Scotland Dr, Kings Mountain, NC 28086",310 Scotland Dr,1650,2026-08-03T00:00:00.000Z,Listed for rent,2017-07-04T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2017-06-24T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2013-11-10T00:00:00.000Z,Listing removed,2013-10-30T00:00:00.000Z,Listed for rent,2013-07-29T00:00:00.000Z,Sold,2013-05-06T00:00:00.000Z,Sold,,,,,,,1487,1650,https://www.zillow.com/homedetails/310-Scotland-Dr-Kings-Mountain-NC-28086/78287650_zpid/
3,13,/homedetails/2135-Raintree-Dr-Conway-AR-72032/240139_zpid/,FOR_RENT,106000,"2135 Raintree Dr, Conway, AR 72032",2135 Raintree Dr,1435,2026-07-29T00:00:00.000Z,Listed for rent,2024-07-03T00:00:00.000Z,Listing removed,2013-11-15T00:00:00.000Z,Sold,2013-04-06T00:00:00.000Z,Listing removed,2013-03-20T00:00:00.000Z,Listed for rent,2008-04-30T00:00:00.000Z,Sold,,,,,,,,,,,,,2024-07-01T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2019-07-11T00:00:00.000Z,Listing removed,2019-07-03T00:00:00.000Z,Listed for rent,2019-05-01T00:00:00.000Z,Sold,2017-02-27T00:00:00.000Z,Listing removed,2017-02-24T00:00:00.000Z,Listed for rent,2015-01-18T00:00:00.000Z,Listing removed,2015-01-15T00:00:00.000Z,Listed for rent,1042,1435,https://www.zillow.com/homedetails/2135-Raintree-Dr-Conway-AR-72032/240139_zpid/
3,22,/homedetails/40-Ridge-Trl-Sherwood-AR-72120/232839_zpid/,FOR_RENT,230600,"40 Ridge Trl, Sherwood, AR 72120",40 Ridge Trl,1899,2026-07-20T00:00:00.000Z,Listed for rent,2026-06-17T00:00:00.000Z,Listing removed,2001-09-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2026-06-02T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2025-09-19T00:00:00.000Z,Price change,2025-07-22T00:00:00.000Z,Price change,2025-06-24T00:00:00.000Z,Price change,2025-04-15T00:00:00.000Z,Price change,2025-03-14T00:00:00.000Z,Price change,2025-02-27T00:00:00.000Z,Listed for rent,2014-10-03T00:00:00.000Z,Sold,2200,1899,https://www.zillow.com/homedetails/40-Ridge-Trl-Sherwood-AR-72120/232839_zpid/
3,21,/homedetails/2024-Weems-St-Conway-AR-72034/338960334_zpid/,FOR_RENT,,"2024 Weems St, Conway, AR 72034",2024 Weems St,2500,2026-07-21T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,https://www.zillow.com/homedetails/2024-Weems-St-Conway-AR-72034/338960334_zpid/
3,68,/homedetails/1670-Ryder-St-Conway-AR-72032/338960302_zpid/,FOR_RENT,,"1670 Ryder St, Conway, AR 72032",1670 Ryder St,1650,2026-06-04T00:00:00.000Z,Listed for rent,2025-03-14T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2024-12-31T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-01-25T00:00:00.000Z,Listing removed,2022-12-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,1243,1650,https://www.zillow.com/homedetails/1670-Ryder-St-Conway-AR-72032/338960302_zpid/
3,26,/homedetails/2250-Wilmington-Dr-Conway-AR-72034/59917837_zpid/,FOR_RENT,141000,"2250 Wilmington Dr, Conway, AR 72034",2250 Wilmington Dr,1600,2026-07-16T00:00:00.000Z,Listed for rent,2023-03-14T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2023-03-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2020-01-10T00:00:00.000Z,Listing removed,2019-11-04T00:00:00.000Z,Listed for rent,2017-08-31T00:00:00.000Z,Sold,2017-07-31T00:00:00.000Z,Price change,2017-07-17T00:00:00.000Z,Listed for sale,2005-02-23T00:00:00.000Z,Sold,,,1449,1600,https://www.zillow.com/homedetails/2250-Wilmington-Dr-Conway-AR-72034/59917837_zpid/
3,21,/homedetails/1406-Bruce-St-Conway-AR-72034/235425_zpid/,FOR_RENT,87000,"1406 Bruce St, Conway, AR 72034",1406 Bruce St,2500,2026-07-21T00:00:00.000Z,Listed for rent,2025-09-27T00:00:00.000Z,Listing removed,2018-03-31T00:00:00.000Z,Listing removed,2018-03-24T00:00:00.000Z,Price change,2018-02-27T00:00:00.000Z,Price change,2018-02-08T00:00:00.000Z,Listed for rent,2018-02-08T00:00:00.000Z,Listing removed,2017-12-14T00:00:00.000Z,Listed for sale,2017-06-06T00:00:00.000Z,Sold,2017-05-03T00:00:00.000Z,Listed for sale,2015-04-09T00:00:00.000Z,Listing removed,2015-04-01T00:00:00.000Z,Listed for sale,2025-08-07T00:00:00.000Z,Listed for rent,2015-02-19T00:00:00.000Z,Listing removed,2014-10-09T00:00:00.000Z,Listed for sale,2014-06-03T00:00:00.000Z,Listing removed,2014-04-15T00:00:00.000Z,Price change,2014-02-25T00:00:00.000Z,Listed for sale,2010-06-02T00:00:00.000Z,Sold,2004-10-01T00:00:00.000Z,Sold,,,2024-06-24T00:00:00.000Z,Listing removed,2024-06-18T00:00:00.000Z,Listed for rent,2022-03-09T00:00:00.000Z,Listing removed,2022-02-19T00:00:00.000Z,Price change,2022-01-31T00:00:00.000Z,Listed for rent,2019-02-28T00:00:00.000Z,Listing removed,2019-02-09T00:00:00.000Z,Listed for rent,1500,2500,https://www.zillow.com/homedetails/1406-Bruce-St-Conway-AR-72034/235425_zpid/
3,15,/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/,FOR_RENT,,"1810 Rich Smith Ln, Conway, AR 72032",1810 Rich Smith Ln,2500,2026-07-27T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,,,,,2026-04-22T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2026-01-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,2310,2500,https://www.zillow.com/homedetails/1810-Rich-Smith-Ln-Conway-AR-72032/102992676_zpid/
3,50,/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/,FOR_RENT,110000,"765 8th Avenue Dr SE, Hickory, NC 28602",765 8th Avenue Dr SE,1795,2026-06-22T00:00:00.000Z,Listed for rent,2023-05-15T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2023-04-28T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2023-04-07T00:00:00.000Z,Listed for rent,2023-01-25T00:00:00.000Z,Sold,2013-09-03T00:00:00.000Z,Sold,2006-10-20T00:00:00.000Z,Sold,,,,,,,1463,1795,https://www.zillow.com/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/
3,55,/homedetails/1405-Appalachain-Dr-Conway-AR-72034/35730407_zpid/,FOR_RENT,180500,"1405 Appalachain Dr, Conway, AR 72034",1405 Appalachain Dr,1450,2026-06-17T00:00:00.000Z,Listed for rent,2025-01-27T00:00:00.000Z,Listing removed,2022-04-20T00:00:00.000Z,Pending sale,2022-04-20T00:00:00.000Z,Contingent,2022-04-16T00:00:00.000Z,Listed for sale,2016-09-01T00:00:00.000Z,Sold,2016-08-01T00:00:00.000Z,Listed for sale,,,,,,,,,,,2024-10-29T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2024-09-04T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Listing removed,2023-08-03T00:00:00.000Z,Price change,2023-06-22T00:00:00.000Z,Listed for rent,2022-07-05T00:00:00.000Z,Listing removed,2022-06-23T00:00:00.000Z,Listed for rent,2022-06-02T00:00:00.000Z,Sold,1145,1450,https://www.zillow.com/homedetails/1405-Appalachain-Dr-Conway-AR-72034/35730407_zpid/
3,0,/homedetails/201-Oliver-St-Conway-AR-72034/235449_zpid/,FOR_RENT,149000,"201 Oliver St, Conway, AR 72034",201 Oliver St,1450,2026-08-12T00:00:00.000Z,Listed for rent,2024-07-23T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2024-07-02T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-04-29T00:00:00.000Z,Listing removed,2022-04-28T00:00:00.000Z,Listed for rent,2022-04-15T00:00:00.000Z,Listing removed,2022-03-31T00:00:00.000Z,Listed for rent,2010-07-14T00:00:00.000Z,Sold,,,,,1456,1450,https://www.zillow.com/homedetails/201-Oliver-St-Conway-AR-72034/235449_zpid/
4,19,/homedetails/1339-37th-Avenue-Ln-NE-Hickory-NC-28601/443216841_zpid/,FOR_RENT,,"1339 37th Avenue Ln NE, Hickory, NC 28601",1339 37th Avenue Ln NE,2200,2026-07-23T00:00:00.000Z,Listed for rent,2026-02-11T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2026-01-28T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2026-01-21T00:00:00.000Z,Price change,2026-01-13T00:00:00.000Z,Price change,2025-11-03T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-06-24T00:00:00.000Z,Listed for sale,2025-03-30T00:00:00.000Z,Listing removed,2024-12-09T00:00:00.000Z,Listed for sale,1613,2200,https://www.zillow.com/homedetails/1339-37th-Avenue-Ln-NE-Hickory-NC-28601/443216841_zpid/
6,34,/homedetails/755-2nd-Ave-SW-Hickory-NC-28602/71962373_zpid/,FOR_RENT,200000,"755 2nd Ave SW, Hickory, NC 28602",755 2nd Ave SW,3650,2026-07-08T00:00:00.000Z,Listed for rent,2023-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2010-10-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,2010-09-02T00:00:00.000Z,Price change,2010-05-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,2779,3650,https://www.zillow.com/homedetails/755-2nd-Ave-SW-Hickory-NC-28602/71962373_zpid/
3,7,/homedetails/1928-36th-Ave-NE-Hickory-NC-28601/71548772_zpid/,FOR_RENT,206146,"1928 36th Ave NE, Hickory, NC 28601",1928 36th Ave NE,1900,2026-08-04T00:00:00.000Z,Listed for rent,2023-06-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2023-05-10T00:00:00.000Z,Pending sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,https://www.zillow.com/homedetails/1928-36th-Ave-NE-Hickory-NC-28601/71548772_zpid/
3,29,/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,FOR_RENT,,"512 12th Ave NE, Hickory, NC 28601",512 12th Ave NE,1595,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334,1595,https://www.zillow.com/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/
4,12,/homedetails/1342-37th-Avenue-Ln-NE-Hickory-NC-28601/453027689_zpid/,FOR_RENT,,"1342 37th Avenue Ln NE, Hickory, NC 28601",1342 37th Avenue Ln NE,2350,2026-07-30T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-07-31T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2025-06-14T00:00:00.000Z,Listing removed,2025-06-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,1927,2350,https://www.zillow.com/homedetails/1342-37th-Avenue-Ln-NE-Hickory-NC-28601/453027689_zpid/
3,81,/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,FOR_RENT,113500,"5694 Claridge Dr, Hickory, NC 28602",5694 Claridge Dr,2150,2026-05-22T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2024-08-02T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2000-11-03T00:00:00.000Z,Sold,,,,,,,,,,,,,2200,2150,https://www.zillow.com/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/
4,29,/homedetails/2645-Kool-Park-Rd-NE-Hickory-NC-28601/71921041_zpid/,RECENTLY_SOLD,300000,"2645 Kool Park Rd NE, Hickory, NC 28601",2645 Kool Park Rd NE,300000,2026-08-09T00:00:00.000Z,Listing removed,2026-07-19T00:00:00.000Z,Listed for rent,2025-08-15T00:00:00.000Z,Price change,2025-06-19T00:00:00.000Z,Price change,2025-05-27T00:00:00.000Z,Listed for sale,2014-01-24T00:00:00.000Z,Listing removed,2013-10-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,2026-07-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,2026-04-02T00:00:00.000Z,Listed for sale,2026-03-26T00:00:00.000Z,Listing removed,2026-03-03T00:00:00.000Z,Price change,2026-01-02T00:00:00.000Z,Price change,2025-12-11T00:00:00.000Z,Listed for sale,2025-10-19T00:00:00.000Z,Listing removed,2025-09-24T00:00:00.000Z,Price change,2412,300000,https://www.zillow.com/homedetails/2645-Kool-Park-Rd-NE-Hickory-NC-28601/71921041_zpid/
3,0,/homedetails/133-8th-Avenue-Dr-SE-Hickory-NC-28602/462916520_zpid/,FOR_RENT,,"133 8th Avenue Dr SE, Hickory, NC 28602",133 8th Avenue Dr SE,1595,2026-08-11T00:00:00.000Z,Listed for rent,2026-07-13T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2026-06-29T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2026-06-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,1298,1595,https://www.zillow.com/homedetails/133-8th-Avenue-Dr-SE-Hickory-NC-28602/462916520_zpid/
3,12,/homedetails/1266-18th-St-NE-Hickory-NC-28601/71903862_zpid/,FOR_RENT,225000,"1266 18th St NE, Hickory, NC 28601",1266 18th St NE,1800,2026-07-30T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2023-03-20T00:00:00.000Z,Pending sale,2023-03-18T00:00:00.000Z,Price change,2023-03-08T00:00:00.000Z,Price change,2023-02-21T00:00:00.000Z,Price change,2023-02-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,2025-08-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2025-08-22T00:00:00.000Z,Sold,2025-07-23T00:00:00.000Z,Price change,2025-07-09T00:00:00.000Z,Price change,2025-06-27T00:00:00.000Z,Price change,2025-06-06T00:00:00.000Z,Price change,2025-06-02T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Sold,1288,1800,https://www.zillow.com/homedetails/1266-18th-St-NE-Hickory-NC-28601/71903862_zpid/
