bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,livingArea,price,propertyUrl
3,32,/homedetails/535-Milam-Dr-Conway-AR-72032/235059_zpid/,FOR_RENT,75000,"535 Milam Dr, Conway, AR 72032",535 Milam Dr,1700,2026-07-01T00:00:00.000Z,Listed for rent,2023-09-14T00:00:00.000Z,Listing removed,2019-02-18T00:00:00.000Z,Listed for rent,2014-04-08T00:00:00.000Z,Listing removed,2014-03-16T00:00:00.000Z,Price change,2014-02-22T00:00:00.000Z,Price change,2014-02-20T00:00:00.000Z,Price change,2014-01-11T00:00:00.000Z,Listed for sale,2013-10-15T00:00:00.000Z,Sold,2013-07-18T00:00:00.000Z,Price change,2013-06-16T00:00:00.000Z,Listed for sale,,,2023-08-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-08-04T00:00:00.000Z,Listing removed,2023-08-02T00:00:00.000Z,Listed for rent,2023-07-24T00:00:00.000Z,Listing removed,2023-07-20T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2019-03-11T00:00:00.000Z,Listing removed,2019-02-25T00:00:00.000Z,Price change,1824,1700,https://www.zillow.com/homedetails/535-Milam-Dr-Conway-AR-72032/235059_zpid/
3,58,/homedetails/3020-Beechwood-Dr-Conway-AR-72032/251479599_zpid/,FOR_RENT,184000,"3020 Beechwood Dr, Conway, AR 72032",3020 Beechwood Dr,1500,2026-06-06T00:00:00.000Z,Listed for rent,2023-06-10T00:00:00.000Z,Listing removed,2017-10-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2023-05-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-08-16T00:00:00.000Z,Sold,2022-07-13T00:00:00.000Z,Contingent,2022-07-11T00:00:00.000Z,Price change,2022-07-05T00:00:00.000Z,Listed for sale,2021-07-02T00:00:00.000Z,Sold,2021-05-30T00:00:00.000Z,Contingent,2021-05-27T00:00:00.000Z,Listed for sale,1289,1500,https://www.zillow.com/homedetails/3020-Beechwood-Dr-Conway-AR-72032/251479599_zpid/
3,10,/homedetails/3420-Bentonville-Dr-Conway-AR-72032/82249372_zpid/,FOR_RENT,158000,"3420 Bentonville Dr, Conway, AR 72032",3420 Bentonville Dr,1400,2026-07-23T00:00:00.000Z,Listed for rent,2026-02-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2026-01-07T00:00:00.000Z,Pending sale,,,,,,,,,,,,,,,,,2026-01-06T00:00:00.000Z,Contingent,2025-11-24T00:00:00.000Z,Listed for sale,2019-04-28T00:00:00.000Z,Sold,2019-03-14T00:00:00.000Z,Listed for sale,2015-06-03T00:00:00.000Z,Sold,2008-05-27T00:00:00.000Z,Sold,2007-05-31T00:00:00.000Z,Sold,,1400,https://www.zillow.com/homedetails/3420-Bentonville-Dr-Conway-AR-72032/82249372_zpid/
4,20,/homedetails/206-Churchill-Dr-Kings-Mountain-NC-28086/336757347_zpid/,FOR_RENT,218000,"206 Churchill Dr, Kings Mountain, NC 28086",206 Churchill Dr,2099,2026-07-14T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Listing removed,2025-03-19T00:00:00.000Z,Price change,2025-02-26T00:00:00.000Z,Listed for rent,2023-03-17T00:00:00.000Z,Listing removed,2023-03-09T00:00:00.000Z,Price change,2023-03-01T00:00:00.000Z,Price change,2023-01-26T00:00:00.000Z,Price change,2023-01-21T00:00:00.000Z,Price change,2023-01-11T00:00:00.000Z,Listed for rent,2022-11-10T00:00:00.000Z,Sold,2022-10-18T00:00:00.000Z,Pending sale,2025-08-20T00:00:00.000Z,Price change,2020-10-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,2025-08-13T00:00:00.000Z,Price change,2025-08-06T00:00:00.000Z,Price change,2025-08-02T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Price change,2025-07-23T00:00:00.000Z,Listed for rent,2025-03-26T00:00:00.000Z,Listing removed,2025-03-26T00:00:00.000Z,Price change,1710,2099,https://www.zillow.com/homedetails/206-Churchill-Dr-Kings-Mountain-NC-28086/336757347_zpid/
3,12,/homedetails/Kings-Mountain-NC-28086/93014355_zpid/,FOR_RENT,350000,"(Undisclosed Address), Kings Mountain, NC 28086",(Undisclosed Address),2400,2026-07-23T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2009-04-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2024-12-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,2024-10-31T00:00:00.000Z,Pending sale,2024-10-22T00:00:00.000Z,Price change,2024-10-04T00:00:00.000Z,Price change,2024-09-21T00:00:00.000Z,Listed for sale,2018-04-06T00:00:00.000Z,Sold,2018-03-05T00:00:00.000Z,Pending sale,2018-03-03T00:00:00.000Z,Listed for sale,1573,2400,https://www.zillow.com/homedetails/Kings-Mountain-NC-28086/93014355_zpid/
5,17,/homedetails/231-Brinkley-Dr-Kings-Mountain-NC-28086/349365612_zpid/,FOR_RENT,332000,"231 Brinkley Dr, Kings Mountain, NC 28086",231 Brinkley Dr,2995,2026-07-16T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Sold,2024-07-09T00:00:00.000Z,Price change,2024-05-07T00:00:00.000Z,Price change,2024-05-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,2026-05-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,2026-05-10T00:00:00.000Z,Listing removed,2026-03-03T00:00:00.000Z,Price change,2026-02-05T00:00:00.000Z,Price change,2025-11-06T00:00:00.000Z,Listed for sale,2024-10-25T00:00:00.000Z,Sold,2024-08-21T00:00:00.000Z,Price change,2024-08-14T00:00:00.000Z,Price change,2400,2995,https://www.zillow.com/homedetails/231-Brinkley-Dr-Kings-Mountain-NC-28086/349365612_zpid/
3,72,/homedetails/2034-Shelby-Rd-Kings-Mountain-NC-28086/93001483_zpid/,FOR_RENT,,"2034 Shelby Rd, Kings Mountain, NC 28086",2034 Shelby Rd,1250,2026-05-23T00:00:00.000Z,Listed for rent,2025-11-06T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-10-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2025-06-28T00:00:00.000Z,Listing removed,2025-06-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,910,1250,https://www.zillow.com/homedetails/2034-Shelby-Rd-Kings-Mountain-NC-28086/93001483_zpid/
3,3,/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,FOR_RENT,,"203 Logan Dr, Maumelle, AR 72113",203 Logan Dr,1830,2026-07-31T00:00:00.000Z,Listed for rent,2024-08-27T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2024-08-01T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-06-19T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,1472,1830,https://www.zillow.com/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/
3,0,/homedetails/310-Scotland-Dr-Kings-Mountain-NC-28086/78287650_zpid/,FOR_RENT,80700,"310 Scotland Dr, Kings Mountain, NC 28086",310 Scotland Dr,1650,2026-08-03T00:00:00.000Z,Listed for rent,2017-07-04T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2017-06-24T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2013-11-10T00:00:00.000Z,Listing removed,2013-10-30T00:00:00.000Z,Listed for rent,2013-07-29T00:00:00.000Z,Sold,2013-05-06T00:00:00.000Z,Sold,,,,,,,1487,1650,https://www.zillow.com/homedetails/310-Scotland-Dr-Kings-Mountain-NC-28086/78287650_zpid/
5,17,/homedetails/15-Piney-Cove-Mnr-Maumelle-AR-72113/327022_zpid/,FOR_RENT,21000,"15 Piney Cove Mnr, Maumelle, AR 72113",15 Piney Cove Mnr,2495,2026-07-17T00:00:00.000Z,Listed for rent,2025-10-08T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-09-29T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2025-09-23T00:00:00.000Z,Listed for rent,2013-04-30T00:00:00.000Z,Sold,1989-11-01T00:00:00.000Z,Sold,,,,,,,,,2407,2495,https://www.zillow.com/homedetails/15-Piney-Cove-Mnr-Maumelle-AR-72113/327022_zpid/
3,58,/homedetails/203-Benfield-Rd-Kings-Mountain-NC-28086/446679273_zpid/,FOR_RENT,265000,"203 Benfield Rd, Kings Mountain, NC 28086",203 Benfield Rd,1850,2026-07-09T00:00:00.000Z,Price change,2026-06-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,2025-04-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,2025-02-26T00:00:00.000Z,Price change,2025-01-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,1530,1850,https://www.zillow.com/homedetails/203-Benfield-Rd-Kings-Mountain-NC-28086/446679273_zpid/
2,34,/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,FOR_RENT,,"7 Southland Dr, Maumelle, AR 72113",7 Southland Dr,850,2026-06-30T00:00:00.000Z,Listed for rent,2018-07-15T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2018-06-28T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2016-06-28T00:00:00.000Z,Listing removed,2014-12-12T00:00:00.000Z,Listing removed,2014-07-29T00:00:00.000Z,Listed for rent,2013-12-30T00:00:00.000Z,Listing removed,2013-11-27T00:00:00.000Z,Listed for rent,,,,,925,850,https://www.zillow.com/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/
3,32,/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,FOR_RENT,,"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,1800,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-04-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,1480,1800,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/
3,30,/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,FOR_RENT,175000,"61 Pin Oak Loop, Maumelle, AR 72113",61 Pin Oak Loop,1550,2026-07-03T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2018-03-07T00:00:00.000Z,Price change,2018-02-07T00:00:00.000Z,Listed for sale,2017-06-08T00:00:00.000Z,Listing removed,2017-05-10T00:00:00.000Z,Listed for sale,2014-05-05T00:00:00.000Z,Sold,2011-07-04T00:00:00.000Z,Listing removed,2011-06-09T00:00:00.000Z,Listed for sale,2006-08-02T00:00:00.000Z,Sold,2003-05-01T00:00:00.000Z,Sold,2000-09-22T00:00:00.000Z,Sold,2024-04-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-02-09T00:00:00.000Z,Listing removed,2022-12-28T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-30T00:00:00.000Z,Sold,2022-08-28T00:00:00.000Z,Contingent,2022-08-26T00:00:00.000Z,Listed for sale,2018-04-24T00:00:00.000Z,Sold,1173,1550,https://www.zillow.com/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/
3,26,/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,FOR_RENT,,"117 Logan Dr, Maumelle, AR 72113",117 Logan Dr,1835,2026-07-07T00:00:00.000Z,Listed for rent,2023-07-30T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2023-07-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-07-29T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,1472,1835,https://www.zillow.com/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/
4,27,/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,FOR_RENT,222925,"124 Im Dr, Maumelle, AR 72113",124 Im Dr,1950,2026-07-06T00:00:00.000Z,Listed for rent,2025-08-27T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-07-18T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-08-21T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Sold,,,,,,,,,1500,1950,https://www.zillow.com/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/
4,10,/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,FOR_RENT,,"127 Chambery Dr, Maumelle, AR 72113",127 Chambery Dr,2400,2026-07-24T00:00:00.000Z,Listed for rent,2019-06-07T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2019-03-21T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2019-02-14T00:00:00.000Z,Listed for rent,2017-11-15T00:00:00.000Z,Listing removed,2017-08-30T00:00:00.000Z,Price change,2017-08-08T00:00:00.000Z,Price change,2017-04-27T00:00:00.000Z,Listed for rent,,,,,1651,2400,https://www.zillow.com/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/
3,25,/homedetails/1343-S-Battleground-Ave-Kings-Mountain-NC-28086/78285925_zpid/,FOR_RENT,995000,"1343 S Battleground Ave, Kings Mountain, NC 28086",1343 S Battleground Ave,2400,2026-07-10T00:00:00.000Z,Listed for rent,2023-09-02T00:00:00.000Z,Listing removed,2022-03-30T00:00:00.000Z,Sold,2022-02-17T00:00:00.000Z,Pending sale,2022-02-16T00:00:00.000Z,Contingent,2022-02-15T00:00:00.000Z,Listed for sale,2021-11-16T00:00:00.000Z,Contingent,2021-11-06T00:00:00.000Z,Pending sale,2021-11-06T00:00:00.000Z,Contingent,2021-08-15T00:00:00.000Z,Listed for sale,,,,,2023-08-28T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-08-05T00:00:00.000Z,Listing removed,2023-08-04T00:00:00.000Z,Price change,2023-08-01T00:00:00.000Z,Listed for rent,2022-10-25T00:00:00.000Z,Listing removed,2022-09-08T00:00:00.000Z,Listed for rent,2022-07-22T00:00:00.000Z,Listing removed,2022-07-17T00:00:00.000Z,Listed for rent,1724,2400,https://www.zillow.com/homedetails/1343-S-Battleground-Ave-Kings-Mountain-NC-28086/78285925_zpid/
3,19,/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/,FOR_RENT,139900,"80 Garden Oaks Dr, Maumelle, AR 72113",80 Garden Oaks Dr,1650,2026-07-14T00:00:00.000Z,Listed for rent,2025-02-18T00:00:00.000Z,Listing removed,2014-07-14T00:00:00.000Z,Sold,2014-06-05T00:00:00.000Z,Price change,2014-04-25T00:00:00.000Z,Listed for sale,2014-01-29T00:00:00.000Z,Sold,2013-07-19T00:00:00.000Z,Sold,1997-10-13T00:00:00.000Z,Sold,,,,,,,,,2025-01-20T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-02-15T00:00:00.000Z,Listing removed,2024-01-18T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-06-27T00:00:00.000Z,Listing removed,2020-06-21T00:00:00.000Z,Listed for rent,2014-10-28T00:00:00.000Z,Listing removed,2014-10-17T00:00:00.000Z,Sold,1300,1650,https://www.zillow.com/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/
4,4,/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/,FOR_RENT,380000,"15 Iris Cv, Maumelle, AR 72113",15 Iris Cv,3000,2026-07-30T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2001-04-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,2026-05-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,2019-02-06T00:00:00.000Z,Sold,2019-01-22T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-10-03T00:00:00.000Z,Price change,2018-06-15T00:00:00.000Z,Listed for sale,2015-06-26T00:00:00.000Z,Sold,2002-05-24T00:00:00.000Z,Sold,2320,3000,https://www.zillow.com/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/
4,10,/homedetails/136-Chambery-Dr-Maumelle-AR-72113/122005734_zpid/,FOR_RENT,,"136 Chambery Dr, Maumelle, AR 72113",136 Chambery Dr,2400,2026-07-24T00:00:00.000Z,Listed for rent,2018-04-13T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2018-03-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2018-01-22T00:00:00.000Z,Listing removed,2017-12-29T00:00:00.000Z,Listed for rent,2017-03-30T00:00:00.000Z,Listing removed,2017-01-27T00:00:00.000Z,Listed for sale,,,,,,,1651,2400,https://www.zillow.com/homedetails/136-Chambery-Dr-Maumelle-AR-72113/122005734_zpid/
3,32,/homedetails/7400-Fairplay-Rd-Benton-AR-72019/92431960_zpid/,FOR_RENT,,"7400 Fairplay Rd, Benton, AR 72019",7400 Fairplay Rd,2900,2026-07-01T00:00:00.000Z,Price change,2026-06-11T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,,,,,2026-05-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,2900,https://www.zillow.com/homedetails/7400-Fairplay-Rd-Benton-AR-72019/92431960_zpid/
2,27,/homedetails/9706-Elderberry-Trl-Maumelle-AR-72113/453342131_zpid/,FOR_RENT,,"9706 Elderberry Trl, Maumelle, AR 72113",9706 Elderberry Trl,800,2026-07-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,800,https://www.zillow.com/homedetails/9706-Elderberry-Trl-Maumelle-AR-72113/453342131_zpid/
3,13,/homedetails/6110-Petit-Jean-Dr-Shannon-Hills-AR-72103/71716883_zpid/,FOR_RENT,,"6110 Petit Jean Dr, Shannon Hills, AR 72103",6110 Petit Jean Dr,1495,2026-07-21T00:00:00.000Z,Listed for rent,2021-11-22T00:00:00.000Z,Listing removed,2013-11-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,2021-07-12T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2019-06-28T00:00:00.000Z,Listing removed,2019-04-10T00:00:00.000Z,Listed for rent,2017-10-28T00:00:00.000Z,Listing removed,2017-09-21T00:00:00.000Z,Listed for rent,2014-01-07T00:00:00.000Z,Listing removed,2013-12-20T00:00:00.000Z,Listing removed,2013-12-10T00:00:00.000Z,Listed for rent,1504,1495,https://www.zillow.com/homedetails/6110-Petit-Jean-Dr-Shannon-Hills-AR-72103/71716883_zpid/
3,11,/homedetails/2717-Timbermist-Dr-Benton-AR-72015/386808_zpid/,FOR_RENT,165000,"2717 Timbermist Dr, Benton, AR 72015",2717 Timbermist Dr,1650,2026-07-23T00:00:00.000Z,Listed for rent,2025-07-18T00:00:00.000Z,Listing removed,2015-06-16T00:00:00.000Z,Listing removed,2015-03-07T00:00:00.000Z,Listed for sale,2010-05-12T00:00:00.000Z,Sold,2009-09-06T00:00:00.000Z,Listing removed,2009-08-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,2025-07-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2025-05-12T00:00:00.000Z,Sold,2021-03-24T00:00:00.000Z,Listing removed,2016-06-11T00:00:00.000Z,Listing removed,2016-06-11T00:00:00.000Z,Listed for sale,2016-06-09T00:00:00.000Z,Sold,2016-04-26T00:00:00.000Z,Pending sale,2015-11-21T00:00:00.000Z,Listed for sale,1413,1650,https://www.zillow.com/homedetails/2717-Timbermist-Dr-Benton-AR-72015/386808_zpid/
3,24,/homedetails/127-Rachel-Cv-Haskell-AR-72015/92428814_zpid/,FOR_RENT,,"127 Rachel Cv, Haskell, AR 72015",127 Rachel Cv,1200,2026-07-10T00:00:00.000Z,Listed for rent,2025-01-29T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-01-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2024-12-13T00:00:00.000Z,Listing removed,2024-10-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,1456,1200,https://www.zillow.com/homedetails/127-Rachel-Cv-Haskell-AR-72015/92428814_zpid/
3,83,/homedetails/120-Butterfield-Xing-Haskell-AR-72015/88907708_zpid/,FOR_RENT,99200,"120 Butterfield Xing, Haskell, AR 72015",120 Butterfield Xing,1400,2026-07-29T00:00:00.000Z,Price change,2026-06-30T00:00:00.000Z,Price change,2023-04-24T00:00:00.000Z,Price change,2023-04-05T00:00:00.000Z,Listed for rent,2017-06-21T00:00:00.000Z,Sold,2009-12-21T00:00:00.000Z,Sold,,,,,,,,,,,,,2026-05-11T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2026-04-30T00:00:00.000Z,Listing removed,2026-04-01T00:00:00.000Z,Listed for rent,2024-12-07T00:00:00.000Z,Listing removed,2024-11-25T00:00:00.000Z,Listed for rent,2024-11-12T00:00:00.000Z,Listing removed,2024-10-09T00:00:00.000Z,Listed for rent,2023-05-18T00:00:00.000Z,Listing removed,1250,1400,https://www.zillow.com/homedetails/120-Butterfield-Xing-Haskell-AR-72015/88907708_zpid/
5,95,/homedetails/121-Pleasant-Pointe-Dr-Hickory-NC-28601/113748345_zpid/,FOR_RENT,1345000,"121 Pleasant Pointe Dr, Hickory, NC 28601",121 Pleasant Pointe Dr,6500,2026-07-01T00:00:00.000Z,Price change,2026-06-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2026-05-27T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2026-04-29T00:00:00.000Z,Listed for rent,2026-03-09T00:00:00.000Z,Price change,2026-02-25T00:00:00.000Z,Price change,2026-01-18T00:00:00.000Z,Price change,2025-12-06T00:00:00.000Z,Listed for sale,2015-02-27T00:00:00.000Z,Sold,2014-05-20T00:00:00.000Z,Listed for sale,4160,6500,https://www.zillow.com/homedetails/121-Pleasant-Pointe-Dr-Hickory-NC-28601/113748345_zpid/
3,54,/homedetails/104-10th-Ave-SE-Hickory-NC-28602/71959215_zpid/,FOR_RENT,420000,"104 10th Ave SE, Hickory, NC 28602",104 10th Ave SE,1595,2026-06-09T00:00:00.000Z,Listed for rent,2025-12-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2025-10-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,2024-12-30T00:00:00.000Z,Sold,2024-11-05T00:00:00.000Z,Listed for sale,2015-02-28T00:00:00.000Z,Listing removed,2015-02-20T00:00:00.000Z,Price change,2015-02-04T00:00:00.000Z,Listed for sale,,,,,1333,1595,https://www.zillow.com/homedetails/104-10th-Ave-SE-Hickory-NC-28602/71959215_zpid/
4,26,/homedetails/1361-37th-Avenue-Ln-NE-Hickory-NC-28601/455076115_zpid/,FOR_RENT,,"1361 37th Avenue Ln NE, Hickory, NC 28601",1361 37th Avenue Ln NE,2400,2026-07-08T00:00:00.000Z,Listed for rent,2026-06-26T00:00:00.000Z,Listing removed,2025-07-16T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,2026-06-04T00:00:00.000Z,Price change,,,,,,,,,,,,,,,,,2026-05-18T00:00:00.000Z,Listed for rent,2026-04-09T00:00:00.000Z,Listing removed,2026-03-30T00:00:00.000Z,Listed for sale,2026-03-16T00:00:00.000Z,Listing removed,2026-03-03T00:00:00.000Z,Price change,2025-11-18T00:00:00.000Z,Price change,2025-10-21T00:00:00.000Z,Price change,1927,2400,https://www.zillow.com/homedetails/1361-37th-Avenue-Ln-NE-Hickory-NC-28601/455076115_zpid/
3,150,/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,FOR_RENT,,"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,1000,2025-06-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1000,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/
3,21,/homedetails/131-8th-Avenue-Dr-SE-Hickory-NC-28602/71936930_zpid/,FOR_RENT,60000,"131 8th Avenue Dr SE, Hickory, NC 28602",131 8th Avenue Dr SE,1595,2026-07-13T00:00:00.000Z,Listed for rent,2025-10-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,2018-08-01T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,2018-03-21T00:00:00.000Z,Listed for sale,2018-02-15T00:00:00.000Z,Listing removed,2016-06-03T00:00:00.000Z,Listed for sale,,,,,,,,,1298,1595,https://www.zillow.com/homedetails/131-8th-Avenue-Dr-SE-Hickory-NC-28602/71936930_zpid/
3,34,/homedetails/118-E-Elm-Haskell-St-Benton-AR-72015/2061131914_zpid/,FOR_RENT,,"118 E Elm Haskell St, Benton, AR 72015",118 E Elm Haskell St,1200,2026-06-30T00:00:00.000Z,Listed for rent,2025-05-19T00:00:00.000Z,Listing removed,,,,,,,,,,,,,,,,,,,,,2025-05-02T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,2023-07-05T00:00:00.000Z,Listing removed,2023-06-15T00:00:00.000Z,Listed for rent,2022-10-20T00:00:00.000Z,Listing removed,2022-10-14T00:00:00.000Z,Listed for rent,,,,,,,1300,1200,https://www.zillow.com/homedetails/118-E-Elm-Haskell-St-Benton-AR-72015/2061131914_zpid/
